state,county,year,builtup,forest,agriculture,other
Virginia,Giles County,2020,6.38,78.87,13.07,1.68
Virginia,Gloucester County,2020,10.1,36.42,10.66,42.849999999999994
Virginia,Goochland County,2020,10.58,58.129999999999995,18.7,12.6
Virginia,Grayson County,2020,6.35,63.78,26,3.849999999999999
Virginia,Greene County,2020,9.76,65.18,23.55,1.5000000000000002
Virginia,Greensville County,2020,5.28,40.04,17.509999999999998,37.18
Virginia,Halifax County,2020,6.4,56.67999999999999,21.2,15.72
Virginia,Hampton city,2020,70.4,1.57,0.2,27.83
Virginia,Hanover County,2020,15.57,46.760000000000005,20.16,17.52
Virginia,Harrisonburg city,2020,85,5.99,8.8,0.21
Virginia,Henrico County,2020,51.89,20.34,8.26,19.52
Virginia,Henry County,2020,13.07,66.49,12.469999999999999,7.97
Virginia,Highland County,2020,2.7999999999999994,79.12,16.67,1.4100000000000001
Virginia,Hopewell city,2020,80.02,5.2,0.04,14.739999999999998
Virginia,Isle of Wight County,2020,9.57,28.29,30.25,31.88
Virginia,James City County,2020,26.630000000000003,38.79,5.59,29
Virginia,King George County,2020,10.69,51.72,16.73,20.87
Virginia,King William County,2020,5.749999999999999,45.37,21.330000000000002,27.560000000000002
Virginia,King and Queen County,2020,4.109999999999999,53.82000000000001,17.549999999999997,24.509999999999998
Virginia,Lancaster County,2020,10.319999999999999,45.15,19.150000000000002,25.37
Virginia,Lee County,2020,8.209999999999999,65.03,22.11,4.64
Virginia,Lexington city,2020,91.86000000000001,6.5600000000000005,1.15,0.43
Virginia,Loudoun County,2020,26.32,30.599999999999998,40.47,2.61
Virginia,Louisa County,2020,8.07,57.599999999999994,17.08,17.27
Virginia,Lunenburg County,2020,5.35,61.64,16.11,16.91
Virginia,Lynchburg city,2020,62.3,32.449999999999996,3.5,1.76
Virginia,Madison County,2020,5.2700000000000005,60.73,32.77,1.23
Virginia,Manassas Park city,2020,85.86999999999999,13.51,0.62,NA
Virginia,Manassas city,2020,95.05000000000001,1.6400000000000001,2.24,1.08
Virginia,Martinsville city,2020,70.38,28.57,0.42,0.62
Virginia,Mathews County,2020,8.299999999999999,19.54,8.31,63.84
Virginia,Mecklenburg County,2020,7.739999999999999,49.989999999999995,20.42,21.849999999999998
Virginia,Middlesex County,2020,10.02,45.739999999999995,21.080000000000002,23.150000000000002
Virginia,Montgomery County,2020,15.559999999999999,60.85,22.5,1.09
Virginia,Nelson County,2020,5.68,75.52,13.469999999999999,5.329999999999999
Virginia,New Kent County,2020,9.6,51.07,9.84,29.49
Virginia,Newport News city,2020,71.13000000000001,10.05,0.76,18.060000000000002
Virginia,Norfolk city,2020,86.69,0.6900000000000001,0.02,12.599999999999998
Virginia,Northampton County,2020,5.010000000000001,6.75,21.76,66.51
Virginia,Northumberland County,2020,9.1,38,25.939999999999998,26.98
Virginia,Norton city,2020,36.45,60.79,0.17,2.6
Virginia,Nottoway County,2020,8.74,56.39,17.5,17.340000000000003
Virginia,Orange County,2020,8.040000000000001,52.02,33.75,6.2
Virginia,Page County,2020,8.82,65.9,23.94,1.33
Virginia,Patrick County,2020,6.89,73.58,15.450000000000001,4.09
Virginia,Petersburg city,2020,63.5,22.53,5.41,8.549999999999999
Virginia,Pittsylvania County,2020,8.410000000000002,53.1,26.87,11.62
Virginia,Poquoson city,2020,27.59,2.8899999999999997,0.01,69.51
Virginia,Portsmouth city,2020,76.51,1.54,0.39,21.57
Virginia,Powhatan County,2020,8.83,60.39,15.74,15.040000000000001
Virginia,Prince Edward County,2020,7.5200000000000005,57.56999999999999,18.28,16.64
Virginia,Prince George County,2020,10.790000000000001,45.47,13.74,29.97
Virginia,Prince William County,2020,38.309999999999995,36.93,14.35,10.4
Virginia,Pulaski County,2020,11.660000000000002,56.04,28.830000000000002,3.48
Virginia,Radford city,2020,56.769999999999996,32.37,7.49,3.3699999999999997
Virginia,Rappahannock County,2020,3.91,67.6,27.75,0.71
Virginia,Richmond County,2020,5.8999999999999995,46.92,25.24,21.919999999999998
Virginia,Richmond city,2020,88.07000000000001,6,0.04,5.8999999999999995
Virginia,Roanoke County,2020,22.54,67.23,8.99,1.24
Virginia,Roanoke city,2020,89.27,8.629999999999999,1.41,0.6900000000000001
Virginia,Rockbridge County,2020,6.91,68.56,23.44,1.09
Virginia,Rockingham County,2020,9.459999999999999,56.830000000000005,32.91,0.79
Virginia,Russell County,2020,7.03,61.31,29.150000000000002,2.5199999999999996
Virginia,Salem city,2020,88.75,9.379999999999999,1.79,0.07
Virginia,Scott County,2020,6.720000000000001,71.96000000000001,17.66,3.66
Virginia,Shenandoah County,2020,9.379999999999999,59.46000000000001,30.2,0.97
Virginia,Smyth County,2020,7.23,67.56,24.14,1.06
Virginia,Southampton County,2020,4.91,34.25,28.69,32.160000000000004
Virginia,Spotsylvania County,2020,16.18,53.239999999999995,12.32,18.27
Virginia,Stafford County,2020,23.53,53.71,8.58,14.179999999999998
Virginia,Staunton city,2020,56.540000000000006,16.099999999999998,26.21,1.1600000000000001
Virginia,Suffolk city,2020,12.61,21.26,23.340000000000003,42.800000000000004
Virginia,Surry County,2020,4.68,42.52,21.31,31.470000000000002
Virginia,Sussex County,2020,4.41,47.03,16.17,32.4
Virginia,Tazewell County,2020,8.14,69.41000000000001,20.68,1.77
Virginia,Virginia Beach city,2020,38.69,2.3200000000000003,11.81,47.2
Virginia,Warren County,2020,14.580000000000002,62.03,21.58,1.7900000000000003
Virginia,Washington County,2020,9.73,56.239999999999995,32.620000000000005,1.4000000000000001
Virginia,Waynesboro city,2020,65.17,20.900000000000002,13.6,0.32
Virginia,Westmoreland County,2020,8.360000000000001,40.68,27,23.96
Virginia,Williamsburg city,2020,60.53999999999999,30.540000000000003,0.26,8.680000000000001
Virginia,Winchester city,2020,91.4,4.069999999999999,4.43,0.11000000000000001
Virginia,Wise County,2020,8.84,75.73999999999998,3.53,11.879999999999999
Virginia,Wythe County,2020,8.100000000000001,53.74000000000001,37.019999999999996,1.1300000000000001
Virginia,York County,2020,30.45,35.85,1.78,31.92
