state.x,county.x,date,n_episodes,n_events,total_property_damage,total_injuries,total_deaths,label,month,season,days_since_last_damaging_flood,days_since_prev_flood,min.2,max.2,mean.2,min.1,max.1,mean.1,min,max,mean,builtup,forest,agriculture,other,impervious,total_pop.x,median_income,area_km2,pop_density,total_population,exposed_population,pct_exposed,pct_age_65plus,pct_less_hs,pct_below_poverty,pct_hispanic,pct_nh_black,road_density_km_per_km2
VIRGINIA,Prince William County,2012/5/23,1,7,0,0,0,0,5,Spring,2159,1,17.45999908,41.45999908,27.95840704,10.86999989,21.71999931,15.87430678,13.84000015,24.799999239999998,19.73029498,35.44,38.54,15.41,10.61,11.79,379415,91098,892.2599136037481,425.22923445880355,379415,57180,15.07,10.875006448284756,6.307763734846531,6.047149858137735,25.660665462986845,20.008460149600207,5.819386407
VIRGINIA,Prince William County,2012/5/23,1,7,0,0,0,0,5,Spring,2159,1,17.45999908,41.45999908,27.95840704,10.86999989,21.71999931,15.87430678,13.84000015,24.799999239999998,19.73029498,35.44,38.54,15.41,10.61,11.79,379415,91098,892.2599136037481,425.22923445880355,379415,57180,15.07,10.875006448284756,6.307763734846531,6.047149858137735,25.660665462986845,20.008460149600207,5.819386407
VIRGINIA,Prince William County,2012/5/23,1,7,0,0,0,0,5,Spring,2159,1,17.45999908,41.45999908,27.95840704,10.86999989,21.71999931,15.87430678,13.84000015,24.799999239999998,19.73029498,35.44,38.54,15.41,10.61,11.79,379415,91098,892.2599136037481,425.22923445880355,379415,57180,15.07,10.875006448284756,6.307763734846531,6.047149858137735,25.660665462986845,20.008460149600207,5.819386407
VIRGINIA,Prince William County,2012/5/23,1,7,0,0,0,0,5,Spring,2159,1,17.45999908,41.45999908,27.95840704,10.86999989,21.71999931,15.87430678,13.84000015,24.799999239999998,19.73029498,35.44,38.54,15.41,10.61,11.79,379415,91098,892.2599136037481,425.22923445880355,379415,57180,15.07,10.875006448284756,6.307763734846531,6.047149858137735,25.660665462986845,20.008460149600207,5.819386407
VIRGINIA,Prince William County,2013/7/12,1,1,0,0,0,0,7,Summer,2574,415,0,7.21999979,3.483451324,57.45999908,91.55999756,70.36053097,5.659999847,16.51000023,11.14766964,35.44,38.54,15.41,10.61,11.79,379415,91098,892.2599136037481,425.22923445880355,379415,57180,15.07,10.875006448284756,6.307763734846531,6.047149858137735,25.660665462986845,20.008460149600207,5.819386407
VIRGINIA,Prince William County,2014/6/12,1,1,0,0,0,0,6,Summer,2909,335,0,6.239999771,3.545339233,9.81000042,18.63999939,14.06539824,7.2100000380000004,15.17000008,10.02050151,35.44,38.54,15.41,10.61,11.79,379415,91098,892.2599136037481,425.22923445880355,379415,57180,15.07,10.875006448284756,6.307763734846531,6.047149858137735,25.660665462986845,20.008460149600207,5.819386407
VIRGINIA,Pulaski County,2007/3/28,1,1,5000,0,0,1,3,Spring,3968,3968,0,0,0,0,0,0,9.93999958,19.22999954,14.07101225,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2009/5/28,1,6,41000,0,0,1,5,Spring,792,792,19.06999969,31.88999939,26.55935581,10.27000046,18.48999977,15.02745394,10.75,21.69000053,15.82337422,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2009/5/28,1,6,41000,0,0,1,5,Spring,792,792,19.06999969,31.88999939,26.55935581,10.27000046,18.48999977,15.02745394,10.75,21.69000053,15.82337422,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2009/5/28,1,6,41000,0,0,1,5,Spring,792,792,19.06999969,31.88999939,26.55935581,10.27000046,18.48999977,15.02745394,10.75,21.69000053,15.82337422,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2009/5/28,1,6,41000,0,0,1,5,Spring,792,792,19.06999969,31.88999939,26.55935581,10.27000046,18.48999977,15.02745394,10.75,21.69000053,15.82337422,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2009/5/28,1,6,41000,0,0,1,5,Spring,792,792,19.06999969,31.88999939,26.55935581,10.27000046,18.48999977,15.02745394,10.75,21.69000053,15.82337422,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2009/5/28,1,6,41000,0,0,1,5,Spring,792,792,19.06999969,31.88999939,26.55935581,10.27000046,18.48999977,15.02745394,10.75,21.69000053,15.82337422,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2009/6/11,1,3,500,0,0,1,6,Summer,14,14,0,0,0,4.670000076,15.42000008,10.75082822,18.450000760000002,26.14999962,23.45668711,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2009/6/11,1,3,500,0,0,1,6,Summer,14,14,0,0,0,4.670000076,15.42000008,10.75082822,18.450000760000002,26.14999962,23.45668711,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2009/6/11,1,3,500,0,0,1,6,Summer,14,14,0,0,0,4.670000076,15.42000008,10.75082822,18.450000760000002,26.14999962,23.45668711,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2010/3/13,1,3,65000,0,0,1,3,Spring,275,275,6.53000021,11.82999992,9.199999999,35.86999893,50.65999985,46.02785288,0.579999983,6.5399999619999996,3.206104303,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2010/3/13,1,3,65000,0,0,1,3,Spring,275,275,6.53000021,11.82999992,9.199999999,35.86999893,50.65999985,46.02785288,0.579999983,6.5399999619999996,3.206104303,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2010/3/13,1,3,65000,0,0,1,3,Spring,275,275,6.53000021,11.82999992,9.199999999,35.86999893,50.65999985,46.02785288,0.579999983,6.5399999619999996,3.206104303,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2010/11/30,1,2,0,0,0,0,11,Fall,262,262,0,0,0,5.420000076,7.920000076,6.712024551,55.93000031,64.13999939,59.97101235,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2010/11/30,1,2,0,0,0,0,11,Fall,262,262,0,0,0,5.420000076,7.920000076,6.712024551,55.93000031,64.13999939,59.97101235,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2010/12/1,1,2,0,0,0,0,12,Winter,263,1,5.420000076,7.920000076,6.712024551,55.93000031,64.13999939,59.97101235,0,0,0,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2010/12/1,1,2,0,0,0,0,12,Winter,263,1,5.420000076,7.920000076,6.712024551,55.93000031,64.13999939,59.97101235,0,0,0,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2011/5/22,1,1,0,0,0,0,5,Spring,435,172,0,0,0,0,0,0,13.63000011,22.09000015,16.94226992,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2011/7/7,1,3,0,0,0,0,7,Summer,481,46,0,19.39999962,4.75033742,0,10.18999958,0.558466257,16.92000008,37.00999832,27.51312886,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2011/7/7,1,3,0,0,0,0,7,Summer,481,46,0,19.39999962,4.75033742,0,10.18999958,0.558466257,16.92000008,37.00999832,27.51312886,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2011/7/7,1,3,0,0,0,0,7,Summer,481,46,0,19.39999962,4.75033742,0,10.18999958,0.558466257,16.92000008,37.00999832,27.51312886,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2013/1/30,1,1,5000,0,0,1,1,Winter,1054,573,0,0,0,0,0,0,42.70999908,60.22000122,47.60098164,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2013/7/10,1,2,500,0,0,1,7,Summer,161,161,0,0,0,0,0,0,11.52999973,25.62999916,18.50131901,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Pulaski County,2013/7/10,1,2,500,0,0,1,7,Summer,161,161,0,0,0,0,0,0,11.52999973,25.62999916,18.50131901,11.2,56.2,29.21,3.4,2.53,34963,41163,858.4708439091262,40.72706749,34963,2872,8.22,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,3.509303984
VIRGINIA,Rappahannock County,2005/4/2,1,1,50000,0,0,1,4,Spring,562,562,0,0,0,12.06999969,23.04000092,15.81054998,33.40000153,48.52999878,38.25585006,3.78,67.68,27.9,0.63,0.39,7376,62117,692.1795153598163,10.656195157936343,7376,258,3.49,26.62977459846133,6.249156431367256,9.447968686732352,4.535024969631529,4.8319611283574035,2.84045251
VIRGINIA,Rappahannock County,2010/1/25,1,1,0,0,0,0,1,Winter,1759,1759,0,0,0,40.93000031,69.84999847,54.662575,0.360000014,27.63999939,12.171425,3.78,67.68,27.9,0.63,0.39,7376,62117,692.1795153598163,10.656195157936343,7376,258,3.49,26.62977459846133,6.249156431367256,9.447968686732352,4.535024969631529,4.8319611283574035,2.84045251
VIRGINIA,Rappahannock County,2010/12/1,1,1,0,0,0,0,12,Winter,2069,310,0,13.850000380000001,3.380150021,21.42000008,54.11000061,37.37675004,6.420000076,17.17000008,13.21087499,3.78,67.68,27.9,0.63,0.39,7376,62117,692.1795153598163,10.656195157936343,7376,258,3.49,26.62977459846133,6.249156431367256,9.447968686732352,4.535024969631529,4.8319611283574035,2.84045251
VIRGINIA,Richmond County,2011/9/8,1,1,0,0,0,0,9,Fall,4375,4375,26.93000031,31.700000760000002,29.62571435,23.80999947,43.79999924,34.0761223,19.90999985,49.5,35.90734701,5.56,48.72,25.360000000000003,20.360000000000003,1.1,9328,42182,532.2498230126076,17.52560470044354,9328,656,7.03,20.20559301425887,17.36487233337018,7.648944401459048,7.239969050513983,27.931911130761577,5.312135589
VIRGINIA,Roanoke County,2006/6/26,2,2,85000,0,0,1,6,Summer,3051,1052,15.05000019,18.60000038,16.71325397,40.36999893,53.63000107,45.80412695,61.93000031,77.48000336,68.46880937,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2006/6/26,2,2,85000,0,0,1,6,Summer,3051,1052,15.05000019,18.60000038,16.71325397,40.36999893,53.63000107,45.80412695,61.93000031,77.48000336,68.46880937,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2006/6/27,1,1,50000,0,0,1,6,Summer,1,1,40.36999893,53.63000107,45.80412695,61.93000031,77.48000336,68.46880937,29.60000038,31.04000092,30.37230157,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2008/7/7,1,1,0,0,0,0,7,Summer,741,741,7.03000021,12.86999989,8.61801588,1.730000019,8.119999886,3.909523813,2.220000029,9.340000153,4.112301613,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2009/7/23,1,1,1000,0,0,1,7,Summer,1122,381,0,0,0,18.98999977,28.93000031,22.78571429,0,0,0,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2010/9/30,1,1,5000,0,0,1,9,Fall,434,434,0,15.90999985,3.290079374,44.11999893,67.94000244,54.94650814,19.92000008,31.60000038,25.76063491,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2010/12/1,1,1,5000,0,0,1,12,Winter,62,62,1.980000019,7.760000229,3.772142868,57.06000137,68.16000366,60.66023796,0,16.61000061,3.900793636,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2011/4/16,1,2,60000,0,0,1,4,Spring,136,136,0,0,0,16.43000031,28.37999916,22.01126987,29.30999947,45.68000031,35.77571433,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2011/4/16,1,2,60000,0,0,1,4,Spring,136,136,0,0,0,16.43000031,28.37999916,22.01126987,29.30999947,45.68000031,35.77571433,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2011/4/28,1,1,0,0,0,0,4,Spring,12,12,2.089999914,5.239999771,3.767619046,15.38000011,23.85000038,20.3359524,9.340000153,12.57999992,10.97714287,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2011/6/21,1,3,160000,0,0,1,6,Summer,66,54,0,10.02999973,1.845793657,1.639999986,11.25,4.872936503,24.950000760000002,33.83000183,30.35380939,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2011/6/21,1,3,160000,0,0,1,6,Summer,66,54,0,10.02999973,1.845793657,1.639999986,11.25,4.872936503,24.950000760000002,33.83000183,30.35380939,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2011/6/21,1,3,160000,0,0,1,6,Summer,66,54,0,10.02999973,1.845793657,1.639999986,11.25,4.872936503,24.950000760000002,33.83000183,30.35380939,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2011/11/29,1,1,0,0,0,0,11,Fall,161,161,0,8.199999809,4.222936484,34.29000092,52.40999985,41.62484115,4.269999981,18.29000092,12.44277777,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2013/1/30,1,1,0,0,0,0,1,Winter,589,428,0,3.289999962,0.463333328,0,0,0,54.90999985,71.87000275,61.92373021,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke County,2013/7/10,1,1,0,0,0,0,7,Summer,750,161,0,0,0,0,0,0,33.31000137,53.63999939,44.00595223,22.07,67.24000000000001,9.3,1.4,5.08,91583,59446,653.4128388796477,140.1610047286945,91583,6389,6.98,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,6.597634322
VIRGINIA,Roanoke city,2007/7/10,1,1,0,0,0,0,7,Summer,1517,1517,0,0,0,0,0,0,16.32999992,25.92000008,21.35455882,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/20,1,5,13000,0,0,1,7,Summer,2258,741,0,0,0,0,0,0,18.200000760000002,24.01000023,20.68404416,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/20,1,5,13000,0,0,1,7,Summer,2258,741,0,0,0,0,0,0,18.200000760000002,24.01000023,20.68404416,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/20,1,5,13000,0,0,1,7,Summer,2258,741,0,0,0,0,0,0,18.200000760000002,24.01000023,20.68404416,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/20,1,5,13000,0,0,1,7,Summer,2258,741,0,0,0,0,0,0,18.200000760000002,24.01000023,20.68404416,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/20,1,5,13000,0,0,1,7,Summer,2258,741,0,0,0,0,0,0,18.200000760000002,24.01000023,20.68404416,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/22,1,4,40000,0,0,1,7,Summer,2,2,18.200000760000002,24.01000023,20.68404416,0,0,0,19.02000046,25.60000038,22.06000013,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/22,1,4,40000,0,0,1,7,Summer,2,2,18.200000760000002,24.01000023,20.68404416,0,0,0,19.02000046,25.60000038,22.06000013,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/22,1,4,40000,0,0,1,7,Summer,2,2,18.200000760000002,24.01000023,20.68404416,0,0,0,19.02000046,25.60000038,22.06000013,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/22,1,4,40000,0,0,1,7,Summer,2,2,18.200000760000002,24.01000023,20.68404416,0,0,0,19.02000046,25.60000038,22.06000013,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/23,1,2,760000,0,0,1,7,Summer,1,1,0,0,0,19.02000046,25.60000038,22.06000013,0,0,0,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/7/23,1,2,760000,0,0,1,7,Summer,1,1,0,0,0,19.02000046,25.60000038,22.06000013,0,0,0,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/21,1,7,24000,0,0,1,8,Summer,29,29,4.46999979,8.720000267,5.915294118,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/21,1,7,24000,0,0,1,8,Summer,29,29,4.46999979,8.720000267,5.915294118,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/21,1,7,24000,0,0,1,8,Summer,29,29,4.46999979,8.720000267,5.915294118,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/21,1,7,24000,0,0,1,8,Summer,29,29,4.46999979,8.720000267,5.915294118,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/21,1,7,24000,0,0,1,8,Summer,29,29,4.46999979,8.720000267,5.915294118,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/21,1,7,24000,0,0,1,8,Summer,29,29,4.46999979,8.720000267,5.915294118,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/21,1,7,24000,0,0,1,8,Summer,29,29,4.46999979,8.720000267,5.915294118,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/22,1,4,8000,0,0,1,8,Summer,1,1,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,7.050000191,8.109999657,7.451838216,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/22,1,4,8000,0,0,1,8,Summer,1,1,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,7.050000191,8.109999657,7.451838216,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/22,1,4,8000,0,0,1,8,Summer,1,1,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,7.050000191,8.109999657,7.451838216,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
VIRGINIA,Roanoke city,2009/8/22,1,4,8000,0,0,1,8,Summer,1,1,19.87999916,25.75,22.90470593,15.19999981,17.57999992,16.39941174,7.050000191,8.109999657,7.451838216,88.97999999999999,8.91,1.56,0.54,35.28,95793,36422,111.51151573315364,859.0413229538738,95793,37613,39.27,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,6.597634322
