CZ_NAME,date_dt,STATE,injuries,fatalities,damage_property,n_episodes,n_events,label,month,season,prev_damage_date,prcp_min_d0,prcp_min_d1,prcp_min_d2,prcp_max_d0,prcp_max_d1,prcp_max_d2,prcp_avg_d0,prcp_avg_d1,prcp_avg_d2
AMHERST COUNTY,2010-05-28,VIRGINIA,0,0,0.0,1,1,0,5,Spring,,7.1399998664856,0.0,0.0,19.6499996185303,15.1300001144409,0.0,12.1722869271214,1.84460625370729,0.0
AMHERST COUNTY,2010-12-01,VIRGINIA,0,0,10000.0,1,1,1,12,Winter,2010-01-25,0.0,36.7900009155273,0.0,0.0,85.1500015258789,18.2299995422363,0.0,58.8133980052499,4.46231931030847
AMHERST COUNTY,2011-04-16,VIRGINIA,0,0,5000.0,1,2,0,4,Spring,2010-12-01,0.0,5.30000019073486,0.0,65.3899993896484,52.9199981689453,0.0,37.8330852113495,18.4881337776925,0.0
AMHERST COUNTY,2013-05-07,VIRGINIA,0,0,0.0,1,1,0,5,Spring,,17.5400009155273,38.0,0.0,34.3800010681152,54.5699996948242,5.0,21.9551887944292,46.2327400174599,1.48910463848297
AMHERST COUNTY,2014-05-15,VIRGINIA,0,0,0.0,1,1,0,5,Spring,,59.3800010681152,0.0,0.0,90.9000015258789,19.9400005340576,0.0,77.7854261593783,0.974973008856418,0.0
AMHERST COUNTY,2018-05-27,VIRGINIA,0,0,0.0,2,2,0,5,Spring,,0.0,0.0,0.0,21.8700008392334,25.5400009155273,0.0,8.58950378246276,2.84788565870531,0.0
AMHERST COUNTY,2020-04-13,VIRGINIA,0,0,95380.0,1,1,1,4,Spring,2011-04-16,0.0,66.9100036621094,0.0,17.0100002288818,95.0,0.0,0.273937433154323,82.8288565659343,0.0
AMHERST COUNTY,2024-08-08,VIRGINIA,0,0,0.0,1,1,0,8,Summer,,,,,,,,,,
ANNE ARUNDEL COUNTY,1996-01-19,MARYLAND,0,0,5000.0,1,1,1,1,Winter,,16.5,0.0,0.0,21.5100002288818,7.48999977111816,0.0,18.4030273295939,2.94378906674683,0.0
ANNE ARUNDEL COUNTY,1996-06-19,MARYLAND,0,0,25000.0,1,1,1,6,Summer,1996-01-19,23.4899997711182,35.1399993896484,23.8700008392334,46.4000015258789,42.4300003051758,34.7000007629395,33.4476171210408,39.8704492598772,30.0921484678984
ANNE ARUNDEL COUNTY,1996-10-18,MARYLAND,0,0,5000.0,1,1,1,10,Fall,1996-06-19,12.4200000762939,0.0,0.0,24.8700008392334,0.0,0.0,17.5299218613654,0.0,0.0
ANNE ARUNDEL COUNTY,1996-12-13,MARYLAND,0,0,10000.0,1,1,1,12,Winter,1996-10-18,50.5099983215332,2.23000001907349,2.02999997138977,56.7799987792969,5.51000022888184,7.15999984741211,53.7550585344434,3.72884766431525,4.35617187945172
ANNE ARUNDEL COUNTY,1998-02-04,MARYLAND,0,0,10000.0,1,1,1,2,Winter,1996-12-13,33.1100006103516,0.0,0.0,50.1500015258789,19.9400005340576,0.0,41.3771288394928,5.83453123271465,0.0
