state,county,date,n_episodes,n_events,total_property_damage,total_injuries,total_deaths,label,month,season,days_since_last_damaging_flood,days_since_prev_flood,impervious,exposed_population,pct_exposed,pct_age_65plus,pct_less_hs,pct_below_poverty,pct_hispanic,pct_nh_black,min.2,max.2,mean.2,min.1,max.1,mean.1,min,max,mean,population,population_density,Forest,Agriculture,Urban,Suburban,Rural,Median_Household_Income,road_density_km_per_km2
maryland,allegany county,2002-05-27,1,1,500000.0,0,0,1,5,Spring,354.0,354.0,2.86,4277,5.73,20.955697883769663,7.268085357575042,15.555916295268736,1.8594492488415333,7.043770845016381,0.0,0.0,0.0,0.0,0.0,0.0,3.90000009536743,6.25,4.73467533309738,73728.0,67.42449193535568,77.206,9.079,0.414,4.839,5.855,36810.0,3.47182784427535
maryland,anne arundel county,1996-01-19,1,1,5000.0,0,0,1,1,Winter,,,13.0,56331,10.69,15.557014634410494,4.330756630159611,5.388400774364737,10.020205233730897,17.41525309001313,0.0,0.0,0.0,0.0,7.48999977111816,2.94378906674683,16.5,21.5100002288818,18.4030273295939,491394.0,457.3899331649183,40.447,10.396,1.649,22.569,14.258,81824.0,5.73714004000106
maryland,anne arundel county,1996-06-19,1,1,25000.0,0,0,1,6,Summer,152.0,152.0,13.0,56331,10.69,15.557014634410494,4.330756630159611,5.388400774364737,10.020205233730897,17.41525309001313,23.8700008392334,34.7000007629395,30.0921484678984,35.1399993896484,42.4300003051758,39.8704492598772,23.4899997711182,46.4000015258789,33.4476171210408,491394.0,457.3899331649183,40.447,10.396,1.649,22.569,14.258,81824.0,5.73714004000106
maryland,anne arundel county,1996-10-18,1,1,5000.0,0,0,1,10,Fall,121.0,121.0,13.0,56331,10.69,15.557014634410494,4.330756630159611,5.388400774364737,10.020205233730897,17.41525309001313,0.0,0.0,0.0,0.0,0.0,0.0,12.4200000762939,24.8700008392334,17.5299218613654,491394.0,457.3899331649183,40.447,10.396,1.649,22.569,14.258,81824.0,5.73714004000106
maryland,anne arundel county,1996-12-13,1,1,10000.0,0,0,1,12,Winter,56.0,56.0,13.0,56331,10.69,15.557014634410494,4.330756630159611,5.388400774364737,10.020205233730897,17.41525309001313,2.02999997138977,7.15999984741211,4.35617187945172,2.23000001907349,5.51000022888184,3.72884766431525,50.5099983215332,56.7799987792969,53.7550585344434,491394.0,457.3899331649183,40.447,10.396,1.649,22.569,14.258,81824.0,5.73714004000106
maryland,anne arundel county,1998-02-04,1,1,10000.0,0,0,1,2,Winter,418.0,418.0,13.0,56331,10.69,15.557014634410494,4.330756630159611,5.388400774364737,10.020205233730897,17.41525309001313,0.0,0.0,0.0,0.0,19.9400005340576,5.83453123271465,33.1100006103516,50.1500015258789,41.3771288394928,491394.0,457.3899331649183,40.112,10.275,1.653,22.731,14.538,81824.0,5.73714004000106
maryland,anne arundel county,1999-08-26,1,1,100000.0,0,0,1,8,Summer,568.0,568.0,13.0,56331,10.69,15.557014634410494,4.330756630159611,5.388400774364737,10.020205233730897,17.41525309001313,13.4300003051758,27.0100002288818,20.6506640799344,20.2099990844727,36.3300018310547,29.9107421599329,27.1499996185303,36.4300003051758,32.0157226137817,491394.0,457.3899331649183,39.943,10.202,1.736,23.123,14.312,81824.0,5.73714004000106
maryland,anne arundel county,1999-09-16,1,1,2000000.0,0,0,1,9,Fall,21.0,21.0,13.0,56331,10.69,15.557014634410494,4.330756630159611,5.388400774364737,10.020205233730897,17.41525309001313,0.0,0.0,0.0,31.5799999237061,69.5899963378906,50.6303906403482,88.7099990844727,149.449996948242,118.83974596858,491394.0,457.3899331649183,39.943,10.202,1.736,23.123,14.312,81824.0,5.73714004000106
maryland,baltimore county,1996-06-17,1,1,50000.0,0,0,1,6,Summer,,,12.5,164297,20.56,17.756766236731774,5.746092802847505,9.779115946,7.421026241016213,29.84559538410473,0.0,0.0,0.0,0.0,0.0,0.0,18.8400001525879,25.5900001525879,22.2507547342552,756037.0,487.84743371370246,36.238,23.709,2.153,19.857,13.243,63348.0,5.57951398779183
maryland,baltimore county,1996-06-19,2,2,50000.0,0,2,1,6,Summer,2.0,2.0,12.5,164297,20.56,17.756766236731774,5.746092802847505,9.779115946,7.421026241016213,29.84559538410473,18.8400001525879,25.5900001525879,22.2507547342552,25.5300006866455,32.2299995422363,29.1199999755284,47.310001373291,52.0699996948242,49.7607545672723,756037.0,487.84743371370246,36.238,23.709,2.153,19.857,13.243,63348.0,5.57951398779183
