,state,county,date,min.2,max.2,mean.2,min.1,max.1,mean.1,min,max,mean
2254,VIRGINIA,HARRISONBURG,2012/7/14,0.959999979,2,1.612727281,0,0,0,28.59000015,34.83000183,32.2560001
2253,VIRGINIA,HARRISONBURG,2012/8/15,27.04999924,32.95999908,30.32781809,20.21999931,23.04000092,21.52672723,3.170000076,4.050000191,3.503999992
2393,VIRGINIA,HARRISONBURG,2013/7/12,0,8.699999809,3.019636362,98.75,116.7799988,109.7425455,2.329999924,4.190000057,3.059999999
2529,VIRGINIA,HARRISONBURG,2015/9/29,0,2.130000114,0.585818191,0,4.71999979,1.516727264,84.90000153,90.56999969,88.19509111
2617,VIRGINIA,HARRISONBURG,2017/6/16,7.71999979,11.03999996,8.961272682,1.5,6.28000021,4.38163637,52.54999924,59.56000137,56.19799992
2657,VIRGINIA,HARRISONBURG,2017/7/18,0,0,0,0,0,0,32.27999878,43.81000137,37.57363649
2832,VIRGINIA,HARRISONBURG,2018/5/31,0,0,0,12.25,15.86999989,13.12327274,27.95999908,32.81999969,31.21345447
529,VIRGINIA,HENRICO County,1999/9/9,2.180000067,9.18999958,5.024903375,10.85000038,15.31999969,13.01033815,3.5,7.099999905,5.42413043
540,VIRGINIA,HENRICO County,1999/9/16,0,0,0,45.54000092,61.63999939,53.62507241,116.5500031,171.6900024,142.0803863
855,VIRGINIA,HENRICO County,2001/6/1,0,0,0,0,0,0,28.26000023,41.02999878,35.51620764
1211,VIRGINIA,HENRICO County,2004/6/10,0,0,0,0,0,0,24.76000023,54.68999863,42.32743963
1258,VIRGINIA,HENRICO County,2004/8/30,0,0,0,0,0,0,123.8000031,156.2200012,144.8855074
1487,VIRGINIA,HENRICO County,2006/10/7,0,69.04000092,26.29983096,54.36000061,70.20999908,62.32463768,42.13000107,88.58000183,61.99543471
1518,VIRGINIA,HENRICO County,2007/8/17,0,0,0,52.59999847,84.22000122,66.82611128,0,0,0
1652,VIRGINIA,HENRICO County,2009/6/3,0,0,0,0,0,0,13.64999962,45.27000046,23.74321257
2610,VIRGINIA,HENRICO County,2017/6/16,15.59000015,25.10000038,21.36413046,0,0,0,0,36.56000137,9.511908196
2674,VIRGINIA,HENRICO County,2018/5/18,24.37999916,33.31000137,29.44398556,41.77999878,86.29000092,62.05106283,56.70999908,92.31999969,78.84768112
2676,VIRGINIA,HENRICO County,2018/5/18,24.37999916,33.31000137,29.44398556,41.77999878,86.29000092,62.05106283,56.70999908,92.31999969,78.84768112
2679,VIRGINIA,HENRICO County,2018/5/18,24.37999916,33.31000137,29.44398556,41.77999878,86.29000092,62.05106283,56.70999908,92.31999969,78.84768112
2680,VIRGINIA,HENRICO County,2018/5/18,24.37999916,33.31000137,29.44398556,41.77999878,86.29000092,62.05106283,56.70999908,92.31999969,78.84768112
2682,VIRGINIA,HENRICO County,2018/5/18,24.37999916,33.31000137,29.44398556,41.77999878,86.29000092,62.05106283,56.70999908,92.31999969,78.84768112
2685,VIRGINIA,HENRICO County,2018/5/18,24.37999916,33.31000137,29.44398556,41.77999878,86.29000092,62.05106283,56.70999908,92.31999969,78.84768112
2800,VIRGINIA,HENRICO County,2018/6/2,0,5.590000153,0.548816426,0,0,0,35.65999985,59.72999954,50.5415217
2801,VIRGINIA,HENRICO County,2018/6/2,0,5.590000153,0.548816426,0,0,0,35.65999985,59.72999954,50.5415217
2803,VIRGINIA,HENRICO County,2018/6/2,0,5.590000153,0.548816426,0,0,0,35.65999985,59.72999954,50.5415217
2805,VIRGINIA,HENRICO County,2018/6/2,0,5.590000153,0.548816426,0,0,0,35.65999985,59.72999954,50.5415217
2806,VIRGINIA,HENRICO County,2018/6/2,0,5.590000153,0.548816426,0,0,0,35.65999985,59.72999954,50.5415217
2670,VIRGINIA,HENRICO County,2018/6/22,6.03000021,19,13.88053138,28.22999954,49.45000076,41.74111108,36.00999832,95.73000336,63.86410617
2672,VIRGINIA,HENRICO County,2018/6/22,6.03000021,19,13.88053138,28.22999954,49.45000076,41.74111108,36.00999832,95.73000336,63.86410617
2673,VIRGINIA,HENRICO County,2018/6/22,6.03000021,19,13.88053138,28.22999954,49.45000076,41.74111108,36.00999832,95.73000336,63.86410617
2688,VIRGINIA,HENRICO County,2018/9/11,0,3.630000114,0.516594205,0,1.690000057,0.05321256,13.15999985,27.75,19.50178745
2870,VIRGINIA,HENRICO County,2018/10/11,0,0,0,8.140000343,27.12000084,19.09806763,82.36000061,106.1200027,93.54980677
2990,VIRGINIA,HENRICO County,2019/5/31,0,2.640000105,0.426497584,0,8.609999657,0.723864738,33.06999969,50.25,44.3145893
2949,VIRGINIA,HENRICO County,2019/6/7,0,12.71000004,7.58405797,0,0,0,47.88999939,78.90000153,66.17724641
2950,VIRGINIA,HENRICO County,2019/6/7,0,12.71000004,7.58405797,0,0,0,47.88999939,78.90000153,66.17724641
3203,VIRGINIA,HENRICO County,2020/6/19,5.369999886,12.10000038,8.847971009,0,5.920000076,1.711086961,10.27999973,50.16999817,28.24603862
3039,VIRGINIA,HENRICO County,2020/8/12,0,0,0,0,0,0,24.06999969,47.68999863,34.45241539
3316,VIRGINIA,HENRICO County,2021/8/15,0,14.76000023,2.099492755,12.67000008,36.20999908,22.67111111,28.86000061,50.49000168,38.8062803
3342,VIRGINIA,HENRICO County,2021/8/16,12.67000008,36.20999908,22.67111111,28.86000061,50.49000168,38.8062803,7.860000134,27.42000008,20.69016908
3343,VIRGINIA,HENRICO County,2021/8/16,12.67000008,36.20999908,22.67111111,28.86000061,50.49000168,38.8062803,7.860000134,27.42000008,20.69016908
3282,VIRGINIA,HENRICO County,2021/9/16,0,0,0,0,0,0,8.819999695,46.25999832,25.49857487
3510,VIRGINIA,HENRICO County,2023/6/23,14.47000027,26.57999992,18.14050723,8.25,15.60999966,11.520314,17.55999947,30.95000076,25.64625603
3587,VIRGINIA,HENRICO County,2023/7/8,0,17.12999916,4.600748795,0,13.40999985,8.478961353,10.46000004,20.47999954,13.71934784
3588,VIRGINIA,HENRICO County,2023/7/8,0,17.12999916,4.600748795,0,13.40999985,8.478961353,10.46000004,20.47999954,13.71934784
3625,VIRGINIA,HENRICO County,2023/12/10,0,0,0,0,0,0,60.38000107,83.41000366,73.02483103
179,VIRGINIA,HENRY County,1996/5/27,0,7.25,3.252004665,0.569999993,7.480000019,4.755198136,32.22000122,40.34999847,37.71426573
173,VIRGINIA,HENRY County,1996/6/9,0,17.77000046,12.67820512,23.94000053,36.38000107,28.97848488,37.86000061,65.45999908,51.9801167
172,VIRGINIA,HENRY County,1996/6/10,23.94000053,36.38000107,28.97848488,37.86000061,65.45999908,51.9801167,7,12.21000004,9.482890453
240,VIRGINIA,HENRY County,1996/9/4,0,28.45999908,17.92729606,65.26999664,110.8600006,87.65435914,34.36999893,45.24000168,40.91097901
229,VIRGINIA,HENRY County,1996/9/6,34.36999893,45.24000168,40.91097901,60.38999939,68.05000305,64.30156174,34.72000122,48.43000031,43.32955713
318,VIRGINIA,HENRY County,1997/3/3,1.179999948,3.430000067,1.800582751,5.150000095,6.739999771,5.67503497,27.62000084,38.04000092,34.18995332
368,VIRGINIA,HENRY County,1998/4/19,15.42000008,21.55999947,18.82275055,2.210000038,5.909999847,3.124009321,26.10000038,29.07999992,27.24799537
435,VIRGINIA,HENRY County,1998/5/7,0,1.340000033,0.638298367,1.070000052,5.659999847,3.320000008,25.88999939,38.81999969,32.85118873
432,VIRGINIA,HENRY County,1998/8/16,0,0,0,0,21,10.85857808,29.19000053,39.63999939,32.2322611
433,VIRGINIA,HENRY County,1998/8/16,0,0,0,0,21,10.85857808,29.19000053,39.63999939,32.2322611
788,VIRGINIA,HENRY County,2001/5/19,0,4.460000038,1.877995332,0,0,0,19.32999992,28.29000092,24.59762242
1070,VIRGINIA,HENRY County,2003/3/20,0,0,0,37.93999863,48.88000107,43.74736586,28.95999908,38.25999832,34.17913757
1086,VIRGINIA,HENRY County,2003/6/4,0,0,0,13.17000008,21.02000046,17.30629369,19.71999931,34.04000092,28.2322611
1089,VIRGINIA,HENRY County,2003/6/16,0,13.60999966,2.884382295,13.63000011,18.04000092,14.82030301,17.37999916,22.09000015,19.89874125
984,VIRGINIA,HENRY County,2003/7/13,0,0,0,6.360000134,8.520000458,7.391771569,9.079999924,20.92000008,15.7057576
985,VIRGINIA,HENRY County,2003/7/13,0,0,0,6.360000134,8.520000458,7.391771569,9.079999924,20.92000008,15.7057576
1191,VIRGINIA,HENRY County,2004/5/23,0,6.909999847,3.530536132,0,11.73999977,3.223706294,16.72999954,26.48999977,21.28713286
1217,VIRGINIA,HENRY County,2004/6/16,5.010000229,17.07999992,11.28955711,12.32999992,23.14999962,15.99967366,6.579999924,19.17000008,11.89328669
1399,VIRGINIA,HENRY County,2006/6/26,10.93999958,22.20000076,15.16692305,26.94000053,42.91999817,36.13062943,34.20999908,45.00999832,40.39843829
1470,VIRGINIA,HENRY County,2006/8/30,0,7.059999943,1.355617716,16.55999947,23.73999977,20.26191145,32.43000031,41.45000076,37.22181809
1474,VIRGINIA,HENRY County,2006/11/16,0,0,0,31.60000038,48.88999939,41.05111886,0,34.97999954,27.22575763
1503,VIRGINIA,HENRY County,2007/1/1,25.31999969,39.56999969,34.08846154,NA,NA,NA,NA,NA,NA
1505,VIRGINIA,HENRY County,2007/5/31,0,0,0,0,0,0,0,19.54000092,14.39839164
1516,VIRGINIA,HENRY County,2007/9/1,0,24.59000015,16.56100235,5.150000095,26.62999916,14.31358971,0,49.25,0.114801865
1517,VIRGINIA,HENRY County,2007/9/1,0,24.59000015,16.56100235,5.150000095,26.62999916,14.31358971,0,49.25,0.114801865
1545,VIRGINIA,HENRY County,2008/4/20,0,6.590000153,0.030512821,11.84000015,14.26000023,12.80375291,9.819999695,13.10999966,11.55533799
1525,VIRGINIA,HENRY County,2008/5/8,0,0,0,16.12999916,30.70999908,24.86801862,30.04000092,38.97999954,33.90167833
1533,VIRGINIA,HENRY County,2008/5/8,0,0,0,16.12999916,30.70999908,24.86801862,30.04000092,38.97999954,33.90167833
1534,VIRGINIA,HENRY County,2008/5/8,0,0,0,16.12999916,30.70999908,24.86801862,30.04000092,38.97999954,33.90167833
1535,VIRGINIA,HENRY County,2008/5/8,0,0,0,16.12999916,30.70999908,24.86801862,30.04000092,38.97999954,33.90167833
1576,VIRGINIA,HENRY County,2008/5/8,0,0,0,16.12999916,30.70999908,24.86801862,30.04000092,38.97999954,33.90167833
1529,VIRGINIA,HENRY County,2008/5/9,16.12999916,30.70999908,24.86801862,30.04000092,38.97999954,33.90167833,0,4.860000134,0.135361304
1530,VIRGINIA,HENRY County,2008/5/9,16.12999916,30.70999908,24.86801862,30.04000092,38.97999954,33.90167833,0,4.860000134,0.135361304
1536,VIRGINIA,HENRY County,2008/5/9,16.12999916,30.70999908,24.86801862,30.04000092,38.97999954,33.90167833,0,4.860000134,0.135361304
1758,VIRGINIA,HENRY County,2010/1/25,0,53.47999954,29.86608391,0,88.26000214,69.44913769,0,13.22000027,0.541631703
1867,VIRGINIA,HENRY County,2010/1/25,0,53.47999954,29.86608391,0,88.26000214,69.44913769,0,13.22000027,0.541631703
1919,VIRGINIA,HENRY County,2010/9/30,0,0,0,74.37999725,107.75,96.67393945,18.67000008,31.98999977,25.47107227
1925,VIRGINIA,HENRY County,2010/9/30,0,0,0,74.37999725,107.75,96.67393945,18.67000008,31.98999977,25.47107227
1931,VIRGINIA,HENRY County,2010/9/30,0,0,0,74.37999725,107.75,96.67393945,18.67000008,31.98999977,25.47107227
2241,VIRGINIA,HENRY County,2012/5/22,0,0,0,0,28.82999992,10.68053612,21.15999985,38.88000107,31.11501169
2521,VIRGINIA,HENRY County,2015/9/29,4,17.39999962,9.424219105,19.71999931,38.43999863,26.78414917,15.18000031,40.99000168,24.52974362
2624,VIRGINIA,HENRY County,2017/6/16,2.220000029,7.159999847,4.535081592,10.81000042,24.67000008,17.04102564,36.90000153,55.70000076,48.90067611
2625,VIRGINIA,HENRY County,2017/6/16,2.220000029,7.159999847,4.535081592,10.81000042,24.67000008,17.04102564,36.90000153,55.70000076,48.90067611
2710,VIRGINIA,HENRY County,2018/5/18,12.78999996,40.09000015,24.40041957,9.779999733,15.44999981,12.12307693,56.22999954,70.58999634,66.07468526
2699,VIRGINIA,HENRY County,2018/5/19,9.779999733,15.44999981,12.12307693,56.22999954,70.58999634,66.07468526,12.02999973,30.20999908,20.49680653
2702,VIRGINIA,HENRY County,2018/5/21,12.02999973,30.20999908,20.49680653,0,0,0,2.130000114,7.179999828,3.260652688
2824,VIRGINIA,HENRY County,2018/7/31,0,10.02999973,1.736130538,28.80999947,58.49000168,49.01811192,11.56000042,27.75,16.50846153
2754,VIRGINIA,HENRY County,2018/9/1,7.889999866,21.62999916,15.31296037,12.05000019,27.88999939,20.96575752,8.140000343,12.39000034,10.19995338
2755,VIRGINIA,HENRY County,2018/9/17,17.87999916,29.82999992,25.99055945,55.63999939,97.65000153,79.52153851,2.49000001,11.68000031,6.231048962
2768,VIRGINIA,HENRY County,2018/9/22,0,0,0,0,0,0,42.88999939,96.09999847,60.18463866
2910,VIRGINIA,HENRY County,2018/10/11,1.889999986,7.099999905,3.772354321,7.449999809,17.22999954,13.48340326,93.55000305,122.2699966,104.2280885
3013,VIRGINIA,HENRY County,2020/4/13,0,0,0,50.27999878,92.66000366,73.42923074,0,5.599999905,0.013053613
3002,VIRGINIA,HENRY County,2020/5/24,0,2.380000114,0.388531467,0,0,0,17.44000053,54.11000061,41.74251752
3005,VIRGINIA,HENRY County,2020/5/24,0,2.380000114,0.388531467,0,0,0,17.44000053,54.11000061,41.74251752
3006,VIRGINIA,HENRY County,2020/5/24,0,2.380000114,0.388531467,0,0,0,17.44000053,54.11000061,41.74251752
3007,VIRGINIA,HENRY County,2020/5/24,0,2.380000114,0.388531467,0,0,0,17.44000053,54.11000061,41.74251752
3008,VIRGINIA,HENRY County,2020/5/24,0,2.380000114,0.388531467,0,0,0,17.44000053,54.11000061,41.74251752
3009,VIRGINIA,HENRY County,2020/5/24,0,2.380000114,0.388531467,0,0,0,17.44000053,54.11000061,41.74251752
3064,VIRGINIA,HENRY County,2020/8/21,0,0,0,0,31.81999969,15.50624706,23.80999947,41.54999924,31.04575753
3065,VIRGINIA,HENRY County,2020/8/21,0,0,0,0,31.81999969,15.50624706,23.80999947,41.54999924,31.04575753
3168,VIRGINIA,HENRY County,2020/10/29,0,0,0,2.690000057,20.40999985,11.5188811,35.20999908,64.62999725,46.66855475
3169,VIRGINIA,HENRY County,2020/10/29,0,0,0,2.690000057,20.40999985,11.5188811,35.20999908,64.62999725,46.66855475
120,VIRGINIA,HIGHLAND County,1996/1/19,0,0,0,37.40999985,52.41999817,40.56430448,0,47.25999832,27.18642687
162,VIRGINIA,HIGHLAND County,1996/5/16,0,17.79999924,8.371235029,27.01000023,39.50999832,31.10776975,37.25,66.54000092,52.69835735
131,VIRGINIA,HIGHLAND County,1996/6/19,0,0,0,11.93999958,22.27000046,17.8033813,12,24.79000092,17.50157076
209,VIRGINIA,HIGHLAND County,1996/9/6,8.539999962,28.07999992,15.08040766,20.93000031,43.00999832,29.69511988,64.76000214,109.3300018,88.59029972
340,VIRGINIA,HIGHLAND County,1998/1/8,3.400000095,8.170000076,5.185923271,31.30999947,50.02999878,38.53811751,13.67000008,27.51000023,21.14918463
454,VIRGINIA,HIGHLAND County,1998/3/20,18.32999992,28.93000031,21.57245804,0,35.02999878,3.251990405,27.14999962,34.36999893,31.8003957
427,VIRGINIA,HIGHLAND County,1998/6/19,0,0,0,0,27.04000092,12.21730216,14.72999954,25.12000084,18.85209835
611,VIRGINIA,HIGHLAND County,1999/9/5,0,0,0,17.64999962,32.13000107,23.31992802,27.57999992,44.65000153,39.5447242
1040,VIRGINIA,HIGHLAND County,2003/9/18,0,0,0,0,0,0,54.11000061,70.62000275,60.92220627
1161,VIRGINIA,HIGHLAND County,2003/11/19,0,0,0,20.37999916,32.16999817,25.50745804,39.11000061,51.36999893,45.92455634
1184,VIRGINIA,HIGHLAND County,2004/2/6,0,0,0,33.02000046,48.13999939,40.21133088,26.35000038,41.91999817,32.81899279
1359,VIRGINIA,HIGHLAND County,2006/6/27,30.37000084,57.59999847,38.4169184,25.29000092,41.00999832,32.27275782,17.26000023,37.77999878,28.76640288
2062,VIRGINIA,HIGHLAND County,2011/4/12,0,0,0,9.729999542,20.47999954,14.16923262,41.52000046,57.72999954,50.0642206
2068,VIRGINIA,HIGHLAND County,2011/4/12,0,0,0,9.729999542,20.47999954,14.16923262,41.52000046,57.72999954,50.0642206
2070,VIRGINIA,HIGHLAND County,2011/4/12,0,0,0,9.729999542,20.47999954,14.16923262,41.52000046,57.72999954,50.0642206
2118,VIRGINIA,HIGHLAND County,2011/4/28,5.630000114,11.26000023,7.620743406,33.56999969,44.06999969,40.49363302,16.05999947,24.21999931,20.29317747
2119,VIRGINIA,HIGHLAND County,2011/4/28,5.630000114,11.26000023,7.620743406,33.56999969,44.06999969,40.49363302,16.05999947,24.21999931,20.29317747
2120,VIRGINIA,HIGHLAND County,2011/4/28,5.630000114,11.26000023,7.620743406,33.56999969,44.06999969,40.49363302,16.05999947,24.21999931,20.29317747
737,VIRGINIA,HOPEWELL,2000/8/16,6.309999943,7.21999979,6.820263147,0,0,0,0,0,0
2181,VIRGINIA,HOPEWELL,2011/9/7,9.380000114,11.86999989,10.39078943,28.05999947,31.11000061,29.50710523,76.69000244,83.18000031,79.91710603
3160,VIRGINIA,HOPEWELL,2020/8/15,12.85000038,16.26000023,14.53342106,37.18000031,47.16999817,41.888158,71.26999664,74.23000336,73.05657919
3320,VIRGINIA,HOPEWELL,2021/8/20,10.14000034,14.11999989,11.79763156,28.54000092,29.19000053,28.92052635,0,26.29999924,19.13789478
3632,MARYLAND,HOWARD County,1996/1/19,0,0,0,0,8.449999809,4.137889906,18.76000023,23.19000053,20.94999994
3654,MARYLAND,HOWARD County,1996/6/19,18.47999954,25.13999939,22.96018348,33.18000031,39.47000122,36.6454128,32.43000031,42.43000031,37.37385332
3655,MARYLAND,HOWARD County,1996/6/19,18.47999954,25.13999939,22.96018348,33.18000031,39.47000122,36.6454128,32.43000031,42.43000031,37.37385332
3664,MARYLAND,HOWARD County,1996/6/19,18.47999954,25.13999939,22.96018348,33.18000031,39.47000122,36.6454128,32.43000031,42.43000031,37.37385332
3698,MARYLAND,HOWARD County,1996/7/30,0,0,0,5.130000114,7.480000019,6.621376129,14.56000042,17.64999962,16.30972471
3708,MARYLAND,HOWARD County,1996/9/6,3.720000029,9.920000076,6.698715599,0,0.600000024,0.031926606,13.14999962,29.73999977,21.08495419
3714,MARYLAND,HOWARD County,1996/11/8,0,0,0,0,0,0,64.30000305,75.27999878,70.30596308
3679,MARYLAND,HOWARD County,1996/12/13,6.590000153,8.789999962,7.719908268,3.269999981,5.260000229,4.076513774,53.56000137,57,55.64155967
3755,MARYLAND,HOWARD County,1999/9/9,0,0,0,3.089999914,8.949999809,6.448440364,24.25,32.40999985,28.56513751
3760,MARYLAND,HOWARD County,1999/9/16,0,0,0,21.87999916,35.54000092,28.88302749,94.06999969,110.5800018,102.9520184
3829,MARYLAND,HOWARD County,2001/6/22,0,7.070000172,1.105321103,12.5,20.88999939,16.90770643,4.96999979,12.42000008,9.18834867
3840,MARYLAND,HOWARD County,2001/8/11,0,0,0,5.699999809,9.409999847,7.29642204,19.73999977,32.06999969,26.7633945
3833,MARYLAND,HOWARD County,2001/8/30,0,0,0,0,0,0,22,32.36000061,27.49963298
3899,MARYLAND,HOWARD County,2003/6/7,0,2.049999952,1.147798165,0,0,0,41.33000183,44.58000183,42.84458699
3919,MARYLAND,HOWARD County,2003/6/13,8.43999958,11.02000046,9.837247735,11.78999996,14.72999954,13.01743119,10.01000023,13.72999954,11.81733943
3921,MARYLAND,HOWARD County,2003/6/19,11.43999958,16.70999908,15.02688074,10.60000038,16.46999931,13.732844,19.20000076,21.38999939,20.27706428
3901,MARYLAND,HOWARD County,2003/6/20,10.60000038,16.46999931,13.732844,19.20000076,21.38999939,20.27706428,16.96999931,20.07999992,18.81376149
3907,MARYLAND,HOWARD County,2003/8/10,0,3.25,1.689357795,5.070000172,7.690000057,6.760275276,2.289999962,6.559999943,4.811284406
3875,MARYLAND,HOWARD County,2003/9/23,0,0,0,22.29999924,38.45000076,30.42908257,43,44.63999939,43.85055052
3864,MARYLAND,HOWARD County,2003/11/19,0,0,0,0,0,0,39.27999878,44.33000183,41.66633022
3977,MARYLAND,HOWARD County,2004/8/12,0,0,0,15.92000008,17.82999992,16.50733946,11.52000046,15.15999985,13.16568809
3998,MARYLAND,HOWARD County,2005/4/2,0,0,0,19.81999969,22.85000038,21.45623851,26.95000076,28.29999924,27.73366975
3996,MARYLAND,HOWARD County,2005/6/9,0,0,0,0,0,0,0,3.339999914,1.656055044
4048,MARYLAND,HOWARD County,2006/6/25,0,5.940000057,1.972293586,20.5,35.33000183,29.51155969,97.12999725,150.9100037,126.6522938
4027,MARYLAND,HOWARD County,2006/7/6,1.549999952,5.039999962,3.612385327,38.75,49.13000107,44.19733954,0,0,0
4072,MARYLAND,HOWARD County,2008/7/23,0,0,0,0,5.96999979,3.265871573,23.98999977,49.18000031,38.53807339
4145,MARYLAND,HOWARD County,2010/9/30,0,2.630000114,1.269266039,35.02999878,51.99000168,46.83403687,58.72999954,102.6600037,75.16642201
4150,MARYLAND,HOWARD County,2010/9/30,0,2.630000114,1.269266039,35.02999878,51.99000168,46.83403687,58.72999954,102.6600037,75.16642201
4279,MARYLAND,HOWARD County,2011/7/8,0,0,0,10.10000038,24.44000053,17.40807343,11.68999958,23.55999947,16.37256874
4248,MARYLAND,HOWARD County,2011/7/25,0,12.02999973,2.428532095,0,0,0,22.04999924,58.52999878,41.55440378
4193,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4200,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4202,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4207,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4210,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4252,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4254,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4255,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4256,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4344,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4357,MARYLAND,HOWARD County,2011/9/7,29.10000038,37.90000153,33.08431195,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575
4251,MARYLAND,HOWARD County,2011/9/8,26.93000031,49.18999863,36.5277981,120.3199997,158.2899933,136.7382575,24.70999908,34.88000107,28.91513763
4458,MARYLAND,HOWARD County,2013/1/30,0,2.549999952,0.962568802,0,0,0,43.34000015,66.05999756,53.86972476
4434,MARYLAND,HOWARD County,2013/5/23,0,0,0,0.5,6.539999962,3.903394497,23.62000084,32.13000107,28.43587154
4485,MARYLAND,HOWARD County,2013/5/23,0,0,0,0.5,6.539999962,3.903394497,23.62000084,32.13000107,28.43587154
4451,MARYLAND,HOWARD County,2013/6/13,0,0,0,0,8.510000229,0.765871562,19.34000015,30.69000053,25.20238528
4494,MARYLAND,HOWARD County,2014/4/30,10.75,17.70999908,13.79706417,44.65999985,58.68000031,50.0563302,65.26000214,90.51000214,76.71568809
4501,MARYLAND,HOWARD County,2014/4/30,10.75,17.70999908,13.79706417,44.65999985,58.68000031,50.0563302,65.26000214,90.51000214,76.71568809
4502,MARYLAND,HOWARD County,2014/4/30,10.75,17.70999908,13.79706417,44.65999985,58.68000031,50.0563302,65.26000214,90.51000214,76.71568809
4601,MARYLAND,HOWARD County,2015/6/27,12.18000031,20.20999908,17.05541283,9.359999657,22.60000038,17.29596328,48.97999954,66.88999939,59.64633039
4574,MARYLAND,HOWARD County,2015/7/6,4.510000229,7.809999943,5.884587152,0,9.220000267,3.817064225,13.47000027,26.79999924,21.34100914
4645,MARYLAND,HOWARD County,2016/7/30,26.54999924,48.47000122,35.49724784,0,14.47000027,1.008256873,40.49000168,100.2699966,63.92733933
4659,MARYLAND,HOWARD County,2016/7/30,26.54999924,48.47000122,35.49724784,0,14.47000027,1.008256873,40.49000168,100.2699966,63.92733933
4660,MARYLAND,HOWARD County,2016/7/30,26.54999924,48.47000122,35.49724784,0,14.47000027,1.008256873,40.49000168,100.2699966,63.92733933
4661,MARYLAND,HOWARD County,2016/7/30,26.54999924,48.47000122,35.49724784,0,14.47000027,1.008256873,40.49000168,100.2699966,63.92733933
4662,MARYLAND,HOWARD County,2016/7/30,26.54999924,48.47000122,35.49724784,0,14.47000027,1.008256873,40.49000168,100.2699966,63.92733933
4664,MARYLAND,HOWARD County,2016/7/30,26.54999924,48.47000122,35.49724784,0,14.47000027,1.008256873,40.49000168,100.2699966,63.92733933
4667,MARYLAND,HOWARD County,2016/7/30,26.54999924,48.47000122,35.49724784,0,14.47000027,1.008256873,40.49000168,100.2699966,63.92733933
4668,MARYLAND,HOWARD County,2016/7/30,26.54999924,48.47000122,35.49724784,0,14.47000027,1.008256873,40.49000168,100.2699966,63.92733933
4704,MARYLAND,HOWARD County,2017/7/29,0,0,0,91.19000244,120.4499969,104.961009,0.649999976,17.05999947,7.038899078
4728,MARYLAND,HOWARD County,2017/7/29,0,0,0,91.19000244,120.4499969,104.961009,0.649999976,17.05999947,7.038899078
4691,MARYLAND,HOWARD County,2017/8/18,0,0,0,0,7.03000021,4.508990808,13.97999954,27.17000008,19.43954128
4800,MARYLAND,HOWARD County,2018/5/27,0,0,0,2.430000067,9.510000229,7.031284426,16.59000015,128.3200073,68.43247709
4801,MARYLAND,HOWARD County,2018/5/27,0,0,0,2.430000067,9.510000229,7.031284426,16.59000015,128.3200073,68.43247709
4802,MARYLAND,HOWARD County,2018/5/27,0,0,0,2.430000067,9.510000229,7.031284426,16.59000015,128.3200073,68.43247709
4805,MARYLAND,HOWARD County,2018/5/27,0,0,0,2.430000067,9.510000229,7.031284426,16.59000015,128.3200073,68.43247709
4809,MARYLAND,HOWARD County,2018/5/27,0,0,0,2.430000067,9.510000229,7.031284426,16.59000015,128.3200073,68.43247709
4810,MARYLAND,HOWARD County,2018/5/27,0,0,0,2.430000067,9.510000229,7.031284426,16.59000015,128.3200073,68.43247709
4818,MARYLAND,HOWARD County,2018/5/27,0,0,0,2.430000067,9.510000229,7.031284426,16.59000015,128.3200073,68.43247709
4819,MARYLAND,HOWARD County,2018/5/27,0,0,0,2.430000067,9.510000229,7.031284426,16.59000015,128.3200073,68.43247709
4826,MARYLAND,HOWARD County,2018/5/27,0,0,0,2.430000067,9.510000229,7.031284426,16.59000015,128.3200073,68.43247709
4829,MARYLAND,HOWARD County,2018/5/27,0,0,0,2.430000067,9.510000229,7.031284426,16.59000015,128.3200073,68.43247709
