,state,county,date,min.2,max.2,mean.2,min.1,max.1,mean.1,min,max,mean
773,VIRGINIA,ACCOMACK County,2000/8/4,0,6.360000134,0.031773649,9.279999733,13.35000038,10.65967906,24.46999931,35.72000122,30.18528708
1155,VIRGINIA,ACCOMACK County,2003/9/3,0,0,0,0,0,0,19.37999916,28.28000069,24.92540541
1156,VIRGINIA,ACCOMACK County,2003/9/3,0,0,0,0,0,0,19.37999916,28.28000069,24.92540541
1200,VIRGINIA,ACCOMACK County,2004/7/28,0,6.949999809,2.642314189,4.739999771,15.68999958,11.60557432,14.06000042,35.50999832,26.95070941
1463,VIRGINIA,ACCOMACK County,2006/9/1,6.800000191,12.14999962,9.679831101,12.09000015,28.73999977,18.89701013,160.5200043,199.1000061,178.5316724
1624,VIRGINIA,ACCOMACK County,2009/7/27,0,0,0,29.86000061,52.08000183,45.13244934,29.26000023,64.37000275,45.52768582
1625,VIRGINIA,ACCOMACK County,2009/7/27,0,0,0,29.86000061,52.08000183,45.13244934,29.26000023,64.37000275,45.52768582
1747,VIRGINIA,ACCOMACK County,2009/7/27,0,0,0,29.86000061,52.08000183,45.13244934,29.26000023,64.37000275,45.52768582
2010,VIRGINIA,ACCOMACK County,2011/6/19,0,0,0,0,11.35000038,5.143209459,1.570000052,10.52999973,7.888412177
2296,VIRGINIA,ACCOMACK County,2012/7/14,0,0,0,0,0,0,13.69999981,21.61000061,18.51577703
2286,VIRGINIA,ACCOMACK County,2012/8/25,0,0,0,0,8.93999958,2.35577703,132.2299957,190.7299957,166.1312842
2287,VIRGINIA,ACCOMACK County,2012/8/25,0,0,0,0,8.93999958,2.35577703,132.2299957,190.7299957,166.1312842
2347,VIRGINIA,ACCOMACK County,2013/6/7,0,0,0,0,8.5,2.784037165,14.90999985,42.56999969,27.83758446
2583,VIRGINIA,ACCOMACK County,2016/7/1,0,0,0,0,0,0,57.54000092,100.3600006,83.83874997
2589,VIRGINIA,ACCOMACK County,2016/7/1,0,0,0,0,0,0,57.54000092,100.3600006,83.83874997
3623,VIRGINIA,ACCOMACK County,2023/12/18,0,0,0,78.68000031,93.59999847,87.21672306,26.51000023,35.68000031,30.65518581
137,VIRGINIA,ALBEMARLE County,1996/1/19,0,0,0,15.39000034,40.38000107,22.94067376,0,31.40999985,19.04751681
167,VIRGINIA,ALBEMARLE County,1996/6/19,0,0,0,13.82999992,27.40999985,20.02095284,18.20000076,32.65000153,24.8484408
207,VIRGINIA,ALBEMARLE County,1996/9/6,24.35000038,44.09999847,34.362281,62.22000122,82.58000183,71.21018289,42.22000122,91.23000336,60.66425404
343,VIRGINIA,ALBEMARLE County,1998/1/8,7.860000134,26.54000092,12.04110685,21.04000092,49.68000031,32.51932629,1.25999999,28.13999939,8.036323391
366,VIRGINIA,ALBEMARLE County,1998/1/28,0,0,0,38.34999847,51.77999878,41.22795959,18.28000069,32.11000061,21.35493743
491,VIRGINIA,ALBEMARLE County,1998/2/4,0,0,0,25.10000038,37.22000122,27.9215207,26.87000084,45.13000107,32.72885462
466,VIRGINIA,ALBEMARLE County,1998/3/20,21.85000038,30.48999977,25.27161693,0.800000012,16.98999977,3.635101066,33.27999878,48.47000122,39.91879688
394,VIRGINIA,ALBEMARLE County,1998/5/8,0,0,0,43.86999893,63.09999847,54.26384989,2.579999924,12.26000023,6.070587109
619,VIRGINIA,ALBEMARLE County,1999/9/5,0,0,0,30.76000023,59.06000137,42.32520691,28.02000046,54.95000076,37.0617902
599,VIRGINIA,ALBEMARLE County,1999/9/9,0,22.21999931,5.440741102,0,0,0,14.46000004,33.13999939,21.16733399
499,VIRGINIA,ALBEMARLE County,1999/9/29,15.17000008,26.14999962,20.07528394,7.429999828,22.94000053,14.9200096,69.98999786,91.65000153,82.61138595
657,VIRGINIA,ALBEMARLE County,2000/6/27,0,9.569999695,0.805803658,4.809999943,13.89000034,8.754725694,29.12000084,42.81000137,36.11436962
709,VIRGINIA,ALBEMARLE County,2000/9/3,6.150000095,26.89999962,11.73001926,5.489999771,22.37000084,8.273099127,9.859999657,18.87000084,13.34389796
936,VIRGINIA,ALBEMARLE County,2002/5/27,0,0,0,0,0,0,0,12.14000034,4.716939368
961,VIRGINIA,ALBEMARLE County,2002/6/18,0,0,0,0,0,0,10.02999973,26.46999931,16.60243503
944,VIRGINIA,ALBEMARLE County,2002/7/23,0,0,0,0,0,0,27.87000084,35.99000168,31.77692976
1116,VIRGINIA,ALBEMARLE County,2003/7/3,0,13.60000038,2.058681425,56.59999847,85.05999756,71.7116747,7.880000114,27.62999916,17.72163618
1047,VIRGINIA,ALBEMARLE County,2003/8/10,5.619999886,17.54000092,10.47519732,14.85000038,22.63999939,19.29702599,9.729999542,17.32999992,14.5885082
1018,VIRGINIA,ALBEMARLE County,2003/9/18,0,0,0,0,0,0,109.7200012,142.0899963,129.2246392
1173,VIRGINIA,ALBEMARLE County,2003/11/19,0,14.90999985,1.317526468,0.109999999,18.27000046,3.782329159,30.95999908,52.40999985,36.40051973
1273,VIRGINIA,ALBEMARLE County,2004/7/12,2.029999971,8.079999924,4.547988454,0,15.46000004,5.395842146,20.69000053,28.64999962,25.02397498
1261,VIRGINIA,ALBEMARLE County,2004/9/8,3.00999999,26.70000076,9.392078932,16.35000038,56.52999878,31.60137634,48.36000061,86.83999634,65.27620795
1238,VIRGINIA,ALBEMARLE County,2004/9/17,0,15.05000019,4.314090482,5.679999828,30.46999931,12.86541868,42.90000153,55.41999817,49.33185758
1297,VIRGINIA,ALBEMARLE County,2004/9/30,40.88999939,58.68000031,51.42336861,0,27.76000023,13.77382099,0,0,0
1351,VIRGINIA,ALBEMARLE County,2006/6/23,0,0,0,0,0,0,29.48999977,39.56000137,35.71902793
1371,VIRGINIA,ALBEMARLE County,2006/6/25,29.48999977,39.56000137,35.71902793,10.22000027,17.39999962,15.01634263,16.87999916,26.86000061,22.05500483
1350,VIRGINIA,ALBEMARLE County,2006/6/27,16.87999916,26.86000061,22.05500483,21.72999954,26.48999977,24.22513952,49.47999954,62.08000183,55.34729553
1589,VIRGINIA,ALBEMARLE County,2008/9/6,0,0,0,10.44999981,28.10000038,18.24640038,27.68000031,61.18000031,42.10230032
1595,VIRGINIA,ALBEMARLE County,2008/9/6,0,0,0,10.44999981,28.10000038,18.24640038,27.68000031,61.18000031,42.10230032
1748,VIRGINIA,ALBEMARLE County,2009/6/26,0,0,0,0,0,0,0,16.69000053,4.301559188
1613,VIRGINIA,ALBEMARLE County,2009/11/19,0,0,0,8.25,27.62000084,14.59931664,20.96999931,42.04999924,33.21993261
1840,VIRGINIA,ALBEMARLE County,2010/1/25,0,0,0,39.06000137,78.23999786,53.07171318,10.60000038,23.69000053,14.30323388
1844,VIRGINIA,ALBEMARLE County,2010/1/25,0,0,0,39.06000137,78.23999786,53.07171318,10.60000038,23.69000053,14.30323388
1848,VIRGINIA,ALBEMARLE County,2010/1/25,0,0,0,39.06000137,78.23999786,53.07171318,10.60000038,23.69000053,14.30323388
1852,VIRGINIA,ALBEMARLE County,2010/1/25,0,0,0,39.06000137,78.23999786,53.07171318,10.60000038,23.69000053,14.30323388
1951,VIRGINIA,ALBEMARLE County,2010/9/30,0,10.65999985,0.081732435,31,75.70999908,46.49282957,42.95000076,77.65000153,52.74771891
1801,VIRGINIA,ALBEMARLE County,2010/12/1,0,25.30999947,7.417603459,20.54999924,63.43999863,36.12861405,0,37.79000092,3.59735324
2065,VIRGINIA,ALBEMARLE County,2011/4/16,0,0,0,3.029999971,20.11000061,7.049663131,23.45000076,71.08000183,45.81666988
2016,VIRGINIA,ALBEMARLE County,2011/5/17,8.279999733,27.42000008,16.36931664,20.60000038,40.93000031,26.84630415,51.04000092,67.76000214,57.33153029
2196,VIRGINIA,ALBEMARLE County,2011/5/17,8.279999733,27.42000008,16.36931664,20.60000038,40.93000031,26.84630415,51.04000092,67.76000214,57.33153029
2006,VIRGINIA,ALBEMARLE County,2011/7/6,8.130000114,23.70999908,14.93528392,0,5,0.009624639,3.50999999,16.88999939,7.682059674
2043,VIRGINIA,ALBEMARLE County,2011/9/6,0,0,0,57.24000168,85.02999878,69.23481223,30.44000053,50.45000076,40.61025019
2011,VIRGINIA,ALBEMARLE County,2011/10/12,0,0,0,9.510000229,29.17000008,16.243205,41.95000076,85.80000305,67.61834454
2264,VIRGINIA,ALBEMARLE County,2012/6/1,0,0,0,0,4,0.355101059,13.13000011,29.77000046,17.89353223
2322,VIRGINIA,ALBEMARLE County,2013/6/17,0,0,0,1.059999943,7.599999905,4.697747813,7.630000114,46.52999878,26.78771898
2301,VIRGINIA,ALBEMARLE County,2013/6/18,1.059999943,7.599999905,4.697747813,7.630000114,46.52999878,26.78771898,6.179999828,20.87000084,10.85036574
2385,VIRGINIA,ALBEMARLE County,2013/7/11,0,1.950000048,0.152175171,6.329999924,28.04000092,12.24842155,24.46999931,71.12999725,39.53209816
2386,VIRGINIA,ALBEMARLE County,2013/7/11,0,1.950000048,0.152175171,6.329999924,28.04000092,12.24842155,24.46999931,71.12999725,39.53209816
2387,VIRGINIA,ALBEMARLE County,2013/7/11,0,1.950000048,0.152175171,6.329999924,28.04000092,12.24842155,24.46999931,71.12999725,39.53209816
2388,VIRGINIA,ALBEMARLE County,2013/7/11,0,1.950000048,0.152175171,6.329999924,28.04000092,12.24842155,24.46999931,71.12999725,39.53209816
2411,VIRGINIA,ALBEMARLE County,2013/7/11,0,1.950000048,0.152175171,6.329999924,28.04000092,12.24842155,24.46999931,71.12999725,39.53209816
2426,VIRGINIA,ALBEMARLE County,2014/6/28,0,17.89999962,6.522107795,0,0,0,0,0,0
2460,VIRGINIA,ALBEMARLE County,2015/7/27,0,0,0,0,8.329999924,0.259855632,3.029999971,22.39999962,11.40018287
2503,VIRGINIA,ALBEMARLE County,2015/7/28,0,8.329999924,0.259855632,3.029999971,22.39999962,11.40018287,11.76000023,26.06999969,17.8355919
2527,VIRGINIA,ALBEMARLE County,2015/9/10,0,0,0,0,25.65999985,6.150423489,16.09000015,36.15000153,21.96067372
2528,VIRGINIA,ALBEMARLE County,2015/9/29,0,7.53000021,3.101414821,1.080000043,26.86000061,9.059836366,65.31999969,101.1200027,77.62128982
2553,VIRGINIA,ALBEMARLE County,2016/6/4,8,36.04000092,18.81460057,4.389999866,20.22999954,9.145986523,12.68000031,32.54000092,20.35664099
2555,VIRGINIA,ALBEMARLE County,2016/6/5,4.389999866,20.22999954,9.145986523,12.68000031,32.54000092,20.35664099,1.679999948,17.56999969,5.475447553
2650,VIRGINIA,ALBEMARLE County,2017/7/5,0,0,0,0,7.789999962,3.676843119,5.730000019,20.62000084,12.29311839
2810,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2814,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2815,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2816,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2820,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2822,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2825,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2834,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2835,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2837,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2839,VIRGINIA,ALBEMARLE County,2018/5/30,1.429999948,11.93000031,7.009932629,0,0,0,48.83000183,98.30999756,75.5813475
2830,VIRGINIA,ALBEMARLE County,2018/5/31,0,0,0,48.83000183,98.30999756,75.5813475,7.449999809,33.27000046,19.76525506
2872,VIRGINIA,ALBEMARLE County,2018/10/11,3.720000029,13.22999954,6.874985566,0.150000006,11.01000023,4.872868136,42.88000107,77.76999664,54.29480271
3375,VIRGINIA,ALBEMARLE County,2021/9/1,0,23.71999931,5.884821949,17.40999985,45.84999847,29.84158809,12.53999996,43.56000137,24.41720884
3382,VIRGINIA,ALBEMARLE County,2022/5/27,0,6,1.198306063,0,19.04999924,3.296371505,19.70999908,38.16999817,25.55422521
3455,VIRGINIA,ALBEMARLE County,2022/7/8,0,18.07999992,3.222492785,0,16.64999962,2.351472565,17.59000015,50.81999969,40.77313759
3457,VIRGINIA,ALBEMARLE County,2022/7/8,0,18.07999992,3.222492785,0,16.64999962,2.351472565,17.59000015,50.81999969,40.77313759
3458,VIRGINIA,ALBEMARLE County,2022/7/8,0,18.07999992,3.222492785,0,16.64999962,2.351472565,17.59000015,50.81999969,40.77313759
527,VIRGINIA,ALEXANDRIA,1999/8/26,15.88000011,18.31999969,16.98160006,37.99000168,42.52999878,40.10379974,33.54000092,39.45000076,36.66259995
633,VIRGINIA,ALEXANDRIA,1999/9/16,0,0,0,29.10000038,42.56000137,36.24419975,66.86000061,79.12000275,72.38760025
695,VIRGINIA,ALEXANDRIA,2000/9/3,0.649999976,1.860000014,1.4696,13.06000042,17.57999992,15.70660006,8.899999619,14.77999973,11.3629999
1124,VIRGINIA,ALEXANDRIA,2003/6/19,19.14999962,22.27000046,20.48399994,10.39999962,14.71000004,12.83099993,25.86000061,28.31999969,26.82939995
1230,VIRGINIA,ALEXANDRIA,2004/8/12,0,0,0,21.15999985,24.37999916,22.76539982,44.68999863,50.50999832,48.0167997
1382,VIRGINIA,ALEXANDRIA,2006/6/25,3.660000086,8.630000114,6.161000037,7.510000229,12.90999985,9.698599977,116.1699982,132.5200043,123.9437996
2153,VIRGINIA,ALEXANDRIA,2011/9/8,19.02000046,25.70999908,23.54600014,85.51000214,99.48999786,91.07499985,34.15000153,115.6900024,66.47619987
2488,VIRGINIA,ALEXANDRIA,2015/6/20,8.770000458,16.54999924,12.51559998,0,4.210000038,2.687200009,60.97999954,77.97000122,68.93060028
2482,VIRGINIA,ALEXANDRIA,2015/7/1,0,0,0,16.12000084,24.79000092,18.88760014,8.880000114,17.29999924,13.5776001
2651,VIRGINIA,ALEXANDRIA,2017/7/28,0,0,0,0,0,0,69.19999695,85.37000275,75.42440018
2652,VIRGINIA,ALEXANDRIA,2017/7/29,0,0,0,69.19999695,85.37000275,75.42440018,1.029999971,5.849999905,3.74400002
2809,VIRGINIA,ALEXANDRIA,2018/5/14,8.109999657,12.60000038,10.76940006,10.25,13.02999973,12.03899992,22.5,34.04000092,27.45580013
2836,VIRGINIA,ALEXANDRIA,2018/8/31,0,0,0,0,2.99000001,0.856599996,12.65999985,32.18999863,22.63819986
2915,VIRGINIA,ALEXANDRIA,2019/7/8,11.84000015,17.39999962,15.28960001,0,8.579999924,2.517599988,84.62999725,102.4199982,91.70299973
2940,VIRGINIA,ALEXANDRIA,2019/7/8,11.84000015,17.39999962,15.28960001,0,8.579999924,2.517599988,84.62999725,102.4199982,91.70299973
2971,VIRGINIA,ALEXANDRIA,2019/7/8,11.84000015,17.39999962,15.28960001,0,8.579999924,2.517599988,84.62999725,102.4199982,91.70299973
2972,VIRGINIA,ALEXANDRIA,2019/7/11,0,0,0,0,0,0,21.02000046,45.04999924,32.73599987
3054,VIRGINIA,ALEXANDRIA,2020/7/7,0,0,0,53.93999863,67.79000092,59.80520012,0,36.86000061,8.561999981
3055,VIRGINIA,ALEXANDRIA,2020/7/7,0,0,0,53.93999863,67.79000092,59.80520012,0,36.86000061,8.561999981
3108,VIRGINIA,ALEXANDRIA,2020/9/10,0,0,0,20.04000092,27.62000084,23.11400002,28.59000015,54.36000061,42.29120014
3109,VIRGINIA,ALEXANDRIA,2020/9/10,0,0,0,20.04000092,27.62000084,23.11400002,28.59000015,54.36000061,42.29120014
3119,VIRGINIA,ALEXANDRIA,2020/9/10,0,0,0,20.04000092,27.62000084,23.11400002,28.59000015,54.36000061,42.29120014
3120,VIRGINIA,ALEXANDRIA,2020/9/10,0,0,0,20.04000092,27.62000084,23.11400002,28.59000015,54.36000061,42.29120014
3350,VIRGINIA,ALEXANDRIA,2021/8/15,5.980000019,19.40999985,10.86179999,32.84000015,73.48000336,54.86339996,0,6.409999847,2.411400008
3351,VIRGINIA,ALEXANDRIA,2021/8/15,5.980000019,19.40999985,10.86179999,32.84000015,73.48000336,54.86339996,0,6.409999847,2.411400008
3352,VIRGINIA,ALEXANDRIA,2021/8/15,5.980000019,19.40999985,10.86179999,32.84000015,73.48000336,54.86339996,0,6.409999847,2.411400008
3353,VIRGINIA,ALEXANDRIA,2021/8/15,5.980000019,19.40999985,10.86179999,32.84000015,73.48000336,54.86339996,0,6.409999847,2.411400008
3357,VIRGINIA,ALEXANDRIA,2021/8/15,5.980000019,19.40999985,10.86179999,32.84000015,73.48000336,54.86339996,0,6.409999847,2.411400008
3330,VIRGINIA,ALEXANDRIA,2021/8/16,32.84000015,73.48000336,54.86339996,0,6.409999847,2.411400008,32.02000046,47.75,38.70300018
3326,VIRGINIA,ALEXANDRIA,2021/8/20,0,5.420000076,2.501199997,8.840000153,24.73999977,16.91659996,20.88999939,39.72999954,27.42059994
3267,VIRGINIA,ALEXANDRIA,2021/9/16,0,0,0,0,0,0,11.59000015,63.11999893,34.58399992
3268,VIRGINIA,ALEXANDRIA,2021/9/16,0,0,0,0,0,0,11.59000015,63.11999893,34.58399992
3471,VIRGINIA,ALEXANDRIA,2022/7/16,0,0,0,0,0,0,17.30999947,28.25,23.98479988
3472,VIRGINIA,ALEXANDRIA,2022/7/16,0,0,0,0,0,0,17.30999947,28.25,23.98479988
3414,VIRGINIA,ALEXANDRIA,2022/8/10,0,0,0,0,0,0,29.28000069,44.97999954,37.05579983
3529,VIRGINIA,ALEXANDRIA,2023/8/14,0,0,0,0,0,0,17.36000061,29.61000061,26.30680012
3530,VIRGINIA,ALEXANDRIA,2023/8/14,0,0,0,0,0,0,17.36000061,29.61000061,26.30680012
3533,VIRGINIA,ALEXANDRIA,2023/8/14,0,0,0,0,0,0,17.36000061,29.61000061,26.30680012
3534,VIRGINIA,ALEXANDRIA,2023/8/14,0,0,0,0,0,0,17.36000061,29.61000061,26.30680012
3537,VIRGINIA,ALEXANDRIA,2023/8/14,0,0,0,0,0,0,17.36000061,29.61000061,26.30680012
3538,VIRGINIA,ALEXANDRIA,2023/8/14,0,0,0,0,0,0,17.36000061,29.61000061,26.30680012
3539,VIRGINIA,ALEXANDRIA,2023/8/14,0,0,0,0,0,0,17.36000061,29.61000061,26.30680012
3643,MARYLAND,ALLEGANY County,1996/1/19,0,5.5,1.972077928,31.48999977,37.61999893,33.7048052,15.64000034,23.20000076,18.44753243
3672,MARYLAND,ALLEGANY County,1996/6/11,7.940000057,18.85000038,11.79129866,1.230000019,13.78999996,6.276233723,21.23999977,32.43999863,25.60454552
3709,MARYLAND,ALLEGANY County,1996/9/6,1.789999962,12.40999985,5.637532449,0,0,0,133.0599976,146.2899933,138.2170135
3720,MARYLAND,ALLEGANY County,1997/11/7,0,0,0,36.63999939,39.88999939,38.01805224,31.52000046,35.08000183,33.56623352
3740,MARYLAND,ALLEGANY County,1998/5/4,2.460000038,3.069999933,2.724025962,1.649999976,5.539999962,3.478051936,14.07999992,20.05999947,16.43454543
3771,MARYLAND,ALLEGANY County,1999/5/7,0,0,0,0,0.540000021,0.012467533,17.29999924,21.09000015,19.22272729
3792,MARYLAND,ALLEGANY County,2000/7/31,0.270000011,2.619999886,1.208051949,9.18999958,12.22000027,10.26948054,23.12999916,27.07999992,25.3281818
3793,MARYLAND,ALLEGANY County,2000/7/31,0.270000011,2.619999886,1.208051949,9.18999958,12.22000027,10.26948054,23.12999916,27.07999992,25.3281818
3791,MARYLAND,ALLEGANY County,2000/8/6,0,0,0,0,0,0,60.79999924,77.12000275,67.97038958
3801,MARYLAND,ALLEGANY County,2000/9/11,0,0,0,4.110000134,9.380000114,6.449090902,23.94000053,29.93000031,27.49532462
3830,MARYLAND,ALLEGANY County,2001/6/7,1.600000024,3.329999924,2.303896094,40.47999954,43.65000153,42.17974021,7.260000229,13.53999996,9.512857214
3826,MARYLAND,ALLEGANY County,2001/6/22,0,10.81999969,6.974155816,6.46999979,10.92000008,8.812467569,22.70999908,25.98999977,24.34129871
3837,MARYLAND,ALLEGANY County,2001/8/3,0,0,0,0,0,0,11.10000038,24.54999924,16.7428572
3855,MARYLAND,ALLEGANY County,2002/5/27,0,0,0,0,0,0,3.900000095,6.25,4.734675333
3859,MARYLAND,ALLEGANY County,2002/5/29,3.900000095,6.25,4.734675333,5.96999979,7.099999905,6.561298686,0,1.24000001,0.604285715
3873,MARYLAND,ALLEGANY County,2003/9/27,1.549999952,11.18000031,4.992077937,0,0,0,25.69000053,37.41999817,30.34753237
3860,MARYLAND,ALLEGANY County,2003/11/19,0,0,0,11.28999996,13.11999989,12.30324676,31.22999954,34.68999863,32.90480512
3939,MARYLAND,ALLEGANY County,2004/6/25,0,0,0,0,0,0,8.989999771,14.51000023,11.21662336
3985,MARYLAND,ALLEGANY County,2004/9/8,0,2.769999981,1.52285715,16.37999916,22.02000046,19.50012972,92.68000031,105.0500031,97.78727286
3960,MARYLAND,ALLEGANY County,2004/9/17,3.700000048,7.449999809,5.332987017,10.89999962,14.38000011,12.92064936,51.59000015,68.01999664,59.13675283
3993,MARYLAND,ALLEGANY County,2005/3/28,0.340000004,2.809999943,1.696883112,7.170000076,9.5,8.164675347,38.93999863,47.79999924,43.04701307
4132,MARYLAND,ALLEGANY County,2010/5/28,0,0,0,0,0,0,15.55000019,28.45999908,21.51207798
4176,MARYLAND,ALLEGANY County,2010/5/28,0,0,0,0,0,0,15.55000019,28.45999908,21.51207798
4134,MARYLAND,ALLEGANY County,2010/12/1,7.489999771,8.020000458,7.763896119,51.83000183,57.77999878,54.92441544,2.569999933,4.53000021,3.238701303
4273,MARYLAND,ALLEGANY County,2011/5/17,2.289999962,3.049999952,2.597532471,14.71000004,20.11000061,17.03000003,40.68999863,53.04000092,45.9546754
4274,MARYLAND,ALLEGANY County,2011/5/17,2.289999962,3.049999952,2.597532471,14.71000004,20.11000061,17.03000003,40.68999863,53.04000092,45.9546754
4184,MARYLAND,ALLEGANY County,2011/5/18,14.71000004,20.11000061,17.03000003,40.68999863,53.04000092,45.9546754,13,26.62000084,18.55376619
4191,MARYLAND,ALLEGANY County,2011/5/18,14.71000004,20.11000061,17.03000003,40.68999863,53.04000092,45.9546754,13,26.62000084,18.55376619
4267,MARYLAND,ALLEGANY County,2011/5/27,0,0,0,27.31999969,30.54999924,28.88142853,22.82999992,31.98999977,27.73233768
4268,MARYLAND,ALLEGANY County,2011/5/27,0,0,0,27.31999969,30.54999924,28.88142853,22.82999992,31.98999977,27.73233768
4269,MARYLAND,ALLEGANY County,2011/5/27,0,0,0,27.31999969,30.54999924,28.88142853,22.82999992,31.98999977,27.73233768
4270,MARYLAND,ALLEGANY County,2011/5/27,0,0,0,27.31999969,30.54999924,28.88142853,22.82999992,31.98999977,27.73233768
4271,MARYLAND,ALLEGANY County,2011/5/27,0,0,0,27.31999969,30.54999924,28.88142853,22.82999992,31.98999977,27.73233768
4272,MARYLAND,ALLEGANY County,2011/5/27,0,0,0,27.31999969,30.54999924,28.88142853,22.82999992,31.98999977,27.73233768
4454,MARYLAND,ALLEGANY County,2013/9/11,0,0,0,0,0,0,7.809999943,20.44000053,12.77792207
4522,MARYLAND,ALLEGANY County,2014/6/12,4.329999924,4.840000153,4.687272753,9.909999847,14.77000046,12.16376623,41.52999878,44.22000122,42.63415582
4526,MARYLAND,ALLEGANY County,2014/6/12,4.329999924,4.840000153,4.687272753,9.909999847,14.77000046,12.16376623,41.52999878,44.22000122,42.63415582
4529,MARYLAND,ALLEGANY County,2014/6/12,4.329999924,4.840000153,4.687272753,9.909999847,14.77000046,12.16376623,41.52999878,44.22000122,42.63415582
4530,MARYLAND,ALLEGANY County,2014/6/12,4.329999924,4.840000153,4.687272753,9.909999847,14.77000046,12.16376623,41.52999878,44.22000122,42.63415582
4531,MARYLAND,ALLEGANY County,2014/6/12,4.329999924,4.840000153,4.687272753,9.909999847,14.77000046,12.16376623,41.52999878,44.22000122,42.63415582
4783,MARYLAND,ALLEGANY County,2018/8/2,24.51000023,26.72999954,25.57792205,12.10999966,13.48999977,12.62142854,29.42000008,38.22999954,32.37675318
4784,MARYLAND,ALLEGANY County,2018/8/2,24.51000023,26.72999954,25.57792205,12.10999966,13.48999977,12.62142854,29.42000008,38.22999954,32.37675318
4795,MARYLAND,ALLEGANY County,2018/8/2,24.51000023,26.72999954,25.57792205,12.10999966,13.48999977,12.62142854,29.42000008,38.22999954,32.37675318
4796,MARYLAND,ALLEGANY County,2018/8/2,24.51000023,26.72999954,25.57792205,12.10999966,13.48999977,12.62142854,29.42000008,38.22999954,32.37675318
4797,MARYLAND,ALLEGANY County,2018/8/2,24.51000023,26.72999954,25.57792205,12.10999966,13.48999977,12.62142854,29.42000008,38.22999954,32.37675318
4854,MARYLAND,ALLEGANY County,2018/8/2,24.51000023,26.72999954,25.57792205,12.10999966,13.48999977,12.62142854,29.42000008,38.22999954,32.37675318
5072,MARYLAND,ALLEGANY County,2021/9/1,0.74000001,9.909999847,3.94181818,30.02000046,31.54999924,30.74909094,79.52999878,91.20999908,85.22740282
5100,MARYLAND,ALLEGANY County,2022/8/4,0,0,0,0,0,0,4.510000229,16.56999969,9.245844172
5101,MARYLAND,ALLEGANY County,2022/8/4,0,0,0,0,0,0,4.510000229,16.56999969,9.245844172
145,VIRGINIA,ALLEGHANY County,1996/1/19,0,0,0,35.56999969,50.02999878,40.30066553,0,0,0
313,VIRGINIA,ALLEGHANY County,1997/6/1,0,0,0,5.679999828,17.10000038,7.541281192,21.70000076,41.52999878,30.89291181
325,VIRGINIA,ALLEGHANY County,1997/6/1,0,0,0,5.679999828,17.10000038,7.541281192,21.70000076,41.52999878,30.89291181
302,VIRGINIA,ALLEGHANY County,1997/7/23,0,18.20999908,4.313810317,4.630000114,19.39999962,8.178369382,8.390000343,18.87000084,12.6534609
353,VIRGINIA,ALLEGHANY County,1998/1/8,0,0,0,35.90999985,42.79999924,39.11811977,8.159999847,16.20000076,11.72332778
815,VIRGINIA,ALLEGHANY County,2001/5/20,2.390000105,11.77000046,5.464941776,4.949999809,17.63999939,10.42356073,3.230000019,17.60000038,7.850016646
813,VIRGINIA,ALLEGHANY County,2001/5/22,3.230000019,17.60000038,7.850016646,17.32999992,32.65000153,22.26415975,18.57999992,32.50999832,24.46745422
889,VIRGINIA,ALLEGHANY County,2001/8/10,0,0,0,0,0,0,0,13.47999954,9.254126456
997,VIRGINIA,ALLEGHANY County,2003/11/19,0,0,0,16.29999924,28.45000076,20.83123126,31.70999908,44.75,35.95816974
1390,VIRGINIA,ALLEGHANY County,2006/6/25,4.840000153,14.18999958,7.438069874,14.06000042,22.12999916,16.91341098,40.52999878,75.94000244,56.26607316
1692,VIRGINIA,ALLEGHANY County,2009/5/16,8.68999958,14.34000015,12.05911814,0,0,0,17.68000031,26.34000015,21.1740599
1760,VIRGINIA,ALLEGHANY County,2010/1/25,0,0,0,41.77000046,64.19000244,48.53502491,3.460000038,19.92000008,9.80031613
1773,VIRGINIA,ALLEGHANY County,2010/1/25,0,0,0,41.77000046,64.19000244,48.53502491,3.460000038,19.92000008,9.80031613
