state,county,year,Date,min.2,max.2,mean.2,min.1,max.1,mean.1,min,max,mean,population,population_density,Forest,Agriculture,Urban,Suburban,Rural,Median_Household_Income,road_density_km_per_km2
district of columbia,district of columbia,2009,1999-09-16,0.0,0.0,0.0,34.0800018310547,57.9599990844727,44.9168000411987,69.6999969482422,82.0299987792969,74.9736498260498,571744.0,3611.4058939166953,7.971,0.104,12.118,56.054,13.951,56519.0,12.3774276014038
district of columbia,district of columbia,2009,1999-09-16,0.0,0.0,0.0,34.0800018310547,57.9599990844727,44.9168000411987,69.6999969482422,82.0299987792969,74.9736498260498,571744.0,3611.4058939166953,7.971,0.104,12.118,56.054,13.951,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2001-06-22,0.0,0.0,0.0,0.0,0.0,0.0,12.5600004196167,23.2700004577637,17.7186500549316,578042.0,3651.187044781221,7.959,0.104,12.121,56.142,13.944,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2001-06-22,0.0,0.0,0.0,0.0,0.0,0.0,12.5600004196167,23.2700004577637,17.7186500549316,578042.0,3651.187044781221,7.959,0.104,12.121,56.142,13.944,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2001-08-11,0.0,0.0,0.0,11.9200000762939,23.5799999237061,17.1021500110626,43.689998626709,64.5400009155273,55.4959000015259,578042.0,3651.187044781221,7.959,0.104,12.121,56.142,13.944,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2001-08-11,0.0,0.0,0.0,11.9200000762939,23.5799999237061,17.1021500110626,43.689998626709,64.5400009155273,55.4959000015259,578042.0,3651.187044781221,7.959,0.104,12.121,56.142,13.944,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2001-08-10,0.0,0.0,0.0,0.0,0.0,0.0,11.9200000762939,23.5799999237061,17.1021500110626,578042.0,3651.187044781221,7.959,0.104,12.121,56.142,13.944,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2001-08-10,0.0,0.0,0.0,0.0,0.0,0.0,11.9200000762939,23.5799999237061,17.1021500110626,578042.0,3651.187044781221,7.959,0.104,12.121,56.142,13.944,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2003-11-19,0.0,0.0,0.0,0.0,0.0,0.0,34.2700004577637,38.6199989318848,36.3179999732971,577777.0,3649.5131792716784,7.948,0.104,12.174,56.354,13.707,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2003-11-19,0.0,0.0,0.0,0.0,0.0,0.0,34.2700004577637,38.6199989318848,36.3179999732971,577777.0,3649.5131792716784,7.948,0.104,12.174,56.354,13.707,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2003-07-10,0.0,0.0,0.0,12.2200002670288,16.3500003814697,15.359249997139,21.3899993896484,24.5200004577637,23.5912000465393,577777.0,3649.5131792716784,7.948,0.104,12.174,56.354,13.707,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2003-07-10,0.0,0.0,0.0,12.2200002670288,16.3500003814697,15.359249997139,21.3899993896484,24.5200004577637,23.5912000465393,577777.0,3649.5131792716784,7.948,0.104,12.174,56.354,13.707,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2003-06-12,0.0,0.0,0.0,6.46999979019165,14.5699996948242,11.2015500164032,15.8199996948242,18.4599990844727,17.3602000617981,577777.0,3649.5131792716784,7.948,0.104,12.174,56.354,13.707,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2003-06-12,0.0,0.0,0.0,6.46999979019165,14.5699996948242,11.2015500164032,15.8199996948242,18.4599990844727,17.3602000617981,577777.0,3649.5131792716784,7.948,0.104,12.174,56.354,13.707,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2004-06-17,1.9099999666214,4.8600001335144,3.13700000286102,0.0,0.0,0.0,12.6800003051758,24.1700000762939,18.6956000089645,579796.0,3662.266139512307,7.945,0.104,12.202,56.39,13.633,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2004-06-17,1.9099999666214,4.8600001335144,3.13700000286102,0.0,0.0,0.0,12.6800003051758,24.1700000762939,18.6956000089645,579796.0,3662.266139512307,7.945,0.104,12.202,56.39,13.633,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2004-08-11,0.0,0.0,0.0,0.0,0.0,0.0,16.5300006866455,24.0799999237061,19.670250005722,579796.0,3662.266139512307,7.945,0.104,12.202,56.39,13.633,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2004-08-11,0.0,0.0,0.0,0.0,0.0,0.0,16.5300006866455,24.0799999237061,19.670250005722,579796.0,3662.266139512307,7.945,0.104,12.202,56.39,13.633,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2004-07-04,0.0,0.0,0.0,0.0,0.0,0.0,48.0099983215332,67.7399978637695,56.9384000587463,579796.0,3662.266139512307,7.945,0.104,12.202,56.39,13.633,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2004-07-04,0.0,0.0,0.0,0.0,0.0,0.0,48.0099983215332,67.7399978637695,56.9384000587463,579796.0,3662.266139512307,7.945,0.104,12.202,56.39,13.633,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2004-07-27,0.0,0.0,0.0,24.0599994659424,35.1599998474121,30.4237500095367,23.7399997711182,35.3199996948242,29.7054999923706,579796.0,3662.266139512307,7.945,0.104,12.202,56.39,13.633,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2004-07-27,0.0,0.0,0.0,24.0599994659424,35.1599998474121,30.4237500095367,23.7399997711182,35.3199996948242,29.7054999923706,579796.0,3662.266139512307,7.945,0.104,12.202,56.39,13.633,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2005-01-14,0.0,0.0,0.0,18.9699993133545,34.6800003051758,28.2047000217438,18.7399997711182,30.9500007629395,23.9102000236511,582049.0,3676.497154580229,7.944,0.091,12.226,56.434,13.579,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2005-01-14,0.0,0.0,0.0,18.9699993133545,34.6800003051758,28.2047000217438,18.7399997711182,30.9500007629395,23.9102000236511,582049.0,3676.497154580229,7.944,0.091,12.226,56.434,13.579,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2005-04-03,12.960000038147,20.9099998474121,17.4529999780655,32.9000015258789,35.439998626709,34.0281500053406,0.0,24.3199996948242,0.594050006866455,582049.0,3676.497154580229,7.944,0.091,12.226,56.434,13.579,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2005-04-03,12.960000038147,20.9099998474121,17.4529999780655,32.9000015258789,35.439998626709,34.0281500053406,0.0,24.3199996948242,0.594050006866455,582049.0,3676.497154580229,7.944,0.091,12.226,56.434,13.579,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2006-06-25,4.0,16.1200008392334,9.5418500161171,1.75999999046326,27.5699996948242,8.8308999979496,108.069999694824,179.600006103516,147.599449615479,583978.0,3688.681632194976,7.927,0.089,12.258,56.505,13.525,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2006-06-25,4.0,16.1200008392334,9.5418500161171,1.75999999046326,27.5699996948242,8.8308999979496,108.069999694824,179.600006103516,147.599449615479,583978.0,3688.681632194976,7.927,0.089,12.258,56.505,13.525,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2006-07-05,0.0,0.0,0.0,8.36999988555908,17.6700000762939,13.3251999950409,21.4300003051758,45.6500015258789,34.6303999710083,583978.0,3688.681632194976,7.927,0.089,12.258,56.505,13.525,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2006-07-05,0.0,0.0,0.0,8.36999988555908,17.6700000762939,13.3251999950409,21.4300003051758,45.6500015258789,34.6303999710083,583978.0,3688.681632194976,7.927,0.089,12.258,56.505,13.525,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2008-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590074.0,3727.186855388076,7.899,0.088,12.331,56.627,13.382,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2008-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590074.0,3727.186855388076,7.899,0.088,12.331,56.627,13.382,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2008-09-06,0.0,0.0,0.0,4.61999988555908,17.1800003051758,8.94239998817444,61.9700012207031,93.3300018310547,76.5530500984192,590074.0,3727.186855388076,7.899,0.088,12.331,56.627,13.382,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2008-09-06,0.0,0.0,0.0,4.61999988555908,17.1800003051758,8.94239998817444,61.9700012207031,93.3300018310547,76.5530500984192,590074.0,3727.186855388076,7.899,0.088,12.331,56.627,13.382,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2008-09-06,0.0,0.0,0.0,4.61999988555908,17.1800003051758,8.94239998817444,61.9700012207031,93.3300018310547,76.5530500984192,590074.0,3727.186855388076,7.899,0.088,12.331,56.627,13.382,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2008-09-06,0.0,0.0,0.0,4.61999988555908,17.1800003051758,8.94239998817444,61.9700012207031,93.3300018310547,76.5530500984192,590074.0,3727.186855388076,7.899,0.088,12.331,56.627,13.382,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2009-06-09,0.0,0.0,0.0,7.65000009536743,24.9300003051758,14.3622500276566,7.05999994277954,21.8199996948242,16.6005999779701,599657.0,3787.717622097309,7.902,0.087,12.371,56.679,13.311,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2009-06-09,0.0,0.0,0.0,7.65000009536743,24.9300003051758,14.3622500276566,7.05999994277954,21.8199996948242,16.6005999779701,599657.0,3787.717622097309,7.902,0.087,12.371,56.679,13.311,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2009-05-26,0.0,0.0,0.0,22.9300003051758,87.3499984741211,40.6037000370026,5.19000005722046,24.3700008392334,15.4542000031471,599657.0,3787.717622097309,7.902,0.087,12.371,56.679,13.311,56519.0,12.3774276014038
district of columbia,district of columbia,2009,2009-05-26,0.0,0.0,0.0,22.9300003051758,87.3499984741211,40.6037000370026,5.19000005722046,24.3700008392334,15.4542000031471,599657.0,3787.717622097309,7.902,0.087,12.371,56.679,13.311,56519.0,12.3774276014038
district of columbia,district of columbia,2010,2010-12-01,0.0,2.35999989509583,0.167799999900162,6.44000005722046,11.3500003814697,8.32165000915527,11.6599998474121,19.2199993133545,15.1257000255585,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-12-01,0.0,2.35999989509583,0.167799999900162,6.44000005722046,11.3500003814697,8.32165000915527,11.6599998474121,19.2199993133545,15.1257000255585,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-10-27,0.0,0.0,0.0,11.9700002670288,14.9899997711182,13.4238999795914,14.6099996566772,25.4799995422363,21.4200499391556,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-10-27,0.0,0.0,0.0,11.9700002670288,14.9899997711182,13.4238999795914,14.6099996566772,25.4799995422363,21.4200499391556,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-09-30,0.0,2.0,0.129950000196695,34.4599990844727,47.3699989318848,41.2227000808716,65.7099990844727,84.7900009155273,77.1111501693726,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-09-30,0.0,2.0,0.129950000196695,34.4599990844727,47.3699989318848,41.2227000808716,65.7099990844727,84.7900009155273,77.1111501693726,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-09-30,0.0,2.0,0.129950000196695,34.4599990844727,47.3699989318848,41.2227000808716,65.7099990844727,84.7900009155273,77.1111501693726,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-09-30,0.0,2.0,0.129950000196695,34.4599990844727,47.3699989318848,41.2227000808716,65.7099990844727,84.7900009155273,77.1111501693726,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-12,0.0,0.0,0.0,0.0,38.5699996948242,11.4597000408173,30.8299999237061,64.5899963378906,43.5100999641418,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-12,0.0,0.0,0.0,0.0,38.5699996948242,11.4597000408173,30.8299999237061,64.5899963378906,43.5100999641418,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-12,0.0,0.0,0.0,0.0,38.5699996948242,11.4597000408173,30.8299999237061,64.5899963378906,43.5100999641418,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-12,0.0,0.0,0.0,0.0,38.5699996948242,11.4597000408173,30.8299999237061,64.5899963378906,43.5100999641418,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-12,0.0,0.0,0.0,0.0,38.5699996948242,11.4597000408173,30.8299999237061,64.5899963378906,43.5100999641418,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-12,0.0,0.0,0.0,0.0,38.5699996948242,11.4597000408173,30.8299999237061,64.5899963378906,43.5100999641418,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-18,0.0,0.0,0.0,10.0500001907349,71.7799987792969,43.8474000406265,12.6000003814697,21.3600006103516,15.3442500066757,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-18,0.0,0.0,0.0,10.0500001907349,71.7799987792969,43.8474000406265,12.6000003814697,21.3600006103516,15.3442500066757,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-12,0.0,0.0,0.0,0.0,38.5699996948242,11.4597000408173,30.8299999237061,64.5899963378906,43.5100999641418,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-12,0.0,0.0,0.0,0.0,38.5699996948242,11.4597000408173,30.8299999237061,64.5899963378906,43.5100999641418,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-12,0.0,0.0,0.0,0.0,38.5699996948242,11.4597000408173,30.8299999237061,64.5899963378906,43.5100999641418,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2010,2010-08-12,0.0,0.0,0.0,0.0,38.5699996948242,11.4597000408173,30.8299999237061,64.5899963378906,43.5100999641418,605226.0,3822.894063692187,7.883,0.086,12.426,56.757,13.205,58526.0,12.3774276014038
district of columbia,district of columbia,2011,2011-09-07,31.2900009155273,46.9000015258789,37.3575,19.4200000762939,30.3500003814697,24.4719499397278,77.3000030517578,103.519996643066,86.8826998138428,619800.0,3914.9503502434095,7.87,0.083,12.462,56.822,13.114,61835.0,12.3774276014038
district of columbia,district of columbia,2011,2011-09-07,31.2900009155273,46.9000015258789,37.3575,19.4200000762939,30.3500003814697,24.4719499397278,77.3000030517578,103.519996643066,86.8826998138428,619800.0,3914.9503502434095,7.87,0.083,12.462,56.822,13.114,61835.0,12.3774276014038
district of columbia,district of columbia,2011,2011-09-07,31.2900009155273,46.9000015258789,37.3575,19.4200000762939,30.3500003814697,24.4719499397278,77.3000030517578,103.519996643066,86.8826998138428,619800.0,3914.9503502434095,7.87,0.083,12.462,56.822,13.114,61835.0,12.3774276014038
district of columbia,district of columbia,2011,2011-09-07,31.2900009155273,46.9000015258789,37.3575,19.4200000762939,30.3500003814697,24.4719499397278,77.3000030517578,103.519996643066,86.8826998138428,619800.0,3914.9503502434095,7.87,0.083,12.462,56.822,13.114,61835.0,12.3774276014038
district of columbia,district of columbia,2011,2011-09-07,31.2900009155273,46.9000015258789,37.3575,19.4200000762939,30.3500003814697,24.4719499397278,77.3000030517578,103.519996643066,86.8826998138428,619800.0,3914.9503502434095,7.87,0.083,12.462,56.822,13.114,61835.0,12.3774276014038
district of columbia,district of columbia,2011,2011-09-07,31.2900009155273,46.9000015258789,37.3575,19.4200000762939,30.3500003814697,24.4719499397278,77.3000030517578,103.519996643066,86.8826998138428,619800.0,3914.9503502434095,7.87,0.083,12.462,56.822,13.114,61835.0,12.3774276014038
district of columbia,district of columbia,2011,2011-09-07,31.2900009155273,46.9000015258789,37.3575,19.4200000762939,30.3500003814697,24.4719499397278,77.3000030517578,103.519996643066,86.8826998138428,619800.0,3914.9503502434095,7.87,0.083,12.462,56.822,13.114,61835.0,12.3774276014038
district of columbia,district of columbia,2011,2011-09-07,31.2900009155273,46.9000015258789,37.3575,19.4200000762939,30.3500003814697,24.4719499397278,77.3000030517578,103.519996643066,86.8826998138428,619800.0,3914.9503502434095,7.87,0.083,12.462,56.822,13.114,61835.0,12.3774276014038
district of columbia,district of columbia,2012,2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,38.0699996948242,57.7700004577637,44.028899974823,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,38.0699996948242,57.7700004577637,44.028899974823,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-07-10,6.96000003814697,17.1700000762939,11.212349998951,0.0,7.8600001335144,2.26995000466704,0.0,36.2999992370605,22.8124000024796,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-07-10,6.96000003814697,17.1700000762939,11.212349998951,0.0,7.8600001335144,2.26995000466704,0.0,36.2999992370605,22.8124000024796,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-07-18,0.0,2.49000000953674,0.517400000318885,0.0,0.0,0.0,0.0,10.5500001907349,5.07354999959469,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-07-18,0.0,2.49000000953674,0.517400000318885,0.0,0.0,0.0,0.0,10.5500001907349,5.07354999959469,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-02,0.0,0.0,0.0,4.57999992370605,30.7600002288818,16.151549987793,1.25999999046326,24.6700000762939,13.9806000125408,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-02,0.0,0.0,0.0,4.57999992370605,30.7600002288818,16.151549987793,1.25999999046326,24.6700000762939,13.9806000125408,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-02,0.0,0.0,0.0,4.57999992370605,30.7600002288818,16.151549987793,1.25999999046326,24.6700000762939,13.9806000125408,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-02,0.0,0.0,0.0,4.57999992370605,30.7600002288818,16.151549987793,1.25999999046326,24.6700000762939,13.9806000125408,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-02,0.0,0.0,0.0,4.57999992370605,30.7600002288818,16.151549987793,1.25999999046326,24.6700000762939,13.9806000125408,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-02,0.0,0.0,0.0,4.57999992370605,30.7600002288818,16.151549987793,1.25999999046326,24.6700000762939,13.9806000125408,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-02,0.0,0.0,0.0,4.57999992370605,30.7600002288818,16.151549987793,1.25999999046326,24.6700000762939,13.9806000125408,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-02,0.0,0.0,0.0,4.57999992370605,30.7600002288818,16.151549987793,1.25999999046326,24.6700000762939,13.9806000125408,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-08,2.69000005722046,6.09999990463257,4.05010001301765,0.0,0.0,0.0,16.1800003051758,22.6900005340576,19.996900062561,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-08,2.69000005722046,6.09999990463257,4.05010001301765,0.0,0.0,0.0,16.1800003051758,22.6900005340576,19.996900062561,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-08,2.69000005722046,6.09999990463257,4.05010001301765,0.0,0.0,0.0,16.1800003051758,22.6900005340576,19.996900062561,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-09-08,2.69000005722046,6.09999990463257,4.05010001301765,0.0,0.0,0.0,16.1800003051758,22.6900005340576,19.996900062561,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-07-19,0.0,0.0,0.0,0.0,10.5500001907349,5.07354999959469,20.2600002288818,35.7900009155273,26.8876500225067,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
district of columbia,district of columbia,2012,2012-07-19,0.0,0.0,0.0,0.0,10.5500001907349,5.07354999959469,20.2600002288818,35.7900009155273,26.8876500225067,634924.0,4010.480697286135,7.818,0.082,12.503,56.892,13.057,64267.0,12.8986151046999
