"","State","County","Year","Forest","Agriculture","Urban","Suburban","Rural"
"3422","VIRGINIA","CHARLOTTE County",2017,61.166,21.279,0.026,1.088,4.277
"3423","VIRGINIA","FLOYD County",2017,61.723,29.644,0.016,0.803,6.366
"3424","VIRGINIA","BUCKINGHAM County",2017,65.147,13.538,0.019,0.862,3.956
"3425","VIRGINIA","COVINGTON",2017,36.319,5.302,5.947,34.939,14.95
"3426","VIRGINIA","WASHINGTON County",2017,56.397,32.714,0.196,2.622,6.726
"3427","VIRGINIA","SALEM",2017,9.459,1.848,8.57,51.642,28.446
"3428","VIRGINIA","ROANOKE City",2017,8.888,1.478,10.483,52.94,25.598
"3429","VIRGINIA","DANVILLE",2017,30.867,5.679,5.033,34.235,20.495
"3430","VIRGINIA","CHARLOTTESVILLE",2017,6.148,0.139,6.75,54.393,32.245
"3431","VIRGINIA","KING GEORGE County",2017,63.816,16.859,0.225,3.745,6.44
"3432","VIRGINIA","HANOVER County",2017,58.539,20.226,0.5,6.554,8.104
"3433","VIRGINIA","SALEM City",2017,9.459,1.848,8.57,51.642,28.446
"3434","VIRGINIA","PORTSMOUTH",2017,4.246,0.412,11.577,56.433,7.95
"3435","VIRGINIA","LUNENBURG County",2017,66.567,16.072,0.041,1.143,4.198
"3436","VIRGINIA","SUFFOLK",2017,53.07,23.77,0.5,6.954,4.822
"3437","VIRGINIA","ALEXANDRIA",2017,1.993,0,17.524,64.516,13.943
"3438","VIRGINIA","HENRICO County",2017,34.698,8.425,2.894,31.056,17.176
"3439","VIRGINIA","RICHMOND City",2017,8.576,0.035,11.444,53.047,23.121
"3440","VIRGINIA","NORTHAMPTON County",2017,14.537,22.01,0.064,3.26,1.536
"3441","VIRGINIA","MATHEWS County",2017,55.57,8.672,0.043,2.786,5.182
"3442","VIRGINIA","HAMPTON",2017,10.91,0.221,7.564,50.948,11.436
"3443","VIRGINIA","FRANKLIN City",2017,32.968,16.319,3.424,30.779,12.489
"3444","VIRGINIA","WESTMORELAND County",2017,53.639,27.088,0.068,2.995,5.119
"3445","VIRGINIA","LANCASTER County",2017,55.044,19.277,0.097,2.999,7.053
"3446","VIRGINIA","MIDDLESEX County",2017,55.888,21.195,0.103,3.841,5.768
"3447","VIRGINIA","BRUNSWICK County",2017,65.784,10.996,0.053,1.672,3.821
"3448","VIRGINIA","PETERSBURG",2017,29.15,5.584,5.6,41.731,15.546
"3449","VIRGINIA","ESSEX County",2017,56.034,25.249,0.088,1.88,3.589
"3450","VIRGINIA","CAROLINE County",2017,67.58,14.202,0.092,2.213,4.683
"3451","VIRGINIA","ISLE OF WIGHT County",2017,49.408,30.422,0.219,4.487,4.655
"3452","VIRGINIA","EMPORIA",2017,32.888,8.299,5.171,36.607,13.637
"3453","VIRGINIA","COLONIAL HEIGHTS",2017,19.259,0,6.745,55.827,12.644
"3454","VIRGINIA","CHESTERFIELD County",2017,53.152,3.57,1.359,17.974,17.334
"3455","VIRGINIA","NEW KENT County",2017,65.058,9.88,0.085,3.229,5.976
"3456","VIRGINIA","AMELIA County",2017,63.052,20.77,0.029,1.107,4.196
"3457","VIRGINIA","SURRY County",2017,61.953,21.076,0.059,1.228,3.205
"3458","VIRGINIA","WILLIAMSBURG",2017,36.84,0.194,2.579,33.518,24.475
"3459","VIRGINIA","YORK County",2017,46.995,1.854,1.115,16.758,12.184
"3460","VIRGINIA","SUSSEX County",2017,66.07,16.374,0.035,1.858,2.496
"3461","VIRGINIA","POQUOSON",2017,11.818,0.017,0.33,18.839,7.986
"3462","VIRGINIA","MECKLENBURG County",2017,54.715,20.456,0.135,2.471,5.01
"3463","VIRGINIA","MARTINSVILLE",2017,28.997,0.517,5.31,35.248,29.226
"3464","VIRGINIA","NEWPORT NEWS",2017,18.488,0.771,9.095,47.477,13.93
"3465","VIRGINIA","NOTTOWAY County",2017,63.38,17.517,0.233,3.169,5.179
"3466","VIRGINIA","GREENSVILLE County",2017,63.905,17.802,0.093,2.529,2.584
"3467","VIRGINIA","NORTHUMBERLAND County",2017,48.934,26.093,0.045,2.473,6.458
"3468","VIRGINIA","RICHMOND County",2017,58.548,25.302,0.05,1.878,3.888
"3469","VIRGINIA","PRINCE GEORGE County",2017,60.389,13.855,0.334,5.53,4.798
"3470","VIRGINIA","JAMES CITY County",2017,51.076,5.677,0.793,12.724,12.584
"3471","VIRGINIA","GLOUCESTER County",2017,56.837,10.781,0.133,3.829,5.838
"3472","VIRGINIA","WAYNESBORO",2017,21.187,14.741,5.782,39.308,18.735
"3473","VIRGINIA","HARRISONBURG",2017,6.053,10.04,9.196,56.895,17.602
"3474","VIRGINIA","STAUNTON",2017,16.211,26.726,2.812,32.757,20.451
"3475","VIRGINIA","LYNCHBURG",2017,33.117,3.721,4.188,32.954,24.648
"3476","VIRGINIA","FREDERICKSBURG",2017,22.207,1.084,6.51,53.716,15.107
"3477","VIRGINIA","FALLS CHURCH",2017,0.392,0,10.176,57.285,32.146
"3478","VIRGINIA","MANASSAS City",2017,2.817,2.347,9.663,68.848,16.039
"3479","VIRGINIA","MANASSAS PARK",2017,14.317,0.851,5.746,56.788,22.277
"3480","VIRGINIA","FAIRFAX City",2017,3.194,0,8.769,58.428,29.598
"3481","VIRGINIA","BEDFORD City",2017,NA,NA,NA,NA,NA
"3482","VIRGINIA","CHARLES CITY",2017,62.227,14.957,0.05,1.01,3.115
"3483","VIRGINIA","POWHATAN County",2017,68.134,15.762,0.057,1.784,6.748
"3484","VIRGINIA","HOPEWELL",2017,15.223,0.041,10.083,55.194,13.815
"3485","VIRGINIA","ACCOMACK County",2017,28.23,21.768,0.122,3.895,2.692
"3486","VIRGINIA","WINCHESTER",2017,4.246,4.829,11.899,63.461,15.495
"3487","VIRGINIA","NORTON",2017,60.75,0.157,2.784,22.501,11.248
"3488","VIRGINIA","BRISTOL",2017,17.601,6.248,6.804,45.33,23.367
"3489","VIRGINIA","LEXINGTON",2017,7.045,1.771,3.356,51.272,35.584
"3490","VIRGINIA","CUMBERLAND County",2017,65.58,17.537,0.033,0.889,4.212
"3491","VIRGINIA","BUENA VISTA",2017,35.049,7.392,2.491,32.202,16.073
"3492","VIRGINIA","PRINCE EDWARD County",2017,62.503,18.267,0.117,2.149,5.272
"3493","VIRGINIA","GOOCHLAND County",2017,62.455,18.62,0.075,2.787,7.371
"3494","VIRGINIA","GALAX",2017,26.605,13.938,5.171,25.138,28.494
"3495","VIRGINIA","RADFORD",2017,32.561,7.585,2.608,35.268,17.829
"3496","VIRGINIA","FLUVANNA County",2017,66.649,16.447,0.058,1.489,6.305
"3497","MARYLAND","WASHINGTON County",2017,39.068,40.01,0.844,9.426,8.115
"3498","MARYLAND","FREDERICK County",2017,33.751,46.553,0.649,8.771,9.067
"3499","MARYLAND","BALTIMORE County",2017,35.053,21.555,2.527,21.711,14.542
"3500","MARYLAND","HARFORD County",2017,40.026,29.258,0.993,11.653,11.786
"3501","MARYLAND","CECIL County",2017,36.958,36.263,0.563,7.253,9.101
"3502","MARYLAND","MONTGOMERY County",2017,29.377,22.325,1.659,23.524,20.668
"3503","MARYLAND","HOWARD County",2017,31.473,24.141,1.895,21.457,20.158
"3504","MARYLAND","BALTIMORE CITY",2017,4.124,0.083,25.599,53.92,10.626
"3505","MARYLAND","CARROLL County",2017,27.926,50.008,0.4,8.604,11.861
"3506","MARYLAND","PRINCE GEORGE'S County",2017,37.834,8.887,2.753,30.458,14.141
"3507","MARYLAND","ANNE ARUNDEL County",2017,37.756,9.081,2.387,25.836,14.88
"3508","MARYLAND","GARRETT County",2017,70.999,16.865,0.052,1.974,4.877
"3509","MARYLAND","ALLEGANY County",2017,76.291,8.92,0.442,5.052,5.991
"3510","MARYLAND","CALVERT County",2017,54.207,11.52,0.369,7.494,12.446
"3511","MARYLAND","ST. MARY'S County",2017,49.421,19.397,0.526,7.384,8.478
"3512","MARYLAND","TALBOT County",2017,24.057,46.649,0.256,5.843,5.844
"3513","MARYLAND","CAROLINE County",2017,31.506,55.296,0.158,5.14,4.724
"3514","MARYLAND","QUEEN ANNE'S County",2017,25.777,54.372,0.209,5.757,5.984
"3515","MARYLAND","CHARLES County",2017,61.734,13.294,0.376,7.461,7.731
"3516","MARYLAND","KENT County",2017,24.342,58.144,0.133,3.676,4.399
"3517","MARYLAND","WORCESTER County",2017,42.303,23.522,0.61,4.427,3.43
"3518","MARYLAND","WICOMICO County",2017,44.069,30.836,0.677,9.092,6.14
"3519","MARYLAND","DORCHESTER County",2017,32.994,27.556,0.163,3.443,2.418
"3520","MARYLAND","SOMERSET County",2017,41.133,19.656,0.131,3.524,3.275
"3521","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA",2018,7.766,0.065,12.849,56.728,12.965
"3522","VIRGINIA","WYTHE County",2018,53.765,36.978,0.169,2.438,5.433
"3523","VIRGINIA","CAMPBELL County",2018,52.806,24.679,0.224,3.585,6.985
"3524","VIRGINIA","TAZEWELL County",2018,69.556,20.638,0.158,2.52,5.447
"3525","VIRGINIA","CARROLL County",2018,60.48,28.24,0.049,1.469,7.513
"3526","VIRGINIA","CRAIG County",2018,84.058,11.069,0.002,0.387,3.405
"3527","VIRGINIA","PULASKI County",2018,56.269,28.846,0.321,4.35,6.837
"3528","VIRGINIA","ROANOKE County",2018,67.086,9.011,0.545,9.327,12.707
"3529","VIRGINIA","MONTGOMERY County",2018,60.798,22.513,0.441,6.721,8.282
"3530","VIRGINIA","ARLINGTON County",2018,2.894,0,11.465,63.985,21.041
"3531","VIRGINIA","PITTSYLVANIA County",2018,53.618,26.931,0.073,2.37,5.927
"3532","VIRGINIA","HIGHLAND County",2018,79.036,16.657,0.006,0.255,2.512
"3533","VIRGINIA","ROCKBRIDGE County",2018,68.555,23.459,0.072,1.679,5.112
"3534","VIRGINIA","SMYTH County",2018,67.762,24.14,0.162,1.956,5.067
"3535","VIRGINIA","RAPPAHANNOCK County",2018,67.709,27.731,0.004,0.45,3.448
"3536","VIRGINIA","BLAND County",2018,77.743,17.483,0.012,0.69,3.113
"3537","VIRGINIA","GILES County",2018,79.165,13.057,0.11,1.714,4.516
"3538","VIRGINIA","SPOTSYLVANIA County",2018,60.639,12.326,0.422,6.742,8.626
"3539","VIRGINIA","WISE County",2018,75.73,3.545,0.126,3.085,5.599
"3540","VIRGINIA","FREDERICK County",2018,53.318,30.218,0.566,6.736,7.654
"3541","VIRGINIA","SHENANDOAH County",2018,59.526,30.212,0.135,3.194,5.959
"3542","VIRGINIA","PATRICK County",2018,73.728,15.466,0.029,0.863,6.017
"3543","VIRGINIA","NELSON County",2018,75.791,13.468,0.013,0.863,4.811
"3544","VIRGINIA","ALBEMARLE County",2018,63.459,22.395,0.165,2.755,7.173
"3545","VIRGINIA","GREENE County",2018,65.396,23.635,0.093,2.11,7.405
"3546","VIRGINIA","MADISON County",2018,61.064,32.746,0.029,0.752,4.462
"3547","VIRGINIA","PAGE County",2018,65.766,23.921,0.09,2.842,5.833
"3548","VIRGINIA","STAFFORD County",2018,61.489,8.671,0.623,10.953,11.384
"3549","VIRGINIA","ALLEGHANY County",2018,88.36,4.767,0.089,1.753,3.45
"3550","VIRGINIA","WARREN County",2018,62.226,21.666,0.458,4.919,9.046
"3551","VIRGINIA","SCOTT County",2018,72.468,17.655,0.044,1.258,5.383
"3552","VIRGINIA","ROCKINGHAM County",2018,56.759,33.009,0.165,3.601,5.571
"3553","VIRGINIA","APPOMATTOX County",2018,57.845,22.654,0.052,1.488,5.194
"3554","VIRGINIA","LOUDOUN County",2018,32.286,40.904,1.458,14.937,9.183
"3555","VIRGINIA","RUSSELL County",2018,61.529,29.113,0.056,1.772,5.149
"3556","VIRGINIA","DICKENSON County",2018,86.712,2.935,0.015,1.022,4.917
"3557","VIRGINIA","AUGUSTA County",2018,56.82,34.142,0.149,2.776,5.499
"3558","VIRGINIA","ORANGE County",2018,54.081,33.718,0.134,1.751,6.057
"3559","VIRGINIA","BUCHANAN County",2018,89.682,0.575,0.033,1.685,3.813
"3560","VIRGINIA","HENRY County",2018,66.884,12.5,0.441,4.391,8.208
"3561","VIRGINIA","FRANKLIN County",2018,61.936,23.061,0.089,1.924,7.013
"3562","VIRGINIA","SOUTHAMPTON County",2018,56.672,28.818,0.028,2.016,2.831
"3563","VIRGINIA","LEE County",2018,65.448,22.059,0.033,1.739,6.382
"3564","VIRGINIA","BEDFORD County",2018,58.611,26.484,0.094,2.337,7.271
"3565","VIRGINIA","FAUQUIER County",2018,47.455,42.578,0.087,2.306,5.825
"3566","VIRGINIA","CULPEPER County",2018,46.125,41.492,0.183,2.54,5.982
"3567","VIRGINIA","KING WILLIAM County",2018,58.498,21.237,0.099,1.725,3.775
"3568","VIRGINIA","CLARKE County",2018,37.128,53.266,0.076,2.514,5.878
"3569","VIRGINIA","FAIRFAX County",2018,28.809,1.853,3.219,37.655,25.694
"3570","VIRGINIA","AMHERST County",2018,74.957,13.992,0.07,1.796,5.342
"3571","VIRGINIA","BOTETOURT County",2018,73.616,16.623,0.115,2.263,5.589
"3572","VIRGINIA","BATH County",2018,88.705,6.183,0.008,0.401,2.426
"3573","VIRGINIA","GRAYSON County",2018,64.405,25.993,0.022,0.72,5.578
"3574","VIRGINIA","LOUISA County",2018,62.857,16.919,0.11,1.838,6.033
"3575","VIRGINIA","DINWIDDIE County",2018,62.43,14.168,0.146,2.835,4.433
"3576","VIRGINIA","HALIFAX County",2018,61.246,21.275,0.115,1.713,4.532
"3577","VIRGINIA","KING AND QUEEN County",2018,64.103,17.462,0.012,0.931,3.145
"3578","VIRGINIA","PRINCE WILLIAM County",2018,44.346,14.549,1.672,21.742,14.201
"3579","VIRGINIA","CHESAPEAKE",2018,49.549,20.284,1.868,17.144,5.97
"3580","VIRGINIA","VIRGINIA BEACH",2018,21.763,11.949,3.26,27.79,7.41
"3581","VIRGINIA","NORFOLK",2018,2.542,0.019,19.49,58.701,8.163
"3582","VIRGINIA","CHARLOTTE County",2018,60.613,21.235,0.026,1.089,4.287
"3583","VIRGINIA","FLOYD County",2018,61.687,29.629,0.016,0.805,6.385
"3584","VIRGINIA","BUCKINGHAM County",2018,64.812,13.54,0.019,0.869,3.942
"3585","VIRGINIA","COVINGTON",2018,36.534,5.272,6.024,34.862,15.058
"3586","VIRGINIA","WASHINGTON County",2018,56.366,32.664,0.198,2.639,6.775
"3587","VIRGINIA","SALEM",2018,9.377,1.806,8.621,51.645,28.493
"3588","VIRGINIA","ROANOKE City",2018,8.856,1.461,10.509,52.961,25.6
"3589","VIRGINIA","DANVILLE",2018,30.561,5.636,5.032,34.138,20.622
"3590","VIRGINIA","CHARLOTTESVILLE",2018,6.092,0.129,6.773,54.572,32.123
"3591","VIRGINIA","KING GEORGE County",2018,63.769,16.806,0.228,3.763,6.494
"3592","VIRGINIA","HANOVER County",2018,58.54,20.19,0.511,6.587,8.184
"3593","VIRGINIA","SALEM City",2018,9.377,1.806,8.621,51.645,28.493
"3594","VIRGINIA","PORTSMOUTH",2018,4.286,0.418,11.586,56.335,8.057
"3595","VIRGINIA","LUNENBURG County",2018,65.633,16.121,0.041,1.141,4.195
"3596","VIRGINIA","SUFFOLK",2018,53.018,23.65,0.506,6.987,4.858
"3597","VIRGINIA","ALEXANDRIA",2018,1.991,0,17.378,64.651,13.949
"3598","VIRGINIA","HENRICO County",2018,34.349,8.381,2.943,31.164,17.269
"3599","VIRGINIA","RICHMOND City",2018,8.382,0.036,11.49,53.093,23.213
"3600","VIRGINIA","NORTHAMPTON County",2018,14.581,21.911,0.064,3.263,1.571
"3601","VIRGINIA","MATHEWS County",2018,55.4,8.573,0.044,2.796,5.251
"3602","VIRGINIA","HAMPTON",2018,10.858,0.219,7.587,50.855,11.602
"3603","VIRGINIA","FRANKLIN City",2018,33.114,16.275,3.408,30.766,12.595
"3604","VIRGINIA","WESTMORELAND County",2018,53.573,27.061,0.069,3.001,5.149
"3605","VIRGINIA","LANCASTER County",2018,54.934,19.211,0.098,2.993,7.121
"3606","VIRGINIA","MIDDLESEX County",2018,55.756,21.151,0.105,3.841,5.837
"3607","VIRGINIA","BRUNSWICK County",2018,65.09,10.963,0.052,1.673,3.824
"3608","VIRGINIA","PETERSBURG",2018,29.132,5.516,5.632,41.598,15.715
"3609","VIRGINIA","ESSEX County",2018,55.685,25.338,0.088,1.894,3.609
"3610","VIRGINIA","CAROLINE County",2018,67.493,14.211,0.093,2.215,4.703
"3611","VIRGINIA","ISLE OF WIGHT County",2018,49.031,30.363,0.219,4.486,4.703
"3612","VIRGINIA","EMPORIA",2018,33.321,8.248,5.166,36.434,13.887
"3613","VIRGINIA","COLONIAL HEIGHTS",2018,19.333,0,6.811,55.744,12.705
"3614","VIRGINIA","CHESTERFIELD County",2018,52.663,3.539,1.385,18.198,17.452
"3615","VIRGINIA","NEW KENT County",2018,64.459,9.871,0.086,3.254,6.025
"3616","VIRGINIA","AMELIA County",2018,62.614,20.794,0.03,1.115,4.206
"3617","VIRGINIA","SURRY County",2018,61.152,21.032,0.06,1.221,3.228
"3618","VIRGINIA","WILLIAMSBURG",2018,36.836,0.25,2.613,33.496,24.449
"3619","VIRGINIA","YORK County",2018,46.985,1.824,1.13,16.765,12.281
"3620","VIRGINIA","SUSSEX County",2018,65.616,16.312,0.036,1.849,2.513
"3621","VIRGINIA","POQUOSON",2018,11.79,0.017,0.337,18.811,8.07
"3622","VIRGINIA","MECKLENBURG County",2018,54.224,20.45,0.139,2.482,5.021
"3623","VIRGINIA","MARTINSVILLE",2018,29.068,0.502,5.177,35.214,29.39
"3624","VIRGINIA","NEWPORT NEWS",2018,18.36,0.762,9.138,47.428,14.078
"3625","VIRGINIA","NOTTOWAY County",2018,62.975,17.517,0.236,3.232,5.19
"3626","VIRGINIA","GREENSVILLE County",2018,62.651,17.652,0.104,2.52,2.589
"3627","VIRGINIA","NORTHUMBERLAND County",2018,48.556,26.048,0.046,2.471,6.521
"3628","VIRGINIA","RICHMOND County",2018,58.106,25.28,0.052,1.88,3.913
"3629","VIRGINIA","PRINCE GEORGE County",2018,59.295,13.823,0.342,5.534,4.837
"3630","VIRGINIA","JAMES CITY County",2018,50.846,5.623,0.807,12.849,12.647
"3631","VIRGINIA","GLOUCESTER County",2018,56.4,10.748,0.135,3.839,5.9
"3632","VIRGINIA","WAYNESBORO",2018,21.178,14.419,5.785,39.394,18.964
"3633","VIRGINIA","HARRISONBURG",2018,6.037,9.881,9.267,57.031,17.574
"3634","VIRGINIA","STAUNTON",2018,16.223,26.614,2.86,32.774,20.51
"3635","VIRGINIA","LYNCHBURG",2018,32.655,3.666,4.206,33.041,24.712
"3636","VIRGINIA","FREDERICKSBURG",2018,22.117,1.042,6.536,53.885,15.032
"3637","VIRGINIA","FALLS CHURCH",2018,0.392,0,10.209,57.351,32.048
"3638","VIRGINIA","MANASSAS City",2018,2.793,2.33,9.715,68.838,16.053
"3639","VIRGINIA","MANASSAS PARK",2018,14.273,0.72,5.67,56.951,22.375
"3640","VIRGINIA","FAIRFAX City",2018,3.167,0,8.791,58.374,29.658
"3641","VIRGINIA","BEDFORD City",2018,NA,NA,NA,NA,NA
"3642","VIRGINIA","CHARLES CITY",2018,62.306,14.945,0.051,1.013,3.134
"3643","VIRGINIA","POWHATAN County",2018,67.543,15.752,0.058,1.82,6.797
"3644","VIRGINIA","HOPEWELL",2018,15.239,0.063,10.064,54.951,14.048
"3645","VIRGINIA","ACCOMACK County",2018,28.237,21.65,0.127,3.913,2.74
"3646","VIRGINIA","WINCHESTER",2018,4.235,4.669,11.94,63.517,15.58
"3647","VIRGINIA","NORTON",2018,60.759,0.157,2.802,22.443,11.298
"3648","VIRGINIA","BRISTOL",2018,17.544,6.17,6.864,45.241,23.51
"3649","VIRGINIA","LEXINGTON",2018,6.965,1.305,3.369,51.472,35.877
"3650","VIRGINIA","CUMBERLAND County",2018,64.927,17.528,0.036,0.915,4.209
"3651","VIRGINIA","BUENA VISTA",2018,35.369,7.376,2.497,32.063,16.212
"3652","VIRGINIA","PRINCE EDWARD County",2018,62.323,18.249,0.119,2.156,5.28
"3653","VIRGINIA","GOOCHLAND County",2018,62.335,18.705,0.079,2.852,7.417
"3654","VIRGINIA","GALAX",2018,26.483,13.844,5.24,25.081,28.682
"3655","VIRGINIA","RADFORD",2018,32.497,7.561,2.636,35.234,17.913
"3656","VIRGINIA","FLUVANNA County",2018,66.386,16.437,0.059,1.503,6.32
"3657","MARYLAND","WASHINGTON County",2018,39.056,39.914,0.85,9.452,8.172
"3658","MARYLAND","FREDERICK County",2018,33.736,46.405,0.661,8.839,9.136
"3659","MARYLAND","BALTIMORE County",2018,35.034,21.477,2.546,21.692,14.639
"3660","MARYLAND","HARFORD County",2018,40.004,29.144,1.012,11.687,11.886
"3661","MARYLAND","CECIL County",2018,36.88,36.191,0.574,7.289,9.201
"3662","MARYLAND","MONTGOMERY County",2018,29.358,22.212,1.673,23.562,20.752
"3663","MARYLAND","HOWARD County",2018,31.382,23.914,1.919,21.542,20.372
"3664","MARYLAND","BALTIMORE CITY",2018,4.079,0.082,25.609,53.848,10.721
"3665","MARYLAND","CARROLL County",2018,27.926,49.861,0.407,8.623,11.975
"3666","MARYLAND","PRINCE GEORGE'S County",2018,37.762,8.817,2.775,30.519,14.205
"3667","MARYLAND","ANNE ARUNDEL County",2018,37.655,9.017,2.419,25.889,14.96
"3668","MARYLAND","GARRETT County",2018,70.925,16.857,0.052,1.985,4.882
"3669","MARYLAND","ALLEGANY County",2018,76.295,8.915,0.44,5.052,6.006
"3670","MARYLAND","CALVERT County",2018,54.206,11.468,0.375,7.554,12.513
"3671","MARYLAND","ST. MARY'S County",2018,49.32,19.309,0.531,7.418,8.556
"3672","MARYLAND","TALBOT County",2018,24.12,46.521,0.259,5.837,5.934
"3673","MARYLAND","CAROLINE County",2018,31.484,55.146,0.162,5.153,4.827
"3674","MARYLAND","QUEEN ANNE'S County",2018,25.831,54.185,0.214,5.801,6.058
"3675","MARYLAND","CHARLES County",2018,61.735,13.254,0.381,7.51,7.788
"3676","MARYLAND","KENT County",2018,24.377,58.039,0.134,3.661,4.478
"3677","MARYLAND","WORCESTER County",2018,42.291,23.45,0.612,4.42,3.473
"3678","MARYLAND","WICOMICO County",2018,44.102,30.651,0.684,9.076,6.266
"3679","MARYLAND","DORCHESTER County",2018,33,27.493,0.164,3.444,2.447
"3680","MARYLAND","SOMERSET County",2018,41.175,19.595,0.133,3.508,3.322
"3681","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA",2019,7.754,0.063,12.886,56.762,12.945
"3682","VIRGINIA","WYTHE County",2019,53.808,36.966,0.171,2.444,5.457
"3683","VIRGINIA","CAMPBELL County",2019,52.365,24.653,0.226,3.592,6.999
"3684","VIRGINIA","TAZEWELL County",2019,69.556,20.634,0.158,2.521,5.464
"3685","VIRGINIA","CARROLL County",2019,60.427,28.238,0.05,1.475,7.542
"3686","VIRGINIA","CRAIG County",2019,84.155,11.059,0.002,0.387,3.416
"3687","VIRGINIA","PULASKI County",2019,56.2,28.813,0.324,4.353,6.878
"3688","VIRGINIA","ROANOKE County",2019,67.129,8.979,0.55,9.342,12.742
"3689","VIRGINIA","MONTGOMERY County",2019,60.802,22.481,0.447,6.74,8.313
"3690","VIRGINIA","ARLINGTON County",2019,2.889,0,11.503,63.966,21.018
"3691","VIRGINIA","PITTSYLVANIA County",2019,53.556,26.876,0.075,2.377,5.945
"3692","VIRGINIA","HIGHLAND County",2019,79.116,16.654,0.006,0.255,2.519
"3693","VIRGINIA","ROCKBRIDGE County",2019,68.604,23.419,0.074,1.684,5.144
"3694","VIRGINIA","SMYTH County",2019,67.699,24.13,0.164,1.959,5.084
"3695","VIRGINIA","RAPPAHANNOCK County",2019,67.733,27.71,0.003,0.451,3.461
"3696","VIRGINIA","BLAND County",2019,77.589,17.482,0.013,0.693,3.118
"3697","VIRGINIA","GILES County",2019,79.061,13.051,0.111,1.712,4.537
"3698","VIRGINIA","SPOTSYLVANIA County",2019,60.255,12.28,0.43,6.795,8.68
"3699","VIRGINIA","WISE County",2019,75.796,3.53,0.127,3.084,5.616
"3700","VIRGINIA","FREDERICK County",2019,53.29,30.109,0.574,6.807,7.708
"3701","VIRGINIA","SHENANDOAH County",2019,59.534,30.172,0.137,3.205,5.983
"3702","VIRGINIA","PATRICK County",2019,73.623,15.463,0.03,0.865,6.028
"3703","VIRGINIA","NELSON County",2019,75.524,13.45,0.014,0.865,4.817
"3704","VIRGINIA","ALBEMARLE County",2019,63.345,22.359,0.167,2.783,7.182
"3705","VIRGINIA","GREENE County",2019,65.374,23.553,0.096,2.135,7.459
"3706","VIRGINIA","MADISON County",2019,60.972,32.716,0.029,0.75,4.491
"3707","VIRGINIA","PAGE County",2019,65.879,23.889,0.09,2.842,5.86
"3708","VIRGINIA","STAFFORD County",2019,61.342,8.616,0.629,11.078,11.447
"3709","VIRGINIA","ALLEGHANY County",2019,88.381,4.762,0.089,1.752,3.462
"3710","VIRGINIA","WARREN County",2019,62.209,21.602,0.461,4.939,9.103
"3711","VIRGINIA","SCOTT County",2019,72.243,17.649,0.044,1.259,5.401
"3712","VIRGINIA","ROCKINGHAM County",2019,56.837,32.943,0.172,3.632,5.601
"3713","VIRGINIA","APPOMATTOX County",2019,57.679,22.618,0.052,1.487,5.205
"3714","VIRGINIA","LOUDOUN County",2019,32.188,40.629,1.524,15.162,9.271
"3715","VIRGINIA","RUSSELL County",2019,61.452,29.094,0.056,1.775,5.176
"3716","VIRGINIA","DICKENSON County",2019,86.783,2.935,0.015,1.024,4.924
"3717","VIRGINIA","AUGUSTA County",2019,56.792,34.093,0.153,2.788,5.537
"3718","VIRGINIA","ORANGE County",2019,53.79,33.68,0.135,1.767,6.078
"3719","VIRGINIA","BUCHANAN County",2019,89.675,0.577,0.033,1.681,3.824
"3720","VIRGINIA","HENRY County",2019,66.534,12.469,0.446,4.395,8.231
"3721","VIRGINIA","FRANKLIN County",2019,61.836,23.026,0.09,1.935,7.044
"3722","VIRGINIA","SOUTHAMPTON County",2019,56.166,28.707,0.028,1.999,2.869
"3723","VIRGINIA","LEE County",2019,65.293,22.056,0.033,1.741,6.408
"3724","VIRGINIA","BEDFORD County",2019,58.56,26.432,0.095,2.349,7.314
"3725","VIRGINIA","FAUQUIER County",2019,47.454,42.521,0.09,2.329,5.87
"3726","VIRGINIA","CULPEPER County",2019,46.038,41.441,0.184,2.556,6.033
"3727","VIRGINIA","KING WILLIAM County",2019,58.606,21.213,0.1,1.735,3.816
"3728","VIRGINIA","CLARKE County",2019,37.112,53.21,0.077,2.529,5.906
"3729","VIRGINIA","FAIRFAX County",2019,28.743,1.818,3.246,37.652,25.756
"3730","VIRGINIA","AMHERST County",2019,74.84,13.977,0.07,1.797,5.359
"3731","VIRGINIA","BOTETOURT County",2019,73.517,16.574,0.117,2.283,5.619
"3732","VIRGINIA","BATH County",2019,88.882,6.178,0.008,0.4,2.432
"3733","VIRGINIA","GRAYSON County",2019,64.19,26.001,0.023,0.725,5.595
"3734","VIRGINIA","LOUISA County",2019,62.068,16.927,0.11,1.86,6.046
"3735","VIRGINIA","DINWIDDIE County",2019,62.117,14.137,0.148,2.834,4.444
"3736","VIRGINIA","HALIFAX County",2019,61.077,21.203,0.115,1.711,4.546
"3737","VIRGINIA","KING AND QUEEN County",2019,63.803,17.463,0.012,0.931,3.157
"3738","VIRGINIA","PRINCE WILLIAM County",2019,44.143,14.436,1.719,21.938,14.275
"3739","VIRGINIA","CHESAPEAKE",2019,49.49,20.119,1.879,17.229,6.039
"3740","VIRGINIA","VIRGINIA BEACH",2019,21.787,11.854,3.277,27.809,7.463
"3741","VIRGINIA","NORFOLK",2019,2.538,0.019,19.453,58.727,8.219
"3742","VIRGINIA","CHARLOTTE County",2019,59.924,21.172,0.026,1.091,4.281
