"","State","County","Year","Forest","Agriculture","Urban","Suburban","Rural"
"1273","MARYLAND","CAROLINE County",2003,31.127,56.857,0.111,4.273,4.254
"1274","MARYLAND","QUEEN ANNE'S County",2003,25.519,56.289,0.144,4.864,5.364
"1275","MARYLAND","CHARLES County",2003,62.665,14.079,0.266,5.789,7.177
"1276","MARYLAND","KENT County",2003,24.073,59.256,0.112,3.249,3.97
"1277","MARYLAND","WORCESTER County",2003,41.804,24.567,0.548,3.812,3.259
"1278","MARYLAND","WICOMICO County",2003,42.75,33.012,0.584,7.74,5.735
"1279","MARYLAND","DORCHESTER County",2003,33.118,28.382,0.136,3.025,2.286
"1280","MARYLAND","SOMERSET County",2003,40.057,20.528,0.093,3.122,3.11
"1281","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA",2004,7.945,0.104,12.202,56.39,13.633
"1282","VIRGINIA","WYTHE County",2004,54.016,37.551,0.126,2.206,5.028
"1283","VIRGINIA","CAMPBELL County",2004,58.708,24.699,0.182,3.181,6.718
"1284","VIRGINIA","TAZEWELL County",2004,70.742,20.89,0.146,2.384,5.132
"1285","VIRGINIA","CARROLL County",2004,61.567,28.655,0.038,1.205,7.162
"1286","VIRGINIA","CRAIG County",2004,84.551,11.154,0.002,0.338,3.315
"1287","VIRGINIA","PULASKI County",2004,56.419,29.497,0.268,4.024,6.4
"1288","VIRGINIA","ROANOKE County",2004,68.252,9.762,0.48,8.478,12.357
"1289","VIRGINIA","MONTGOMERY County",2004,61.465,23.496,0.388,5.881,7.866
"1290","VIRGINIA","ARLINGTON County",2004,2.919,0,11.065,63.669,21.72
"1291","VIRGINIA","PITTSYLVANIA County",2004,57.029,27.05,0.055,2.1,5.698
"1292","VIRGINIA","HIGHLAND County",2004,79.189,16.74,0.005,0.233,2.394
"1293","VIRGINIA","ROCKBRIDGE County",2004,68.752,23.891,0.063,1.52,4.735
"1294","VIRGINIA","SMYTH County",2004,68.31,24.331,0.149,1.861,4.789
"1295","VIRGINIA","RAPPAHANNOCK County",2004,68.078,27.826,0.003,0.415,3.257
"1296","VIRGINIA","BLAND County",2004,78.28,17.582,0.008,0.635,2.984
"1297","VIRGINIA","GILES County",2004,79.628,13.236,0.093,1.638,4.281
"1298","VIRGINIA","SPOTSYLVANIA County",2004,63.695,12.983,0.259,5.444,7.986
"1299","VIRGINIA","WISE County",2004,77.156,3.735,0.101,3.034,5.191
"1300","VIRGINIA","FREDERICK County",2004,54.624,31.748,0.341,5.286,6.961
"1301","VIRGINIA","SHENANDOAH County",2004,59.903,30.731,0.106,2.841,5.651
"1302","VIRGINIA","PATRICK County",2004,75.681,15.667,0.024,0.737,5.82
"1303","VIRGINIA","NELSON County",2004,76.972,13.656,0.012,0.769,4.643
"1304","VIRGINIA","ALBEMARLE County",2004,65.885,22.814,0.123,2.272,6.767
"1305","VIRGINIA","GREENE County",2004,66.496,24.472,0.046,1.623,6.619
"1306","VIRGINIA","MADISON County",2004,61.653,32.981,0.025,0.67,4.147
"1307","VIRGINIA","PAGE County",2004,66.267,24.336,0.075,2.625,5.503
"1308","VIRGINIA","STAFFORD County",2004,65.048,9.543,0.441,8.454,10.236
"1309","VIRGINIA","ALLEGHANY County",2004,88.598,4.814,0.086,1.703,3.361
"1310","VIRGINIA","WARREN County",2004,62.79,22.604,0.348,4.126,8.327
"1311","VIRGINIA","SCOTT County",2004,73.352,17.697,0.041,1.199,5.023
"1312","VIRGINIA","ROCKINGHAM County",2004,57.274,33.906,0.097,2.984,5.156
"1313","VIRGINIA","APPOMATTOX County",2004,63.101,22.443,0.042,1.281,5.055
"1314","VIRGINIA","LOUDOUN County",2004,35.109,45.588,0.826,9.737,7.699
"1315","VIRGINIA","RUSSELL County",2004,62.27,29.39,0.05,1.67,4.658
"1316","VIRGINIA","DICKENSON County",2004,87.408,2.922,0.009,0.937,4.557
"1317","VIRGINIA","AUGUSTA County",2004,57.157,34.794,0.117,2.452,5.042
"1318","VIRGINIA","ORANGE County",2004,55.2,34.037,0.083,1.34,5.718
"1319","VIRGINIA","BUCHANAN County",2004,91.395,0.55,0.026,1.611,3.532
"1320","VIRGINIA","HENRY County",2004,68.652,12.873,0.418,4.198,8.001
"1321","VIRGINIA","FRANKLIN County",2004,64.123,23.229,0.072,1.626,6.591
"1322","VIRGINIA","SOUTHAMPTON County",2004,57.858,29.376,0.02,1.804,2.741
"1323","VIRGINIA","LEE County",2004,66.153,22.124,0.026,1.713,5.876
"1324","VIRGINIA","BEDFORD County",2004,60.102,26.903,0.072,1.968,6.675
"1325","VIRGINIA","FAUQUIER County",2004,48.237,43.375,0.06,1.879,5.217
"1326","VIRGINIA","CULPEPER County",2004,46.689,42.516,0.117,1.95,5.344
"1327","VIRGINIA","KING WILLIAM County",2004,62.288,21.013,0.081,1.379,3.401
"1328","VIRGINIA","CLARKE County",2004,37.424,53.806,0.057,2.151,5.491
"1329","VIRGINIA","FAIRFAX County",2004,29.837,2.537,2.699,36.169,25.825
"1330","VIRGINIA","AMHERST County",2004,75.976,14.168,0.061,1.651,5.091
"1331","VIRGINIA","BOTETOURT County",2004,73.803,17.104,0.088,2.039,5.137
"1332","VIRGINIA","BATH County",2004,89.644,6.231,0.01,0.395,2.355
"1333","VIRGINIA","GRAYSON County",2004,65.101,26.627,0.017,0.637,5.251
"1334","VIRGINIA","LOUISA County",2004,65.781,16.841,0.087,1.359,5.575
"1335","VIRGINIA","DINWIDDIE County",2004,67.604,14.339,0.095,2.562,4.28
"1336","VIRGINIA","HALIFAX County",2004,63.508,21.595,0.103,1.564,4.362
"1337","VIRGINIA","KING AND QUEEN County",2004,64.888,17.226,0.008,0.818,3.029
"1338","VIRGINIA","PRINCE WILLIAM County",2004,47.815,16.698,1.118,17.477,13.323
"1339","VIRGINIA","CHESAPEAKE",2004,50.134,22.351,1.568,15.048,5.851
"1340","VIRGINIA","VIRGINIA BEACH",2004,22.181,13.522,2.827,26.492,7.228
"1341","VIRGINIA","NORFOLK",2004,2.737,0.025,18.73,59.524,7.827
"1342","VIRGINIA","CHARLOTTE County",2004,65.254,21.094,0.018,0.97,4.254
"1343","VIRGINIA","FLOYD County",2004,62.421,29.959,0.013,0.663,6.108
"1344","VIRGINIA","BUCKINGHAM County",2004,70.954,13.391,0.01,0.713,4.005
"1345","VIRGINIA","COVINGTON",2004,38.414,5.779,5.373,34.677,14.031
"1346","VIRGINIA","WASHINGTON County",2004,57.055,33.386,0.145,2.368,6.061
"1347","VIRGINIA","SALEM",2004,9.763,2.843,7.922,49.871,29.583
"1348","VIRGINIA","ROANOKE City",2004,9.233,2.023,10.117,52.115,25.943
"1349","VIRGINIA","DANVILLE",2004,31.884,6.384,4.691,33.605,20.3
"1350","VIRGINIA","CHARLOTTESVILLE",2004,7.247,0.252,6.277,52.516,33.331
"1351","VIRGINIA","KING GEORGE County",2004,63.619,17.899,0.159,2.946,5.828
"1352","VIRGINIA","HANOVER County",2004,61.961,20.874,0.381,5.813,7.297
"1353","VIRGINIA","SALEM City",2004,9.763,2.843,7.922,49.871,29.583
"1354","VIRGINIA","PORTSMOUTH",2004,4.527,1.214,10.163,56.297,7.933
"1355","VIRGINIA","LUNENBURG County",2004,66.61,16.003,0.039,1.066,4.205
"1356","VIRGINIA","SUFFOLK",2004,53.712,25.131,0.356,5.838,4.501
"1357","VIRGINIA","ALEXANDRIA",2004,2.051,0,17.602,64.069,14.218
"1358","VIRGINIA","HENRICO County",2004,36.477,9.413,2.341,28.654,16.753
"1359","VIRGINIA","RICHMOND City",2004,9.249,0.062,10.963,54.132,21.633
"1360","VIRGINIA","NORTHAMPTON County",2004,14.295,22.795,0.058,2.815,1.404
"1361","VIRGINIA","MATHEWS County",2004,55.289,9.941,0.037,2.41,4.465
"1362","VIRGINIA","HAMPTON",2004,11.532,0.37,6.929,50.858,11.251
"1363","VIRGINIA","FRANKLIN City",2004,34.341,18.253,2.896,28.147,11.896
"1364","VIRGINIA","WESTMORELAND County",2004,54.196,27.648,0.053,2.63,4.755
"1365","VIRGINIA","LANCASTER County",2004,55.57,20.276,0.068,2.451,6.262
"1366","VIRGINIA","MIDDLESEX County",2004,55.747,21.961,0.082,3.354,5.047
"1367","VIRGINIA","BRUNSWICK County",2004,67.796,11.21,0.026,1.486,3.875
"1368","VIRGINIA","PETERSBURG",2004,29.923,6.187,5.084,42.459,12.649
"1369","VIRGINIA","ESSEX County",2004,59.593,24.798,0.073,1.58,3.345
"1370","VIRGINIA","CAROLINE County",2004,70.533,14.088,0.059,1.804,4.442
"1371","VIRGINIA","ISLE OF WIGHT County",2004,50.165,31.27,0.178,3.766,4.322
"1372","VIRGINIA","EMPORIA",2004,33.403,9.766,4.381,35.293,13.495
"1373","VIRGINIA","COLONIAL HEIGHTS",2004,19.454,0,6.202,58.62,9.881
"1374","VIRGINIA","CHESTERFIELD County",2004,56.844,3.943,0.994,14.994,16.39
"1375","VIRGINIA","NEW KENT County",2004,67.118,9.887,0.058,2.345,5.394
"1376","VIRGINIA","AMELIA County",2004,66.403,20.177,0.025,0.951,3.974
"1377","VIRGINIA","SURRY County",2004,61.894,21.4,0.052,1.049,3.152
"1378","VIRGINIA","WILLIAMSBURG",2004,39.729,0.317,1.771,30.656,25.038
"1379","VIRGINIA","YORK County",2004,48.029,2.328,0.852,15.074,11.945
"1380","VIRGINIA","SUSSEX County",2004,66.059,16.659,0.027,1.716,2.548
"1381","VIRGINIA","POQUOSON",2004,12.524,0.051,0.248,17.76,8.087
"1382","VIRGINIA","MECKLENBURG County",2004,56.089,20.587,0.095,2.204,4.832
"1383","VIRGINIA","MARTINSVILLE",2004,29.08,0.718,5.279,35.177,29.04
"1384","VIRGINIA","NEWPORT NEWS",2004,19.598,0.851,8.234,46.696,14.168
"1385","VIRGINIA","NOTTOWAY County",2004,66.457,17.567,0.206,2.901,5.065
"1386","VIRGINIA","GREENSVILLE County",2004,65.144,18.696,0.043,2.276,2.549
"1387","VIRGINIA","NORTHUMBERLAND County",2004,50.034,27.051,0.037,2.039,5.744
"1388","VIRGINIA","RICHMOND County",2004,59.356,25.39,0.038,1.656,3.647
"1389","VIRGINIA","PRINCE GEORGE County",2004,60.997,14.611,0.199,4.838,4.402
"1390","VIRGINIA","JAMES CITY County",2004,52.767,6.916,0.547,9.931,12.019
"1391","VIRGINIA","GLOUCESTER County",2004,55.98,11.353,0.106,3.343,5.242
"1392","VIRGINIA","WAYNESBORO",2004,21.221,19.156,5.195,36.284,17.774
"1393","VIRGINIA","HARRISONBURG",2004,7.677,15.255,8.351,50.604,17.915
"1394","VIRGINIA","STAUNTON",2004,17.433,29.933,2.529,29.916,19.761
"1395","VIRGINIA","LYNCHBURG",2004,35.263,4.882,3.725,30.42,24.627
"1396","VIRGINIA","FREDERICKSBURG",2004,25.858,4.65,5.403,47.037,15.512
"1397","VIRGINIA","FALLS CHURCH",2004,0.392,0,9.866,56.632,33.11
"1398","VIRGINIA","MANASSAS City",2004,3.294,3.384,7.882,66.7,18.438
"1399","VIRGINIA","MANASSAS PARK",2004,15.8,1.243,4.569,54.313,24.043
"1400","VIRGINIA","FAIRFAX City",2004,3.297,0,8.385,60.674,27.639
"1401","VIRGINIA","BEDFORD City",2004,NA,NA,NA,NA,NA
"1402","VIRGINIA","CHARLES CITY",2004,63.711,14.996,0.025,0.863,2.9
"1403","VIRGINIA","POWHATAN County",2004,72.139,16.24,0.028,1.272,6.037
"1404","VIRGINIA","HOPEWELL",2004,17.075,0.019,9.827,57.789,9.434
"1405","VIRGINIA","ACCOMACK County",2004,28.167,22.542,0.097,3.485,2.461
"1406","VIRGINIA","WINCHESTER",2004,5.571,6.565,10.804,59.861,17.05
"1407","VIRGINIA","NORTON",2004,61.352,0.319,2.25,22.164,10.777
"1408","VIRGINIA","BRISTOL",2004,18.076,8.112,6.295,44.768,21.999
"1409","VIRGINIA","LEXINGTON",2004,7.325,2.424,2.983,48.875,37.155
"1410","VIRGINIA","CUMBERLAND County",2004,71.277,17.482,0.026,0.776,4.1
"1411","VIRGINIA","BUENA VISTA",2004,41.42,9.904,2.326,31.016,13.669
"1412","VIRGINIA","PRINCE EDWARD County",2004,66.772,18.415,0.091,1.924,5.109
"1413","VIRGINIA","GOOCHLAND County",2004,65.529,18.808,0.044,2.199,6.843
"1414","VIRGINIA","GALAX",2004,27.198,15.957,5.003,24.709,26.838
"1415","VIRGINIA","RADFORD",2004,33.269,8.167,2.476,34.163,17.778
"1416","VIRGINIA","FLUVANNA County",2004,71.19,16.612,0.037,1.133,6.089
"1417","MARYLAND","WASHINGTON County",2004,39.256,41.552,0.703,8.574,7.452
"1418","MARYLAND","FREDERICK County",2004,33.92,48.621,0.516,7.569,8.228
"1419","MARYLAND","BALTIMORE County",2004,35.527,22.872,2.318,20.914,13.644
"1420","MARYLAND","HARFORD County",2004,40.354,31.029,0.76,10.427,10.917
"1421","MARYLAND","CECIL County",2004,37.369,37.884,0.399,6.384,8.073
"1422","MARYLAND","MONTGOMERY County",2004,29.779,24.419,1.446,22.086,19.806
"1423","MARYLAND","HOWARD County",2004,32.585,27.714,1.425,19.3,18.058
"1424","MARYLAND","BALTIMORE CITY",2004,4.201,0.088,25.327,54.581,9.863
"1425","MARYLAND","CARROLL County",2004,27.947,52.398,0.329,7.825,10.392
"1426","MARYLAND","PRINCE GEORGE'S County",2004,39.647,10.509,2.331,27.858,13.655
"1427","MARYLAND","ANNE ARUNDEL County",2004,38.851,9.858,1.987,24.342,14.398
"1428","MARYLAND","GARRETT County",2004,71.881,17.041,0.036,1.629,4.756
"1429","MARYLAND","ALLEGANY County",2004,76.991,9.068,0.416,4.869,5.858
"1430","MARYLAND","CALVERT County",2004,54.574,12.766,0.219,6.283,11.322
"1431","MARYLAND","ST. MARY'S County",2004,49.575,20.796,0.453,6.159,7.33
"1432","MARYLAND","TALBOT County",2004,23.658,48.725,0.211,5.167,5.01
"1433","MARYLAND","CAROLINE County",2004,31.1,56.815,0.114,4.403,4.198
"1434","MARYLAND","QUEEN ANNE'S County",2004,25.523,56.203,0.15,4.983,5.335
"1435","MARYLAND","CHARLES County",2004,62.494,14.072,0.279,6.077,7.124
"1436","MARYLAND","KENT County",2004,24.084,59.24,0.116,3.304,3.95
"1437","MARYLAND","WORCESTER County",2004,41.723,24.518,0.557,3.888,3.227
"1438","MARYLAND","WICOMICO County",2004,42.728,32.889,0.591,7.895,5.697
"1439","MARYLAND","DORCHESTER County",2004,33.213,28.349,0.141,3.081,2.254
"1440","MARYLAND","SOMERSET County",2004,40.183,20.481,0.098,3.156,3.101
"1441","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA",2005,7.944,0.091,12.226,56.434,13.579
"1442","VIRGINIA","WYTHE County",2005,54.004,37.515,0.13,2.237,5.051
"1443","VIRGINIA","CAMPBELL County",2005,58.73,24.723,0.184,3.235,6.744
"1444","VIRGINIA","TAZEWELL County",2005,70.606,20.878,0.147,2.419,5.152
"1445","VIRGINIA","CARROLL County",2005,61.58,28.625,0.039,1.234,7.179
"1446","VIRGINIA","CRAIG County",2005,84.514,11.152,0.002,0.344,3.323
"1447","VIRGINIA","PULASKI County",2005,56.409,29.406,0.281,4.101,6.428
"1448","VIRGINIA","ROANOKE County",2005,68.073,9.707,0.484,8.619,12.362
"1449","VIRGINIA","MONTGOMERY County",2005,61.393,23.407,0.39,6.008,7.867
"1450","VIRGINIA","ARLINGTON County",2005,2.905,0,11.09,63.734,21.634
"1451","VIRGINIA","PITTSYLVANIA County",2005,56.921,27.062,0.057,2.149,5.707
"1452","VIRGINIA","HIGHLAND County",2005,79.201,16.728,0.005,0.236,2.406
"1453","VIRGINIA","ROCKBRIDGE County",2005,68.765,23.858,0.063,1.54,4.769
"1454","VIRGINIA","SMYTH County",2005,68.286,24.318,0.15,1.875,4.81
"1455","VIRGINIA","RAPPAHANNOCK County",2005,68.026,27.862,0.003,0.42,3.273
"1456","VIRGINIA","BLAND County",2005,78.183,17.587,0.009,0.64,2.997
"1457","VIRGINIA","GILES County",2005,79.639,13.228,0.094,1.645,4.3
"1458","VIRGINIA","SPOTSYLVANIA County",2005,63.731,12.956,0.276,5.686,8.027
"1459","VIRGINIA","WISE County",2005,76.481,3.717,0.101,3.063,5.202
"1460","VIRGINIA","FREDERICK County",2005,54.431,31.57,0.358,5.528,7.03
"1461","VIRGINIA","SHENANDOAH County",2005,59.909,30.681,0.107,2.893,5.669
"1462","VIRGINIA","PATRICK County",2005,75.625,15.668,0.025,0.762,5.835
"1463","VIRGINIA","NELSON County",2005,77.045,13.654,0.012,0.777,4.669
"1464","VIRGINIA","ALBEMARLE County",2005,65.737,22.827,0.129,2.33,6.807
"1465","VIRGINIA","GREENE County",2005,66.373,24.418,0.046,1.683,6.693
"1466","VIRGINIA","MADISON County",2005,61.604,32.983,0.025,0.681,4.178
"1467","VIRGINIA","PAGE County",2005,66.246,24.313,0.076,2.661,5.53
"1468","VIRGINIA","STAFFORD County",2005,64.776,9.419,0.457,8.784,10.391
"1469","VIRGINIA","ALLEGHANY County",2005,88.536,4.809,0.086,1.71,3.371
"1470","VIRGINIA","WARREN County",2005,62.662,22.438,0.353,4.304,8.465
"1471","VIRGINIA","SCOTT County",2005,73.271,17.698,0.041,1.212,5.045
"1472","VIRGINIA","ROCKINGHAM County",2005,57.263,33.805,0.102,3.053,5.208
"1473","VIRGINIA","APPOMATTOX County",2005,62.886,22.524,0.042,1.299,5.072
"1474","VIRGINIA","LOUDOUN County",2005,34.785,45.158,0.872,10.325,7.796
"1475","VIRGINIA","RUSSELL County",2005,62.114,29.391,0.05,1.688,4.671
"1476","VIRGINIA","DICKENSON County",2005,87.298,2.921,0.009,0.947,4.59
"1477","VIRGINIA","AUGUSTA County",2005,57.161,34.729,0.119,2.503,5.074
"1478","VIRGINIA","ORANGE County",2005,55.122,34.026,0.089,1.444,5.766
"1479","VIRGINIA","BUCHANAN County",2005,91.102,0.552,0.026,1.632,3.545
"1480","VIRGINIA","HENRY County",2005,68.572,12.875,0.422,4.226,8.023
"1481","VIRGINIA","FRANKLIN County",2005,63.903,23.241,0.075,1.671,6.639
"1482","VIRGINIA","SOUTHAMPTON County",2005,57.93,29.348,0.021,1.842,2.735
"1483","VIRGINIA","LEE County",2005,66.005,22.112,0.026,1.704,5.943
"1484","VIRGINIA","BEDFORD County",2005,60.113,26.895,0.074,2.013,6.724
"1485","VIRGINIA","FAUQUIER County",2005,48.213,43.308,0.063,1.932,5.274
"1486","VIRGINIA","CULPEPER County",2005,46.762,42.348,0.121,2.08,5.411
"1487","VIRGINIA","KING WILLIAM County",2005,62.625,20.994,0.083,1.406,3.467
"1488","VIRGINIA","CLARKE County",2005,37.374,53.745,0.059,2.218,5.523
"1489","VIRGINIA","FAIRFAX County",2005,29.69,2.446,2.742,36.465,25.74
"1490","VIRGINIA","AMHERST County",2005,75.895,14.172,0.061,1.686,5.101
"1491","VIRGINIA","BOTETOURT County",2005,73.871,17.07,0.089,2.065,5.17
"1492","VIRGINIA","BATH County",2005,89.642,6.228,0.01,0.398,2.363
"1493","VIRGINIA","GRAYSON County",2005,65.053,26.601,0.018,0.651,5.284
"1494","VIRGINIA","LOUISA County",2005,65.561,16.845,0.087,1.423,5.642
"1495","VIRGINIA","DINWIDDIE County",2005,67.463,14.332,0.098,2.576,4.317
"1496","VIRGINIA","HALIFAX County",2005,63.145,21.619,0.104,1.591,4.367
"1497","VIRGINIA","KING AND QUEEN County",2005,64.852,17.246,0.009,0.845,3.037
"1498","VIRGINIA","PRINCE WILLIAM County",2005,46.976,16.281,1.187,18.567,13.429
"1499","VIRGINIA","CHESAPEAKE",2005,50.081,22.172,1.594,15.387,5.768
"1500","VIRGINIA","VIRGINIA BEACH",2005,22.114,13.312,2.877,26.858,7.122
"1501","VIRGINIA","NORFOLK",2005,2.729,0.023,18.831,59.488,7.768
"1502","VIRGINIA","CHARLOTTE County",2005,65.433,21.146,0.019,0.982,4.266
"1503","VIRGINIA","FLOYD County",2005,62.407,29.937,0.014,0.676,6.132
"1504","VIRGINIA","BUCKINGHAM County",2005,71.287,13.436,0.01,0.731,4.009
"1505","VIRGINIA","COVINGTON",2005,37.787,5.732,5.373,34.778,14.168
"1506","VIRGINIA","WASHINGTON County",2005,57.047,33.341,0.147,2.406,6.09
"1507","VIRGINIA","SALEM",2005,9.744,2.714,7.961,50.182,29.387
"1508","VIRGINIA","ROANOKE City",2005,9.19,1.956,10.152,52.253,25.885
"1509","VIRGINIA","DANVILLE",2005,31.996,6.376,4.716,33.734,20.275
"1510","VIRGINIA","CHARLOTTESVILLE",2005,7.025,0.232,6.287,52.728,33.371
"1511","VIRGINIA","KING GEORGE County",2005,63.573,17.783,0.161,3.081,5.905
"1512","VIRGINIA","HANOVER County",2005,61.928,20.782,0.4,5.884,7.415
"1513","VIRGINIA","SALEM City",2005,9.744,2.714,7.961,50.182,29.387
"1514","VIRGINIA","PORTSMOUTH",2005,4.407,0.555,10.225,57.058,7.878
"1515","VIRGINIA","LUNENBURG County",2005,66.204,16.045,0.04,1.075,4.207
"1516","VIRGINIA","SUFFOLK",2005,53.471,24.995,0.366,6.033,4.503
"1517","VIRGINIA","ALEXANDRIA",2005,2.042,0,17.678,64.096,14.123
"1518","VIRGINIA","HENRICO County",2005,36.131,9.34,2.383,28.984,16.895
"1519","VIRGINIA","RICHMOND City",2005,9.104,0.061,11.017,53.756,22.162
"1520","VIRGINIA","NORTHAMPTON County",2005,14.328,22.712,0.059,2.939,1.361
"1521","VIRGINIA","MATHEWS County",2005,55.427,9.841,0.037,2.487,4.479
"1522","VIRGINIA","HAMPTON",2005,11.485,0.359,6.968,50.978,11.167
"1523","VIRGINIA","FRANKLIN City",2005,34.328,18.147,2.928,28.464,11.974
"1524","VIRGINIA","WESTMORELAND County",2005,54.153,27.62,0.054,2.71,4.764
"1525","VIRGINIA","LANCASTER County",2005,55.89,20.167,0.069,2.606,6.297
"1526","VIRGINIA","MIDDLESEX County",2005,55.623,21.899,0.086,3.511,5.012
"1527","VIRGINIA","BRUNSWICK County",2005,68.037,11.192,0.026,1.505,3.879
"1528","VIRGINIA","PETERSBURG",2005,29.992,6.171,5.092,42.061,13.218
"1529","VIRGINIA","ESSEX County",2005,59.696,24.819,0.075,1.606,3.375
"1530","VIRGINIA","CAROLINE County",2005,70.509,14.089,0.061,1.855,4.496
"1531","VIRGINIA","ISLE OF WIGHT County",2005,49.867,31.165,0.186,3.946,4.354
"1532","VIRGINIA","EMPORIA",2005,33.316,9.654,4.503,35.588,13.321
"1533","VIRGINIA","COLONIAL HEIGHTS",2005,19.398,0,6.368,57.712,10.676
"1534","VIRGINIA","CHESTERFIELD County",2005,56.457,3.916,1.018,15.396,16.583
"1535","VIRGINIA","NEW KENT County",2005,67.318,9.884,0.06,2.43,5.461
"1536","VIRGINIA","AMELIA County",2005,66.56,20.187,0.026,0.975,4.013
"1537","VIRGINIA","SURRY County",2005,61.414,21.372,0.055,1.092,3.136
"1538","VIRGINIA","WILLIAMSBURG",2005,39.639,0.317,1.856,30.958,24.755
"1539","VIRGINIA","YORK County",2005,47.801,2.298,0.879,15.381,11.926
"1540","VIRGINIA","SUSSEX County",2005,66.168,16.619,0.027,1.745,2.54
"1541","VIRGINIA","POQUOSON",2005,12.344,0.051,0.255,18.207,7.86
"1542","VIRGINIA","MECKLENBURG County",2005,55.863,20.582,0.098,2.24,4.85
"1543","VIRGINIA","MARTINSVILLE",2005,28.941,0.712,5.295,35.211,29.009
"1544","VIRGINIA","NEWPORT NEWS",2005,19.501,0.832,8.395,46.851,13.985
"1545","VIRGINIA","NOTTOWAY County",2005,66.401,17.603,0.208,2.919,5.082
"1546","VIRGINIA","GREENSVILLE County",2005,65.48,18.661,0.044,2.313,2.558
"1547","VIRGINIA","NORTHUMBERLAND County",2005,49.987,26.952,0.038,2.134,5.76
"1548","VIRGINIA","RICHMOND County",2005,59.371,25.365,0.038,1.683,3.657
"1549","VIRGINIA","PRINCE GEORGE County",2005,61.265,14.536,0.205,4.879,4.484
"1550","VIRGINIA","JAMES CITY County",2005,52.483,6.569,0.599,10.543,12.252
"1551","VIRGINIA","GLOUCESTER County",2005,56.057,11.304,0.109,3.429,5.272
"1552","VIRGINIA","WAYNESBORO",2005,21.119,18.395,5.436,36.805,17.912
"1553","VIRGINIA","HARRISONBURG",2005,7.418,14.733,8.457,51.379,17.761
"1554","VIRGINIA","STAUNTON",2005,16.976,29.686,2.536,30.606,19.762
"1555","VIRGINIA","LYNCHBURG",2005,35.001,4.782,3.77,30.774,24.56
"1556","VIRGINIA","FREDERICKSBURG",2005,24.155,3.781,5.536,49.267,15.564
"1557","VIRGINIA","FALLS CHURCH",2005,0.392,0,9.915,56.681,33.012
"1558","VIRGINIA","MANASSAS City",2005,3.185,3.294,8.126,67.184,17.803
"1559","VIRGINIA","MANASSAS PARK",2005,14.873,1.221,4.754,55.588,23.52
"1560","VIRGINIA","FAIRFAX City",2005,3.297,0,8.396,59.738,28.559
"1561","VIRGINIA","BEDFORD City",2005,NA,NA,NA,NA,NA
"1562","VIRGINIA","CHARLES CITY",2005,63.389,14.968,0.038,0.881,2.923
"1563","VIRGINIA","POWHATAN County",2005,72.065,16.216,0.03,1.357,6.122
"1564","VIRGINIA","HOPEWELL",2005,17.072,0.016,9.856,56.93,10.29
"1565","VIRGINIA","ACCOMACK County",2005,28.196,22.492,0.1,3.557,2.446
"1566","VIRGINIA","WINCHESTER",2005,4.932,6.469,11.053,60.778,16.657
"1567","VIRGINIA","NORTON",2005,61.037,0.31,2.595,22.299,10.741
"1568","VIRGINIA","BRISTOL",2005,18.04,7.937,6.345,44.988,21.947
"1569","VIRGINIA","LEXINGTON",2005,7.351,2.384,2.983,49.021,37.049
"1570","VIRGINIA","CUMBERLAND County",2005,71.214,17.473,0.026,0.786,4.124
"1571","VIRGINIA","BUENA VISTA",2005,41.265,9.439,2.378,31.33,14.02
"1572","VIRGINIA","PRINCE EDWARD County",2005,66.781,18.395,0.092,1.949,5.147
"1573","VIRGINIA","GOOCHLAND County",2005,64.852,18.801,0.047,2.263,6.946
"1574","VIRGINIA","GALAX",2005,27.178,15.835,5.007,24.88,26.826
"1575","VIRGINIA","RADFORD",2005,33.222,8.147,2.476,34.36,17.673
"1576","VIRGINIA","FLUVANNA County",2005,70.834,16.608,0.039,1.175,6.121
"1577","MARYLAND","WASHINGTON County",2005,39.218,41.374,0.726,8.688,7.533
"1578","MARYLAND","FREDERICK County",2005,33.88,48.376,0.527,7.716,8.338
"1579","MARYLAND","BALTIMORE County",2005,35.431,22.73,2.332,21.077,13.718
"1580","MARYLAND","HARFORD County",2005,40.278,30.85,0.778,10.582,11.028
"1581","MARYLAND","CECIL County",2005,37.314,37.716,0.421,6.483,8.177
"1582","MARYLAND","MONTGOMERY County",2005,29.705,24.198,1.456,22.293,19.887
"1583","MARYLAND","HOWARD County",2005,32.36,27.403,1.492,19.676,18.122
"1584","MARYLAND","BALTIMORE CITY",2005,4.179,0.087,25.378,54.572,9.851
"1585","MARYLAND","CARROLL County",2005,27.917,52.165,0.336,7.921,10.55
"1586","MARYLAND","PRINCE GEORGE'S County",2005,39.172,10.311,2.359,28.361,13.758
"1587","MARYLAND","ANNE ARUNDEL County",2005,38.724,9.793,2.017,24.544,14.413
"1588","MARYLAND","GARRETT County",2005,71.72,17.021,0.037,1.672,4.764
"1589","MARYLAND","ALLEGANY County",2005,76.931,9.038,0.422,4.903,5.866
"1590","MARYLAND","CALVERT County",2005,54.524,12.642,0.231,6.429,11.42
"1591","MARYLAND","ST. MARY'S County",2005,49.543,20.696,0.461,6.294,7.427
"1592","MARYLAND","TALBOT County",2005,23.609,48.556,0.212,5.28,5.042
"1593","MARYLAND","CAROLINE County",2005,31.086,56.67,0.116,4.572,4.188
