state,county,year,total_road_km,area_km2,road_density_km_per_km2
VA,surry,2018,2183.315057,733.7291221,2.975641815
VA,surry,2019,2183.315057,733.7291221,2.975641815
VA,surry,2020,2180.339105,733.7291221,2.971585888
VA,surry,2021,2180.339105,733.7291221,2.971585888
VA,surry,2022,2180.339105,733.7291221,2.971585888
VA,surry,2023,2180.339105,733.7291221,2.971585888
VA,sussex,2011,4192.049517,1276.541334,3.283912088
VA,sussex,2012,4187.312172,1276.541334,3.28020101
VA,sussex,2013,4196.306679,1276.541334,3.287247008
VA,sussex,2014,4195.408134,1276.541334,3.286543117
VA,sussex,2015,4191.645879,1276.541334,3.283595892
VA,sussex,2016,4191.620954,1276.541334,3.283576367
VA,sussex,2017,4191.723434,1276.541334,3.283656646
VA,sussex,2018,4124.510608,1276.541334,3.231004355
VA,sussex,2019,4124.510608,1276.541334,3.231004355
VA,sussex,2020,4123.589525,1276.541334,3.230282809
VA,sussex,2021,4123.589525,1276.541334,3.230282809
VA,sussex,2022,4123.589525,1276.541334,3.230282809
VA,sussex,2023,4123.589525,1276.541334,3.230282809
MD,talbot,2011,2742.048442,796.2273445,3.443800896
MD,talbot,2012,2713.662313,796.2273445,3.408150112
MD,talbot,2013,2661.770549,796.2273445,3.342978068
MD,talbot,2014,2661.163382,796.2273445,3.342215513
MD,talbot,2015,2658.484774,796.2273445,3.338851388
MD,talbot,2016,2653.931876,796.2273445,3.3331333
MD,talbot,2017,2653.471001,796.2273445,3.332554477
MD,talbot,2018,2566.396768,796.2273445,3.22319597
MD,talbot,2019,2565.262051,796.2273445,3.221770853
MD,talbot,2020,2567.645298,796.2273445,3.224764027
MD,talbot,2021,2567.645298,796.2273445,3.224764027
MD,talbot,2022,2567.645298,796.2273445,3.224764027
MD,talbot,2023,2567.663702,796.2273445,3.224787141
VA,tazewell,2011,4436.763325,1346.086916,3.296045205
VA,tazewell,2012,4647.615105,1346.086916,3.452685744
VA,tazewell,2013,4638.902185,1346.086916,3.446212968
VA,tazewell,2014,4633.100679,1346.086916,3.441903063
VA,tazewell,2015,4633.093801,1346.086916,3.441897954
VA,tazewell,2016,4633.093801,1346.086916,3.441897954
VA,tazewell,2017,4630.053745,1346.086916,3.439639514
VA,tazewell,2018,4592.464814,1346.086916,3.41171492
VA,tazewell,2019,4586.933942,1346.086916,3.407606068
VA,tazewell,2020,4585.508944,1346.086916,3.406547445
VA,tazewell,2021,4585.508944,1346.086916,3.406547445
VA,tazewell,2022,4585.508944,1346.086916,3.406547445
VA,tazewell,2023,4585.508944,1346.086916,3.406547445
VA,virginia beach,2011,4450.336147,794.4378575,5.601868169
VA,virginia beach,2012,4449.560721,794.4378575,5.600892101
VA,virginia beach,2013,4259.749754,794.4378575,5.361967225
VA,virginia beach,2014,4328.850651,794.4378575,5.448948095
VA,virginia beach,2015,4312.725271,794.4378575,5.428650246
VA,virginia beach,2016,4300.839996,794.4378575,5.413689637
VA,virginia beach,2017,4300.495618,794.4378575,5.41325615
VA,virginia beach,2018,4274.001327,794.4378575,5.379906416
VA,virginia beach,2019,4258.679836,794.4378575,5.360620464
VA,virginia beach,2020,4273.425916,794.4378575,5.379182116
VA,virginia beach,2021,4273.425916,794.4378575,5.379182116
VA,virginia beach,2022,4273.262239,794.4378575,5.378976088
VA,virginia beach,2023,4273.262239,794.4378575,5.378976088
VA,warren,2011,2488.789659,564.4675748,4.409092339
VA,warren,2012,2488.053541,564.4675748,4.407788245
VA,warren,2013,2437.218151,564.4675748,4.317729238
VA,warren,2014,2454.926587,564.4675748,4.349101165
VA,warren,2015,2454.927158,564.4675748,4.349102177
VA,warren,2016,2454.769952,564.4675748,4.348823674
VA,warren,2017,2457.069756,564.4675748,4.352897962
VA,warren,2018,2419.902862,564.4675748,4.287053801
VA,warren,2019,2422.078522,564.4675748,4.290908159
VA,warren,2020,2420.444253,564.4675748,4.28801292
VA,warren,2021,2420.736956,564.4675748,4.288531466
VA,warren,2022,2399.060313,564.4675748,4.250129539
VA,warren,2023,2399.060313,564.4675748,4.250129539
MD,washington,2011,4603.142045,1210.564773,3.802474803
MD,washington,2012,4545.914225,1210.564773,3.755201149
MD,washington,2013,4510.787904,1210.564773,3.726184676
MD,washington,2014,4501.98747,1210.564773,3.718914983
MD,washington,2015,4501.722456,1210.564773,3.718696065
MD,washington,2016,4500.086532,1210.564773,3.717344692
MD,washington,2017,4503.523247,1210.564773,3.720183627
MD,washington,2018,4406.791103,1210.564773,3.640277003
MD,washington,2019,4418.747723,1210.564773,3.650153898
MD,washington,2020,4421.412759,1210.564773,3.65235538
MD,washington,2021,4421.396319,1210.564773,3.652341799
MD,washington,2022,4421.397218,1210.564773,3.652342541
MD,washington,2023,4421.159761,1210.564773,3.652146387
VA,washington,2011,5641.811176,1466.563788,3.846959281
VA,washington,2012,5624.106225,1466.563788,3.834886877
VA,washington,2013,5618.311324,1466.563788,3.830935532
VA,washington,2014,5614.697123,1466.563788,3.82847113
VA,washington,2015,5628.339648,1466.563788,3.837773504
VA,washington,2016,5628.206328,1466.563788,3.837682598
VA,washington,2017,5635.065752,1466.563788,3.842359806
VA,washington,2018,5592.994176,1466.563788,3.813672629
VA,washington,2019,5593.168525,1466.563788,3.813791511
VA,washington,2020,5586.302374,1466.563788,3.809109716
VA,washington,2021,5586.302374,1466.563788,3.809109716
VA,washington,2022,5557.558971,1466.563788,3.789510567
VA,washington,2023,5557.558971,1466.563788,3.789510567
VA,waynesboro,2011,424.5272977,39.0900367,10.86024301
VA,waynesboro,2012,422.3977025,39.0900367,10.80576378
VA,waynesboro,2013,418.7668207,39.0900367,10.71287868
VA,waynesboro,2014,421.4183573,39.0900367,10.7807102
VA,waynesboro,2015,425.1053745,39.0900367,10.87503135
VA,waynesboro,2016,425.1053745,39.0900367,10.87503135
VA,waynesboro,2017,422.0671411,39.0900367,10.79730736
VA,waynesboro,2018,409.0799331,39.0900367,10.46506905
VA,waynesboro,2019,409.3961815,39.0900367,10.4731593
VA,waynesboro,2020,408.6139496,39.0900367,10.45314827
VA,waynesboro,2021,408.6139496,39.0900367,10.45314827
VA,waynesboro,2022,408.6139496,39.0900367,10.45314827
VA,waynesboro,2023,408.6139496,39.0900367,10.45314827
VA,westmoreland,2011,2250.963801,631.2850991,3.565684988
VA,westmoreland,2012,2249.243539,631.2850991,3.562959972
VA,westmoreland,2013,2246.260168,631.2850991,3.558234103
VA,westmoreland,2014,2246.69541,631.2850991,3.558923556
VA,westmoreland,2015,2246.353161,631.2850991,3.558381409
VA,westmoreland,2016,2244.726425,631.2850991,3.555804546
VA,westmoreland,2017,2244.746429,631.2850991,3.555836234
VA,westmoreland,2018,2206.943743,631.2850991,3.49595412
VA,westmoreland,2019,2206.943743,631.2850991,3.49595412
VA,westmoreland,2020,2206.033086,631.2850991,3.494511576
VA,westmoreland,2021,2206.033086,631.2850991,3.494511576
VA,westmoreland,2022,2195.237252,631.2850991,3.477410214
VA,westmoreland,2023,2195.237252,631.2850991,3.477410214
MD,wicomico,2011,3819.105639,995.8391026,3.835062942
MD,wicomico,2012,3791.350968,995.8391026,3.807192304
MD,wicomico,2013,3725.190399,995.8391026,3.740755298
MD,wicomico,2014,3724.141255,995.8391026,3.739701771
MD,wicomico,2015,3725.64083,995.8391026,3.741207611
MD,wicomico,2016,3696.130652,995.8391026,3.711574131
MD,wicomico,2017,3699.449701,995.8391026,3.714907048
MD,wicomico,2018,3491.298428,995.8391026,3.50588606
MD,wicomico,2019,3482.676587,995.8391026,3.497228195
MD,wicomico,2020,3480.653689,995.8391026,3.495196844
MD,wicomico,2021,3480.666277,995.8391026,3.495209484
MD,wicomico,2022,3481.767893,995.8391026,3.496315704
MD,wicomico,2023,3480.505075,995.8391026,3.495047609
VA,williamsburg,2011,230.4679086,23.58011264,9.773825598
VA,williamsburg,2012,229.4224457,23.58011264,9.729488961
VA,williamsburg,2013,205.8366706,23.58011264,8.729248825
VA,williamsburg,2014,205.8366706,23.58011264,8.729248825
VA,williamsburg,2015,206.6942708,23.58011264,8.765618466
VA,williamsburg,2016,206.6942708,23.58011264,8.765618466
VA,williamsburg,2017,207.3375453,23.58011264,8.792898849
VA,williamsburg,2018,205.0021211,23.58011264,8.693856734
VA,williamsburg,2019,204.7780024,23.58011264,8.684352171
VA,williamsburg,2020,205.7109238,23.58011264,8.723916076
VA,williamsburg,2021,205.7109238,23.58011264,8.723916076
VA,williamsburg,2022,205.7109238,23.58011264,8.723916076
VA,williamsburg,2023,205.7109238,23.58011264,8.723916076
VA,winchester,2011,307.3601435,23.82937873,12.89836999
VA,winchester,2012,307.07334,23.82937873,12.88633428
VA,winchester,2013,306.9814731,23.82937873,12.88247908
VA,winchester,2014,303.5013454,23.82937873,12.73643551
VA,winchester,2015,303.5021054,23.82937873,12.7364674
VA,winchester,2016,303.5021054,23.82937873,12.7364674
VA,winchester,2017,303.3653355,23.82937873,12.73072785
VA,winchester,2018,290.1584088,23.82937873,12.1764991
VA,winchester,2019,290.0163862,23.82937873,12.17053913
VA,winchester,2020,292.637381,23.82937873,12.28052919
VA,winchester,2021,292.637381,23.82937873,12.28052919
VA,winchester,2022,292.637381,23.82937873,12.28052919
VA,winchester,2023,292.637381,23.82937873,12.28052919
VA,wise,2011,4356.297257,1050.332754,4.147540141
VA,wise,2012,4362.768822,1050.332754,4.153701584
VA,wise,2013,4360.347121,1050.332754,4.151395932
VA,wise,2014,4367.401841,1050.332754,4.158112585
VA,wise,2015,4369.0559,1050.332754,4.15968738
VA,wise,2016,4368.579599,1050.332754,4.159233904
VA,wise,2017,4369.649408,1050.332754,4.160252447
VA,wise,2018,4296.431709,1050.332754,4.090543396
VA,wise,2019,4297.248458,1050.332754,4.091321006
VA,wise,2020,4297.722597,1050.332754,4.091772424
VA,wise,2021,4297.722597,1050.332754,4.091772424
VA,wise,2022,4293.7481,1050.332754,4.087988388
VA,wise,2023,4293.7481,1050.332754,4.087988388
MD,worcester,2011,3565.943772,1513.631823,2.355885836
MD,worcester,2012,3561.224877,1513.631823,2.352768238
MD,worcester,2013,3559.959775,1513.631823,2.351932432
MD,worcester,2014,3559.749572,1513.631823,2.351793559
MD,worcester,2015,3559.221203,1513.631823,2.351444485
MD,worcester,2016,3556.065733,1513.631823,2.349359784
MD,worcester,2017,3556.052007,1513.631823,2.349350716
MD,worcester,2018,3438.204528,1513.631823,2.271493289
MD,worcester,2019,3438.969975,1513.631823,2.271998991
MD,worcester,2020,3425.74042,1513.631823,2.263258718
MD,worcester,2021,3425.740405,1513.631823,2.263258708
MD,worcester,2022,3425.740405,1513.631823,2.263258708
MD,worcester,2023,3425.451536,1513.631823,2.263067864
VA,wythe,2011,4225.52807,1203.635813,3.510636709
VA,wythe,2012,4222.259758,1203.635813,3.507921343
VA,wythe,2013,4216.270748,1203.635813,3.502945577
VA,wythe,2014,4211.830657,1203.635813,3.499256679
VA,wythe,2015,4211.058629,1203.635813,3.498615265
VA,wythe,2016,4198.965961,1203.635813,3.488568482
VA,wythe,2017,4199.612999,1203.635813,3.489106052
VA,wythe,2018,4172.231996,1203.635813,3.466357474
VA,wythe,2019,4170.052987,1203.635813,3.464547118
VA,wythe,2020,4165.76255,1203.635813,3.460982554
VA,wythe,2021,4165.76255,1203.635813,3.460982554
VA,wythe,2022,4070.669292,1203.635813,3.381977545
VA,wythe,2023,4070.669292,1203.635813,3.381977545
VA,york,2011,1745.194811,323.0123229,5.402873782
VA,york,2012,1740.597162,323.0123229,5.388640119
VA,york,2013,1736.419858,323.0123229,5.375707783
VA,york,2014,1731.937241,323.0123229,5.361830241
VA,york,2015,1730.320779,323.0123229,5.356825904
VA,york,2016,1730.32078,323.0123229,5.356825906
VA,york,2017,1731.898082,323.0123229,5.36170901
VA,york,2018,1693.747199,323.0123229,5.243599328
VA,york,2019,1693.811484,323.0123229,5.243798342
VA,york,2020,1699.375634,323.0123229,5.261024158
VA,york,2021,1699.375634,323.0123229,5.261024158
VA,york,2022,1699.188932,323.0123229,5.260446155
VA,york,2023,1699.188932,323.0123229,5.260446155
