"","State","County","Year","Area","Length","Road.Density"
"61","VIRGINIA","ROANOKE City",2016,1346.58343116086,1549.08459313924,1.15038144484209
"62","VIRGINIA","SALEM City",2016,1346.58343116086,479.628087444431,0.356181485933592
"63","VIRGINIA","RICHMOND City",2016,1346.58343116086,2086.73862103199,1.54965416382188
"64","VIRGINIA","FRANKLIN City",2016,1346.58343116086,158.646599708326,0.11781416289339
"65","VIRGINIA","RICHMOND County",2016,1346.58343116086,1448.59084201627,1.07575275953564
"66","VIRGINIA","FAIRFAX City",2016,1346.58343116086,218.915160302525,0.162570810865987
"67","VIRGINIA","ROANOKE County",2017,1346.58343116086,3532.50258124299,2.62330762394551
"68","VIRGINIA","FRANKLIN County",2017,1346.58343116086,7229.86815565607,5.36904582987728
"69","VIRGINIA","BEDFORD County",2017,1346.58343116086,7872.74684060167,5.84646050027122
"70","VIRGINIA","FAIRFAX County",2017,1346.58343116086,9255.23855909313,6.87312671827127
"71","VIRGINIA","SALEM",2017,1346.58343116086,473.027465413502,0.351279730960089
"72","VIRGINIA","ROANOKE City",2017,1346.58343116086,1558.24227681688,1.1571821253389
"73","VIRGINIA","SALEM City",2017,1346.58343116086,473.027465413502,0.351279730960089
"74","VIRGINIA","RICHMOND City",2017,1346.58343116086,2099.78261452547,1.559340896327
"75","VIRGINIA","FRANKLIN City",2017,1346.58343116086,158.407739615034,0.117636780573242
"76","VIRGINIA","RICHMOND County",2017,1346.58343116086,1448.59084201627,1.07575275953564
"77","VIRGINIA","FAIRFAX City",2017,1346.58343116086,219.348053889443,0.16289228636977
"78","VIRGINIA","ROANOKE County",2018,1346.58343116086,3500.10505685422,2.59924856927495
"79","VIRGINIA","FRANKLIN County",2018,1346.58343116086,6974.64588379377,5.17951262609928
"80","VIRGINIA","BEDFORD County",2018,1346.58343116086,7781.82994793757,5.77894378310374
"81","VIRGINIA","FAIRFAX County",2018,1346.58343116086,9227.32947266481,6.85240086810671
"82","VIRGINIA","SALEM",2018,1346.58343116086,459.380731526353,0.341145391288774
"83","VIRGINIA","ROANOKE City",2018,1346.58343116086,1520.12968983244,1.1288789499823
"84","VIRGINIA","SALEM City",2018,1346.58343116086,459.380731526353,0.341145391288774
"85","VIRGINIA","RICHMOND City",2018,1346.58343116086,2097.65413849304,1.55776024712015
"86","VIRGINIA","FRANKLIN City",2018,1346.58343116086,153.914394369774,0.114299931818623
"87","VIRGINIA","RICHMOND County",2018,1346.58343116086,1433.65575597856,1.06466166358711
"88","VIRGINIA","FAIRFAX City",2018,1346.58343116086,218.127916823551,0.161986187989487
"89","VIRGINIA","ROANOKE County",2019,1346.58343116086,3502.6743898941,2.6011566077822
"90","VIRGINIA","FRANKLIN County",2019,1346.58343116086,6974.58056633684,5.17946412003911
"91","VIRGINIA","BEDFORD County",2019,1346.58343116086,7786.11905246263,5.78212895858252
"92","VIRGINIA","FAIRFAX County",2019,1346.58343116086,9232.36692463313,6.85614178148182
"93","VIRGINIA","SALEM",2019,1346.58343116086,458.554903882553,0.340532115033706
"94","VIRGINIA","ROANOKE City",2019,1346.58343116086,1519.52835401686,1.12843238588411
"95","VIRGINIA","SALEM City",2019,1346.58343116086,458.554903882553,0.340532115033706
"96","VIRGINIA","RICHMOND City",2019,1346.58343116086,2098.13159015828,1.55811481235108
"97","VIRGINIA","FRANKLIN City",2019,1346.58343116086,153.914394464598,0.114299931889042
"98","VIRGINIA","RICHMOND County",2019,1346.58343116086,1433.10313652605,1.06425127724214
"99","VIRGINIA","FAIRFAX City",2019,1346.58343116086,218.127916823551,0.161986187989487
"100","VIRGINIA","ROANOKE County",2020,1346.58343116086,3505.52112499578,2.60327065065233
"101","VIRGINIA","FRANKLIN County",2020,1346.58343116086,6938.28999114703,5.15251400736876
"102","VIRGINIA","BEDFORD County",2020,1346.58343116086,7775.92841585706,5.77456118641946
"103","VIRGINIA","FAIRFAX County",2020,1346.58343116086,9239.89056424103,6.86172898791388
"104","VIRGINIA","SALEM",2020,1346.58343116086,458.031617646677,0.3401435121267
"105","VIRGINIA","ROANOKE City",2020,1346.58343116086,1519.674999957,1.1285412881153
"106","VIRGINIA","SALEM City",2020,1346.58343116086,458.031617646677,0.3401435121267
"107","VIRGINIA","RICHMOND City",2020,1346.58343116086,2109.127086286,1.56628028941939
"108","VIRGINIA","FRANKLIN City",2020,1346.58343116086,156.853466242041,0.116482545835887
"109","VIRGINIA","RICHMOND County",2020,1346.58343116086,1432.73125965725,1.06397511398319
"110","VIRGINIA","FAIRFAX City",2020,1346.58343116086,218.634140988092,0.162362120258388
"111","VIRGINIA","ROANOKE County",2021,1346.58343116086,3505.52112499575,2.6032706506523
"112","VIRGINIA","FRANKLIN County",2021,1346.58343116086,6938.28999114697,5.15251400736872
"113","VIRGINIA","BEDFORD County",2021,1346.58343116086,7771.60211595008,5.7713483889003
"114","VIRGINIA","FAIRFAX County",2021,1346.58343116086,9239.89056424112,6.86172898791395
"115","VIRGINIA","SALEM",2021,1346.58343116086,458.031617646668,0.340143512126693
"116","VIRGINIA","ROANOKE City",2021,1346.58343116086,1519.67499995705,1.12854128811534
"117","VIRGINIA","SALEM City",2021,1346.58343116086,458.031617646668,0.340143512126693
"118","VIRGINIA","RICHMOND City",2021,1346.58343116086,2111.16417527368,1.56779307276467
"119","VIRGINIA","FRANKLIN City",2021,1346.58343116086,156.85346624205,0.116482545835894
"120","VIRGINIA","RICHMOND County",2021,1346.58343116086,1432.73125965725,1.06397511398319
"121","VIRGINIA","FAIRFAX City",2021,1346.58343116086,218.634140988052,0.162362120258357
"122","VIRGINIA","ROANOKE County",2022,1346.58343116086,3505.52112499575,2.6032706506523
"123","VIRGINIA","FRANKLIN County",2022,1346.58343116086,6936.41503935842,5.15112163037583
"124","VIRGINIA","BEDFORD County",2022,1346.58343116086,7770.44660499575,5.77049028317318
"125","VIRGINIA","FAIRFAX County",2022,1346.58343116086,9240.11019225637,6.86189208810527
"126","VIRGINIA","SALEM",2022,1346.58343116086,458.031617646668,0.340143512126693
"127","VIRGINIA","ROANOKE City",2022,1346.58343116086,1519.67499995705,1.12854128811534
"128","VIRGINIA","SALEM City",2022,1346.58343116086,458.031617646668,0.340143512126693
"129","VIRGINIA","RICHMOND City",2022,1346.58343116086,2111.17701557656,1.56780260823242
"130","VIRGINIA","FRANKLIN City",2022,1346.58343116086,156.85346624205,0.116482545835894
"131","VIRGINIA","RICHMOND County",2022,1346.58343116086,1432.41428797754,1.06373972442441
"132","VIRGINIA","FAIRFAX City",2022,1346.58343116086,218.601156874295,0.162337625590598
"133","VIRGINIA","ROANOKE County",2023,1346.58343116086,3505.42266660781,2.60319753346873
"134","VIRGINIA","FRANKLIN County",2023,1346.58343116086,6936.41503935842,5.15112163037583
"135","VIRGINIA","BEDFORD County",2023,1346.58343116086,7770.44660499575,5.77049028317318
"136","VIRGINIA","FAIRFAX County",2023,1346.58343116086,9240.11019225637,6.86189208810527
"137","VIRGINIA","SALEM",2023,1346.58343116086,458.031617646668,0.340143512126693
"138","VIRGINIA","ROANOKE City",2023,1346.58343116086,1519.67499995705,1.12854128811534
"139","VIRGINIA","SALEM City",2023,1346.58343116086,458.031617646668,0.340143512126693
"140","VIRGINIA","RICHMOND City",2023,1346.58343116086,2111.17701557656,1.56780260823242
"141","VIRGINIA","FRANKLIN City",2023,1346.58343116086,156.85346624205,0.116482545835894
"142","VIRGINIA","RICHMOND County",2023,1346.58343116086,1432.41428797754,1.06373972442441
"143","VIRGINIA","FAIRFAX City",2023,1346.58343116086,218.601156874295,0.162337625590598
