Year,State,County,Median_Household_Income
2012,Virginia,"Bland County, Virginia",42658
2012,Virginia,"Botetourt County, Virginia",66053
2012,Virginia,"Buckingham County, Virginia",37843
2012,Virginia,"Bristol city, Virginia",30636
2012,Virginia,"Covington city, Virginia",36067
2012,Virginia,"Williamsburg city, Virginia",50865
2012,Virginia,"Virginia Beach city, Virginia",65980
2012,Virginia,"Carroll County, Virginia",33600
2012,Virginia,"Washington County, Virginia",42844
2012,Virginia,"Westmoreland County, Virginia",48672
2012,Virginia,"Page County, Virginia",43745
2012,Virginia,"Pulaski County, Virginia",43072
2012,Virginia,"Alexandria city, Virginia",83996
2012,Virginia,"Danville city, Virginia",30505
2012,Virginia,"Hampton city, Virginia",51584
2012,Virginia,"Amherst County, Virginia",45020
2012,Virginia,"Bath County, Virginia",51528
2012,Virginia,"Buchanan County, Virginia",29821
2012,Virginia,"Newport News city, Virginia",50744
2012,Virginia,"Stafford County, Virginia",96355
2012,Virginia,"Lynchburg city, Virginia",37774
2012,Virginia,"Richmond city, Virginia",39445
2012,Virginia,"Martinsville city, Virginia",28840
2012,Virginia,"Essex County, Virginia",42446
2012,Virginia,"Tazewell County, Virginia",36080
2012,Virginia,"Buena Vista city, Virginia",35921
2012,Virginia,"Manassas Park city, Virginia",71810
2012,Virginia,"Petersburg city, Virginia",35126
2012,Virginia,"Sussex County, Virginia",39603
2012,Virginia,"Fairfax city, Virginia",98563
2012,Virginia,"Manassas city, Virginia",70634
2012,Virginia,"Roanoke city, Virginia",38265
2012,Virginia,"Suffolk city, Virginia",66479
2012,Virginia,"Charlotte County, Virginia",33562
2012,Virginia,"Chesterfield County, Virginia",72363
2012,Virginia,"Greensville County, Virginia",38423
2012,Virginia,"Isle of Wight County, Virginia",64491
2012,Virginia,"Franklin city, Virginia",33447
2012,Virginia,"Charlottesville city, Virginia",44535
2012,Virginia,"Henrico County, Virginia",61300
2012,Virginia,"King William County, Virginia",63151
2012,Virginia,"Louisa County, Virginia",55765
2012,Virginia,"Middlesex County, Virginia",55625
2012,Virginia,"Richmond County, Virginia",48958
2012,Virginia,"Spotsylvania County, Virginia",79402
2012,Virginia,"Clarke County, Virginia",80186
2012,Virginia,"King and Queen County, Virginia",49410
2012,Virginia,"New Kent County, Virginia",70978
2012,Virginia,"Dickenson County, Virginia",32622
2012,Virginia,"Loudoun County, Virginia",122068
2012,Virginia,"Roanoke County, Virginia",61686
2012,Virginia,"Highland County, Virginia",50136
2012,Virginia,"Gloucester County, Virginia",60752
2012,Virginia,"Powhatan County, Virginia",76495
2012,Virginia,"Fauquier County, Virginia",88687
2012,District of Columbia,"District of Columbia, District of Columbia",64267
2013,Maryland,"Calvert County, Maryland",95477
2013,Maryland,"Montgomery County, Maryland",98221
2013,Maryland,"St. Mary's County, Maryland",85672
2013,Maryland,"Dorchester County, Maryland",46361
2013,Maryland,"Cecil County, Maryland",66689
2013,Maryland,"Worcester County, Maryland",57952
2013,Maryland,"Baltimore city, Maryland",41385
2013,Maryland,"Somerset County, Maryland",38447
2013,Maryland,"Talbot County, Maryland",61597
2013,Maryland,"Harford County, Maryland",80622
2013,Maryland,"Howard County, Maryland",109865
2013,Maryland,"Prince George's County, Maryland",73623
2013,Maryland,"Baltimore County, Maryland",66486
2013,Maryland,"Frederick County, Maryland",84570
2013,Maryland,"Garrett County, Maryland",45206
2013,Maryland,"Kent County, Maryland",56259
2013,Maryland,"Carroll County, Maryland",84790
2013,Maryland,"Queen Anne's County, Maryland",87256
2013,Maryland,"Charles County, Maryland",93160
2013,Maryland,"Washington County, Maryland",55609
2013,Maryland,"Wicomico County, Maryland",51092
2013,Maryland,"Caroline County, Maryland",58632
2013,Maryland,"Allegany County, Maryland",39293
2013,Maryland,"Anne Arundel County, Maryland",87430
2013,Virginia,"James City County, Virginia",76960
2013,Virginia,"Russell County, Virginia",33872
2013,Virginia,"Smyth County, Virginia",37239
2013,Virginia,"Bedford city, Virginia",35593
2013,Virginia,"Lexington city, Virginia",36505
2013,Virginia,"Campbell County, Virginia",47162
2013,Virginia,"Henry County, Virginia",34984
2013,Virginia,"King George County, Virginia",81753
2013,Virginia,"Lancaster County, Virginia",49248
2013,Virginia,"Lee County, Virginia",31308
2013,Virginia,"Mathews County, Virginia",55192
2013,Virginia,"Prince Edward County, Virginia",37436
2013,Virginia,"Prince George County, Virginia",63074
2013,Virginia,"Rockingham County, Virginia",52195
2013,Virginia,"Scott County, Virginia",38355
2013,Virginia,"Surry County, Virginia",47292
2013,Virginia,"Appomattox County, Virginia",50167
2013,Virginia,"Franklin County, Virginia",45624
2013,Virginia,"Mecklenburg County, Virginia",36261
2013,Virginia,"Montgomery County, Virginia",45543
2013,Virginia,"Augusta County, Virginia",52027
2013,Virginia,"Cumberland County, Virginia",40557
2013,Virginia,"Goochland County, Virginia",80976
2013,Virginia,"Halifax County, Virginia",34659
2013,Virginia,"Madison County, Virginia",53459
2013,Virginia,"Prince William County, Virginia",98071
2013,Virginia,"Southampton County, Virginia",46150
2013,Virginia,"Brunswick County, Virginia",36293
2013,Virginia,"Caroline County, Virginia",57218
2013,Virginia,"Northampton County, Virginia",33635
2013,Virginia,"Patrick County, Virginia",34864
2013,Virginia,"Rockbridge County, Virginia",48313
2013,Virginia,"Shenandoah County, Virginia",49625
2013,Virginia,"Norton city, Virginia",39416
2013,Virginia,"Staunton city, Virginia",38501
2013,Virginia,"Fluvanna County, Virginia",68288
2013,Virginia,"Amelia County, Virginia",52885
2013,Virginia,"Radford city, Virginia",30714
2013,Virginia,"Winchester city, Virginia",44200
2013,Virginia,"Accomack County, Virginia",39328
2013,Virginia,"Craig County, Virginia",47806
2013,Virginia,"Floyd County, Virginia",44618
2013,Virginia,"Giles County, Virginia",45141
2013,Virginia,"Grayson County, Virginia",30710
2013,Virginia,"Nottoway County, Virginia",36607
2013,Virginia,"Rappahannock County, Virginia",56438
2013,Virginia,"Charles City County, Virginia",48428
2013,Virginia,"Culpeper County, Virginia",64423
2013,Virginia,"Dinwiddie County, Virginia",52027
2013,Virginia,"Greene County, Virginia",59358
2013,Virginia,"Hanover County, Virginia",75070
2013,Virginia,"Lunenburg County, Virginia",35237
2013,Virginia,"Orange County, Virginia",60287
2013,Virginia,"Emporia city, Virginia",32155
2013,Virginia,"Wythe County, Virginia",41275
2013,Virginia,"Colonial Heights city, Virginia",50835
2013,Virginia,"Harrisonburg city, Virginia",38048
2013,Virginia,"Bland County, Virginia",42139
2013,Virginia,"Botetourt County, Virginia",65935
2013,Virginia,"Buckingham County, Virginia",38648
2013,Virginia,"Bristol city, Virginia",32221
2013,Virginia,"Covington city, Virginia",34319
2013,Virginia,"Williamsburg city, Virginia",48616
2013,Virginia,"Virginia Beach city, Virginia",65219
2013,Virginia,"Carroll County, Virginia",32853
2013,Virginia,"Washington County, Virginia",41897
2013,Virginia,"Westmoreland County, Virginia",49157
2013,Virginia,"Page County, Virginia",42906
2013,Virginia,"Pulaski County, Virginia",44312
2013,Virginia,"Alexandria city, Virginia",85706
2013,Virginia,"Danville city, Virginia",30786
2013,Virginia,"Hampton city, Virginia",50705
2013,Virginia,"Amherst County, Virginia",44945
2013,Virginia,"Bath County, Virginia",51365
2013,Virginia,"Buchanan County, Virginia",29848
2013,Virginia,"Newport News city, Virginia",51027
2013,Virginia,"Stafford County, Virginia",97110
2013,Virginia,"Lynchburg city, Virginia",38138
2013,Virginia,"Richmond city, Virginia",40496
2013,Virginia,"Martinsville city, Virginia",28116
2013,Virginia,"Essex County, Virginia",44885
2013,Virginia,"Tazewell County, Virginia",35693
2013,Virginia,"Buena Vista city, Virginia",36591
2013,Virginia,"Manassas Park city, Virginia",71227
2013,Virginia,"Petersburg city, Virginia",34424
2013,Virginia,"Sussex County, Virginia",39635
2013,Virginia,"Fairfax city, Virginia",97242
2013,Virginia,"Manassas city, Virginia",71036
2013,Virginia,"Roanoke city, Virginia",38145
2013,Virginia,"Suffolk city, Virginia",66085
2013,Virginia,"Charlotte County, Virginia",33015
2013,Virginia,"Chesterfield County, Virginia",72088
2013,Virginia,"Greensville County, Virginia",39697
2013,Virginia,"Isle of Wight County, Virginia",63942
2013,Virginia,"Franklin city, Virginia",31928
2013,Virginia,"Charlottesville city, Virginia",44601
2013,Virginia,"Henrico County, Virginia",61048
2013,Virginia,"King William County, Virginia",62670
2013,Virginia,"Louisa County, Virginia",54518
2013,Virginia,"Middlesex County, Virginia",53309
2013,Virginia,"Richmond County, Virginia",47083
2013,Virginia,"Spotsylvania County, Virginia",78345
2013,Virginia,"Clarke County, Virginia",77597
2013,Virginia,"King and Queen County, Virginia",48372
2013,Virginia,"New Kent County, Virginia",70618
2013,Virginia,"Dickenson County, Virginia",33318
2013,Virginia,"Loudoun County, Virginia",122238
2013,Virginia,"Roanoke County, Virginia",60795
2013,Virginia,"Highland County, Virginia",49625
2013,Virginia,"Gloucester County, Virginia",60519
2013,Virginia,"Powhatan County, Virginia",76548
2013,Virginia,"Fauquier County, Virginia",88409
2013,Virginia,"Chesapeake city, Virginia",69743
2013,Virginia,"Albemarle County, Virginia",67725
2013,Virginia,"Bedford County, Virginia",57596
2013,Virginia,"Wise County, Virginia",36218
2013,Virginia,"Portsmouth city, Virginia",46166
2013,Virginia,"Alleghany County, Virginia",44848
2013,Virginia,"Galax city, Virginia",30325
2013,Virginia,"Northumberland County, Virginia",51342
2013,Virginia,"Warren County, Virginia",61610
2013,Virginia,"Fredericksburg city, Virginia",47040
2013,Virginia,"Arlington County, Virginia",103208
2013,Virginia,"Hopewell city, Virginia",37933
2013,Virginia,"Frederick County, Virginia",68424
2013,Virginia,"York County, Virginia",82073
2013,Virginia,"Nelson County, Virginia",48789
2013,Virginia,"Pittsylvania County, Virginia",42143
2013,Virginia,"Falls Church city, Virginia",120000
2013,Virginia,"Poquoson city, Virginia",81892
2013,Virginia,"Waynesboro city, Virginia",44847
2013,Virginia,"Salem city, Virginia",48733
2013,Virginia,"Norfolk city, Virginia",44747
2013,Virginia,"Fairfax County, Virginia",110292
2013,District of Columbia,"District of Columbia, District of Columbia",65830
2014,Maryland,"Allegany County, Maryland",39794
2014,Maryland,"Anne Arundel County, Maryland",89031
2014,Maryland,"Calvert County, Maryland",95425
2014,Maryland,"Montgomery County, Maryland",98704
2014,Maryland,"St. Mary's County, Maryland",88190
2014,Maryland,"Dorchester County, Maryland",45628
2014,Maryland,"Cecil County, Maryland",65124
2014,Maryland,"Worcester County, Maryland",58820
2014,Maryland,"Baltimore city, Maryland",41819
2014,Maryland,"Somerset County, Maryland",36716
2014,Maryland,"Talbot County, Maryland",58495
2014,Maryland,"Harford County, Maryland",81016
2014,Maryland,"Howard County, Maryland",110133
2014,Maryland,"Prince George's County, Maryland",73856
2014,Maryland,"Baltimore County, Maryland",66940
2014,Maryland,"Frederick County, Maryland",84480
2014,Maryland,"Garrett County, Maryland",46096
2014,Maryland,"Kent County, Maryland",58201
2014,Maryland,"Carroll County, Maryland",85532
2014,Maryland,"Queen Anne's County, Maryland",86406
2014,Maryland,"Charles County, Maryland",91910
2014,Maryland,"Washington County, Maryland",56477
2014,Maryland,"Wicomico County, Maryland",52301
2014,Maryland,"Caroline County, Maryland",55605
2014,Virginia,"James City County, Virginia",76705
2014,Virginia,"Russell County, Virginia",34768
2014,Virginia,"Smyth County, Virginia",37880
2014,Virginia,"Charlottesville city, Virginia",47218
2014,Virginia,"Campbell County, Virginia",47055
2014,Virginia,"Henrico County, Virginia",61438
2014,Virginia,"King George County, Virginia",83071
2014,Virginia,"Lancaster County, Virginia",49456
2014,Virginia,"Lee County, Virginia",31264
2014,Virginia,"Mathews County, Virginia",63157
2014,Virginia,"Middlesex County, Virginia",54452
2014,Virginia,"Prince George County, Virginia",61071
2014,Virginia,"Richmond County, Virginia",47199
2014,Virginia,"Scott County, Virginia",36579
2014,Virginia,"Spotsylvania County, Virginia",78505
2014,Virginia,"Appomattox County, Virginia",47927
2014,Virginia,"Franklin County, Virginia",44827
2014,Virginia,"Cumberland County, Virginia",41484
2014,Virginia,"King and Queen County, Virginia",47804
2014,Virginia,"Montgomery County, Virginia",44810
2014,Virginia,"New Kent County, Virginia",73030
2014,Virginia,"Dickenson County, Virginia",33106
2014,Virginia,"Halifax County, Virginia",35093
2014,Virginia,"Loudoun County, Virginia",123966
2014,Virginia,"Prince William County, Virginia",98514
2014,Virginia,"Southampton County, Virginia",49690
2014,Virginia,"Highland County, Virginia",44132
2014,Virginia,"Caroline County, Virginia",58417
2014,Virginia,"Gloucester County, Virginia",60980
2014,Virginia,"Patrick County, Virginia",34753
2014,Virginia,"Powhatan County, Virginia",75447
2014,Virginia,"Shenandoah County, Virginia",47936
2014,Virginia,"Fauquier County, Virginia",92078
2014,Virginia,"Staunton city, Virginia",39982
2014,Virginia,"Fluvanna County, Virginia",64641
2014,Virginia,"Amelia County, Virginia",55870
2014,Virginia,"Radford city, Virginia",30284
2014,Virginia,"Winchester city, Virginia",44731
2014,Virginia,"Accomack County, Virginia",39389
2014,Virginia,"Craig County, Virginia",46658
2014,Virginia,"Floyd County, Virginia",47543
2014,Virginia,"Giles County, Virginia",45919
2014,Virginia,"Grayson County, Virginia",28892
2014,Virginia,"Nottoway County, Virginia",35911
2014,Virginia,"Rappahannock County, Virginia",59753
2014,Virginia,"Charles City County, Virginia",48088
2014,Virginia,"Culpeper County, Virginia",65235
2014,Virginia,"Dinwiddie County, Virginia",52328
2014,Virginia,"Greene County, Virginia",63739
2014,Virginia,"Hanover County, Virginia",77550
2014,Virginia,"Lunenburg County, Virginia",37881
2014,Virginia,"Orange County, Virginia",63538
2014,Virginia,"Emporia city, Virginia",30240
2014,Virginia,"Wythe County, Virginia",40185
2014,Virginia,"Chesapeake city, Virginia",70176
2014,Virginia,"Harrisonburg city, Virginia",38807
2014,Virginia,"Albemarle County, Virginia",67958
2014,Virginia,"Bedford County, Virginia",56043
2014,Virginia,"Buckingham County, Virginia",38484
2014,Virginia,"Wise County, Virginia",37357
2014,Virginia,"Covington city, Virginia",38176
2014,Virginia,"Portsmouth city, Virginia",46239
2014,Virginia,"Virginia Beach city, Virginia",67001
2014,Virginia,"Alleghany County, Virginia",45183
2014,Virginia,"Galax city, Virginia",30430
2014,Virginia,"Westmoreland County, Virginia",48750
2014,Virginia,"Northumberland County, Virginia",50774
2014,Virginia,"Pulaski County, Virginia",45635
2014,Virginia,"Warren County, Virginia",60560
2014,Virginia,"Bath County, Virginia",46153
2014,Virginia,"Danville city, Virginia",32173
2014,Virginia,"Fredericksburg city, Virginia",49454
2014,Virginia,"Amherst County, Virginia",44765
2014,Virginia,"Hopewell city, Virginia",39156
2014,Virginia,"Newport News city, Virginia",51000
2014,Virginia,"Frederick County, Virginia",68719
2014,Virginia,"Lynchburg city, Virginia",39391
2014,Virginia,"York County, Virginia",80900
2014,Virginia,"Martinsville city, Virginia",27746
2014,Virginia,"Nelson County, Virginia",50131
2014,Virginia,"Pittsylvania County, Virginia",42311
2014,Virginia,"Buena Vista city, Virginia",32789
2014,Virginia,"Falls Church city, Virginia",120500
2014,Virginia,"Petersburg city, Virginia",33927
2014,Virginia,"Poquoson city, Virginia",83460
2014,Virginia,"Fairfax city, Virginia",100584
2014,Virginia,"Waynesboro city, Virginia",45499
2014,Virginia,"Roanoke city, Virginia",39530
2014,Virginia,"Suffolk city, Virginia",66822
2014,Virginia,"Norfolk city, Virginia",44150
2014,Virginia,"Chesterfield County, Virginia",72514
2014,Virginia,"Fairfax County, Virginia",112102
2014,Virginia,"Isle of Wight County, Virginia",65910
2014,Virginia,"Franklin city, Virginia",33133
2014,Virginia,"Lexington city, Virginia",36840
2014,Virginia,"Henry County, Virginia",34344
2014,Virginia,"King William County, Virginia",63560
2014,Virginia,"Louisa County, Virginia",57126
2014,Virginia,"Prince Edward County, Virginia",37238
2014,Virginia,"Rockingham County, Virginia",53728
2014,Virginia,"Surry County, Virginia",51527
2014,Virginia,"Clarke County, Virginia",75508
2014,Virginia,"Mecklenburg County, Virginia",37756
2014,Virginia,"Augusta County, Virginia",54018
2014,Virginia,"Goochland County, Virginia",82460
2014,Virginia,"Madison County, Virginia",51641
2014,Virginia,"Roanoke County, Virginia",60950
2014,Virginia,"Brunswick County, Virginia",37028
2014,Virginia,"Northampton County, Virginia",34656
2014,Virginia,"Rockbridge County, Virginia",48550
2014,Virginia,"Norton city, Virginia",36148
2014,Virginia,"Colonial Heights city, Virginia",52529
2014,Virginia,"Bland County, Virginia",43508
2014,Virginia,"Botetourt County, Virginia",63011
2014,Virginia,"Bristol city, Virginia",33616
2014,Virginia,"Williamsburg city, Virginia",48057
2014,Virginia,"Carroll County, Virginia",33495
2014,Virginia,"Washington County, Virginia",42458
2014,Virginia,"Page County, Virginia",43063
2014,Virginia,"Alexandria city, Virginia",87319
2014,Virginia,"Hampton city, Virginia",49879
2014,Virginia,"Arlington County, Virginia",105120
2014,Virginia,"Buchanan County, Virginia",29678
2014,Virginia,"Stafford County, Virginia",98721
2014,Virginia,"Richmond city, Virginia",41331
2014,Virginia,"Essex County, Virginia",42143
2014,Virginia,"Tazewell County, Virginia",36248
2014,Virginia,"Manassas Park city, Virginia",73460
2014,Virginia,"Sussex County, Virginia",36972
2014,Virginia,"Manassas city, Virginia",71215
2014,Virginia,"Salem city, Virginia",50590
2014,Virginia,"Charlotte County, Virginia",34820
2014,Virginia,"Greensville County, Virginia",38933
2014,District of Columbia,"District of Columbia, District of Columbia",69235
2015,Maryland,"Allegany County, Maryland",40551
2015,Maryland,"Anne Arundel County, Maryland",89860
2015,Maryland,"Calvert County, Maryland",95828
2015,Maryland,"Montgomery County, Maryland",99435
2015,Maryland,"St. Mary's County, Maryland",86987
2015,Maryland,"Dorchester County, Maryland",47093
2015,Maryland,"Cecil County, Maryland",66396
2015,Maryland,"Worcester County, Maryland",56773
2015,Maryland,"Baltimore city, Maryland",42241
2015,Maryland,"Somerset County, Maryland",35154
2015,Maryland,"Talbot County, Maryland",58228
2015,Maryland,"Harford County, Maryland",80465
2015,Maryland,"Howard County, Maryland",110238
2015,Maryland,"Prince George's County, Maryland",74260
2015,Maryland,"Baltimore County, Maryland",67095
2015,Maryland,"Frederick County, Maryland",83700
2015,Maryland,"Garrett County, Maryland",45432
2015,Maryland,"Kent County, Maryland",58147
2015,Maryland,"Carroll County, Maryland",85385
2015,Maryland,"Queen Anne's County, Maryland",85963
2015,Maryland,"Charles County, Maryland",90607
2015,Maryland,"Washington County, Maryland",56228
2015,Maryland,"Wicomico County, Maryland",52278
2015,Maryland,"Caroline County, Maryland",52465
2015,Virginia,"James City County, Virginia",75710
2015,Virginia,"Russell County, Virginia",35045
2015,Virginia,"Smyth County, Virginia",37983
2015,Virginia,"Charlottesville city, Virginia",49775
2015,Virginia,"Campbell County, Virginia",47699
2015,Virginia,"Henrico County, Virginia",61934
2015,Virginia,"King George County, Virginia",81688
2015,Virginia,"Lancaster County, Virginia",50374
2015,Virginia,"Lee County, Virginia",31086
2015,Virginia,"Mathews County, Virginia",63845
2015,Virginia,"Middlesex County, Virginia",54654
2015,Virginia,"Prince George County, Virginia",61857
2015,Virginia,"Richmond County, Virginia",47288
2015,Virginia,"Scott County, Virginia",37240
2015,Virginia,"Spotsylvania County, Virginia",78125
2015,Virginia,"Appomattox County, Virginia",48823
2015,Virginia,"Franklin County, Virginia",46870
2015,Virginia,"King and Queen County, Virginia",48292
2015,Virginia,"Montgomery County, Virginia",46663
2015,Virginia,"New Kent County, Virginia",73041
2015,Virginia,"Halifax County, Virginia",35240
2015,Virginia,"Loudoun County, Virginia",123453
2015,Virginia,"Prince William County, Virginia",98657
2015,Virginia,"Southampton County, Virginia",48962
2015,Virginia,"Highland County, Virginia",43914
2015,Virginia,"Caroline County, Virginia",59227
2015,Virginia,"Gloucester County, Virginia",61121
2015,Virginia,"Patrick County, Virginia",33982
2015,Virginia,"Powhatan County, Virginia",77896
2015,Virginia,"Shenandoah County, Virginia",49406
2015,Virginia,"Fauquier County, Virginia",91609
2015,Virginia,"Staunton city, Virginia",40842
2015,Virginia,"Fluvanna County, Virginia",63938
2015,Virginia,"Amelia County, Virginia",56850
2015,Virginia,"Radford city, Virginia",29912
2015,Virginia,"Winchester city, Virginia",45363
2015,Virginia,"Accomack County, Virginia",39412
2015,Virginia,"Craig County, Virginia",44330
2015,Virginia,"Floyd County, Virginia",48005
2015,Virginia,"Giles County, Virginia",46390
2015,Virginia,"Grayson County, Virginia",29942
2015,Virginia,"Nottoway County, Virginia",36284
2015,Virginia,"Rappahannock County, Virginia",57210
2015,Virginia,"Charles City County, Virginia",49563
2015,Virginia,"Culpeper County, Virginia",66697
2015,Virginia,"Dinwiddie County, Virginia",51397
2015,Virginia,"Greene County, Virginia",61550
2015,Virginia,"Hanover County, Virginia",78645
2015,Virginia,"Lunenburg County, Virginia",39506
2015,Virginia,"Orange County, Virginia",65166
2015,Virginia,"Emporia city, Virginia",28601
2015,Virginia,"Wythe County, Virginia",41360
2015,Virginia,"Chesapeake city, Virginia",68620
2015,Virginia,"Harrisonburg city, Virginia",38750
2015,Virginia,"Albemarle County, Virginia",68449
2015,Virginia,"Bedford County, Virginia",56316
2015,Virginia,"Buckingham County, Virginia",40331
2015,Virginia,"Wise County, Virginia",37407
2015,Virginia,"Covington city, Virginia",34746
2015,Virginia,"Cumberland County, Virginia",39301
2015,Virginia,"Dickenson County, Virginia",33624
2015,Virginia,"Portsmouth city, Virginia",45676
2015,Virginia,"Virginia Beach city, Virginia",66634
2015,Virginia,"Alleghany County, Virginia",45007
2015,Virginia,"Galax city, Virginia",30604
2015,Virginia,"Westmoreland County, Virginia",47911
2015,Virginia,"Northumberland County, Virginia",51885
2015,Virginia,"Pulaski County, Virginia",47495
2015,Virginia,"Warren County, Virginia",61454
2015,Virginia,"Danville city, Virginia",32315
2015,Virginia,"Fredericksburg city, Virginia",51762
2015,Virginia,"Amherst County, Virginia",47558
2015,Virginia,"Bath County, Virginia",43646
2015,Virginia,"Hopewell city, Virginia",39064
2015,Virginia,"Newport News city, Virginia",50077
2015,Virginia,"Frederick County, Virginia",69098
2015,Virginia,"Lynchburg city, Virginia",39589
2015,Virginia,"York County, Virginia",81749
2015,Virginia,"Martinsville city, Virginia",29587
2015,Virginia,"Pittsylvania County, Virginia",41824
2015,Virginia,"Buena Vista city, Virginia",29097
2015,Virginia,"Falls Church city, Virginia",120522
2015,Virginia,"Petersburg city, Virginia",31798
2015,Virginia,"Poquoson city, Virginia",83735
2015,Virginia,"Fairfax city, Virginia",105297
2015,Virginia,"Waynesboro city, Virginia",45643
2015,Virginia,"Roanoke city, Virginia",39930
2015,Virginia,"Suffolk city, Virginia",65499
2015,Virginia,"Norfolk city, Virginia",44480
2015,Virginia,"Chesterfield County, Virginia",72609
2015,Virginia,"Fairfax County, Virginia",112552
2015,Virginia,"Nelson County, Virginia",47118
2015,Virginia,"Isle of Wight County, Virginia",65741
2015,Virginia,"Franklin city, Virginia",32399
2015,Virginia,"Lexington city, Virginia",34017
2015,Virginia,"Henry County, Virginia",35293
2015,Virginia,"King William County, Virginia",62031
2015,Virginia,"Louisa County, Virginia",57829
2015,Virginia,"Prince Edward County, Virginia",41697
2015,Virginia,"Rockingham County, Virginia",53744
2015,Virginia,"Surry County, Virginia",53673
2015,Virginia,"Clarke County, Virginia",71295
2015,Virginia,"Mecklenburg County, Virginia",37356
2015,Virginia,"Augusta County, Virginia",54558
2015,Virginia,"Goochland County, Virginia",79330
2015,Virginia,"Madison County, Virginia",47736
2015,Virginia,"Roanoke County, Virginia",60519
2015,Virginia,"Brunswick County, Virginia",36919
2015,Virginia,"Northampton County, Virginia",35055
2015,Virginia,"Rockbridge County, Virginia",48901
2015,Virginia,"Norton city, Virginia",27731
2015,Virginia,"Colonial Heights city, Virginia",50304
2015,Virginia,"Bland County, Virginia",45294
2015,Virginia,"Botetourt County, Virginia",60454
2015,Virginia,"Bristol city, Virginia",35368
2015,Virginia,"Williamsburg city, Virginia",48639
2015,Virginia,"Carroll County, Virginia",35000
2015,Virginia,"Washington County, Virginia",43310
2015,Virginia,"Page County, Virginia",43895
2015,Virginia,"Alexandria city, Virginia",89134
2015,Virginia,"Hampton city, Virginia",49190
2015,Virginia,"Arlington County, Virginia",105763
2015,Virginia,"Buchanan County, Virginia",29679
2015,Virginia,"Stafford County, Virginia",97144
2015,Virginia,"Richmond city, Virginia",40758
2015,Virginia,"Essex County, Virginia",42760
2015,Virginia,"Tazewell County, Virginia",37664
2015,Virginia,"Manassas Park city, Virginia",73528
2015,Virginia,"Sussex County, Virginia",39194
2015,Virginia,"Manassas city, Virginia",72890
2015,Virginia,"Salem city, Virginia",50068
2015,Virginia,"Charlotte County, Virginia",35079
2015,Virginia,"Greensville County, Virginia",38012
2015,District of Columbia,"District of Columbia, District of Columbia",70848
2016,Maryland,"Allegany County, Maryland",41559
2016,Maryland,"Anne Arundel County, Maryland",91918
2016,Maryland,"Calvert County, Maryland",96808
2016,Maryland,"Montgomery County, Maryland",100352
2016,Maryland,"St. Mary's County, Maryland",86810
2016,Maryland,"Dorchester County, Maryland",47907
2016,Maryland,"Cecil County, Maryland",67938
2016,Maryland,"Worcester County, Maryland",57227
2016,Maryland,"Baltimore city, Maryland",44262
2016,Maryland,"Somerset County, Maryland",35886
2016,Maryland,"Talbot County, Maryland",61395
2016,Maryland,"Harford County, Maryland",81052
2016,Maryland,"Howard County, Maryland",113800
2016,Maryland,"Prince George's County, Maryland",75925
2016,Maryland,"Baltimore County, Maryland",68989
2016,Maryland,"Frederick County, Maryland",85715
2016,Maryland,"Garrett County, Maryland",46277
2016,Maryland,"Kent County, Maryland",55028
2016,Maryland,"Carroll County, Maryland",87060
2016,Maryland,"Queen Anne's County, Maryland",85891
2016,Maryland,"Charles County, Maryland",91373
2016,Maryland,"Washington County, Maryland",56316
2016,Maryland,"Wicomico County, Maryland",53508
2016,Maryland,"Caroline County, Maryland",50830
2016,Virginia,"Virginia Beach city, Virginia",67719
2016,Virginia,"Alleghany County, Virginia",45538
2016,Virginia,"Galax city, Virginia",31110
2016,Virginia,"Westmoreland County, Virginia",51566
2016,Virginia,"Northumberland County, Virginia",54440
2016,Virginia,"Pulaski County, Virginia",49469
2016,Virginia,"Warren County, Virginia",63734
2016,Virginia,"Danville city, Virginia",33721
2016,Virginia,"Fredericksburg city, Virginia",53980
2016,Virginia,"Amherst County, Virginia",47002
2016,Virginia,"Bath County, Virginia",44985
2016,Virginia,"Hopewell city, Virginia",40814
2016,Virginia,"Newport News city, Virginia",50089
2016,Virginia,"Frederick County, Virginia",68929
2016,Virginia,"Lynchburg city, Virginia",40728
2016,Virginia,"York County, Virginia",83410
2016,Virginia,"Martinsville city, Virginia",31719
2016,Virginia,"Nelson County, Virginia",50994
2016,Virginia,"Pittsylvania County, Virginia",43087
2016,Virginia,"Buena Vista city, Virginia",29109
2016,Virginia,"Falls Church city, Virginia",115244
2016,Virginia,"Petersburg city, Virginia",32169
2016,Virginia,"Poquoson city, Virginia",84643
2016,Virginia,"Fairfax city, Virginia",104065
2016,Virginia,"Waynesboro city, Virginia",45097
2016,Virginia,"Roanoke city, Virginia",39201
2016,Virginia,"Suffolk city, Virginia",65435
2016,Virginia,"Norfolk city, Virginia",45268
2016,Virginia,"Chesterfield County, Virginia",73869
2016,Virginia,"Fairfax County, Virginia",114329
2016,Virginia,"Botetourt County, Virginia",61470
2016,Virginia,"Bristol city, Virginia",35801
2016,Virginia,"Williamsburg city, Virginia",50091
2016,Virginia,"Carroll County, Virginia",37048
2016,Virginia,"Washington County, Virginia",43835
2016,Virginia,"Page County, Virginia",45030
2016,Virginia,"Alexandria city, Virginia",89200
2016,Virginia,"Hampton city, Virginia",49890
2016,Virginia,"Arlington County, Virginia",108706
2016,Virginia,"Buchanan County, Virginia",30335
