Year,State,County,Median_Household_Income
2016,Virginia,"Stafford County, Virginia",97528
2016,Virginia,"Richmond city, Virginia",41187
2016,Virginia,"Essex County, Virginia",47527
2016,Virginia,"Tazewell County, Virginia",38238
2016,Virginia,"Manassas Park city, Virginia",75027
2016,Virginia,"Sussex County, Virginia",37917
2016,Virginia,"Manassas city, Virginia",74371
2016,Virginia,"Salem city, Virginia",52351
2016,Virginia,"Charlotte County, Virginia",33837
2016,Virginia,"Greensville County, Virginia",40559
2016,Virginia,"James City County, Virginia",80226
2016,Virginia,"Russell County, Virginia",38370
2016,Virginia,"Smyth County, Virginia",38906
2016,Virginia,"Charlottesville city, Virginia",50727
2016,Virginia,"Isle of Wight County, Virginia",66835
2016,Virginia,"Franklin city, Virginia",38333
2016,Virginia,"Lexington city, Virginia",34464
2016,Virginia,"Henry County, Virginia",34992
2016,Virginia,"King William County, Virginia",64297
2016,Virginia,"Louisa County, Virginia",54662
2016,Virginia,"Prince Edward County, Virginia",42283
2016,Virginia,"Rockingham County, Virginia",55029
2016,Virginia,"Surry County, Virginia",56632
2016,Virginia,"Clarke County, Virginia",71986
2016,Virginia,"Mecklenburg County, Virginia",40040
2016,Virginia,"Augusta County, Virginia",56802
2016,Virginia,"Goochland County, Virginia",82326
2016,Virginia,"Madison County, Virginia",48271
2016,Virginia,"Roanoke County, Virginia",60380
2016,Virginia,"Brunswick County, Virginia",38858
2016,Virginia,"Northampton County, Virginia",37011
2016,Virginia,"Rockbridge County, Virginia",52478
2016,Virginia,"Norton city, Virginia",26000
2016,Virginia,"Colonial Heights city, Virginia",49639
2016,Virginia,"Bland County, Virginia",47800
2016,Virginia,"Campbell County, Virginia",47005
2016,Virginia,"Henrico County, Virginia",63699
2016,Virginia,"King George County, Virginia",84342
2016,Virginia,"Lancaster County, Virginia",50118
2016,Virginia,"Lee County, Virginia",31577
2016,Virginia,"Mathews County, Virginia",64049
2016,Virginia,"Middlesex County, Virginia",53093
2016,Virginia,"Prince George County, Virginia",64805
2016,Virginia,"Richmond County, Virginia",44919
2016,Virginia,"Scott County, Virginia",38017
2016,Virginia,"Spotsylvania County, Virginia",79742
2016,Virginia,"Appomattox County, Virginia",52134
2016,Virginia,"Franklin County, Virginia",48720
2016,Virginia,"King and Queen County, Virginia",48852
2016,Virginia,"Montgomery County, Virginia",49712
2016,Virginia,"New Kent County, Virginia",75303
2016,Virginia,"Cumberland County, Virginia",37489
2016,Virginia,"Dickenson County, Virginia",31226
2016,Virginia,"Halifax County, Virginia",37001
2016,Virginia,"Loudoun County, Virginia",125672
2016,Virginia,"Prince William County, Virginia",98546
2016,Virginia,"Southampton County, Virginia",51032
2016,Virginia,"Highland County, Virginia",44877
2016,Virginia,"Caroline County, Virginia",57294
2016,Virginia,"Gloucester County, Virginia",62878
2016,Virginia,"Patrick County, Virginia",35999
2016,Virginia,"Powhatan County, Virginia",77684
2016,Virginia,"Shenandoah County, Virginia",50450
2016,Virginia,"Fauquier County, Virginia",91221
2016,Virginia,"Staunton city, Virginia",42948
2016,Virginia,"Fluvanna County, Virginia",66425
2016,Virginia,"Amelia County, Virginia",58269
2016,Virginia,"Radford city, Virginia",31457
2016,Virginia,"Winchester city, Virginia",46466
2016,Virginia,"Accomack County, Virginia",38503
2016,Virginia,"Craig County, Virginia",40500
2016,Virginia,"Floyd County, Virginia",47288
2016,Virginia,"Giles County, Virginia",47675
2016,Virginia,"Grayson County, Virginia",31002
2016,Virginia,"Nottoway County, Virginia",36849
2016,Virginia,"Rappahannock County, Virginia",58026
2016,Virginia,"Charles City County, Virginia",54167
2016,Virginia,"Culpeper County, Virginia",66160
2016,Virginia,"Dinwiddie County, Virginia",51579
2016,Virginia,"Greene County, Virginia",61615
2016,Virginia,"Hanover County, Virginia",81170
2016,Virginia,"Lunenburg County, Virginia",39911
2016,Virginia,"Orange County, Virginia",66990
2016,Virginia,"Emporia city, Virginia",27169
2016,Virginia,"Wythe County, Virginia",42888
2016,Virginia,"Chesapeake city, Virginia",69978
2016,Virginia,"Harrisonburg city, Virginia",40494
2016,Virginia,"Albemarle County, Virginia",70342
2016,Virginia,"Bedford County, Virginia",56725
2016,Virginia,"Buckingham County, Virginia",43514
2016,Virginia,"Wise County, Virginia",36352
2016,Virginia,"Covington city, Virginia",34703
2016,Virginia,"Portsmouth city, Virginia",47050
2016,District of Columbia,"District of Columbia, District of Columbia",72935
2017,Maryland,"Worcester County, Maryland",59458
2017,Maryland,"Baltimore city, Maryland",46641
2017,Maryland,"Somerset County, Maryland",39239
2017,Maryland,"Talbot County, Maryland",65595
2017,Maryland,"Harford County, Maryland",83445
2017,Maryland,"Allegany County, Maryland",42771
2017,Maryland,"Howard County, Maryland",115576
2017,Maryland,"Prince George's County, Maryland",78607
2017,Maryland,"Anne Arundel County, Maryland",94502
2017,Maryland,"Baltimore County, Maryland",71810
2017,Maryland,"Frederick County, Maryland",88502
2017,Maryland,"Calvert County, Maryland",100350
2017,Maryland,"Garrett County, Maryland",48174
2017,Maryland,"Kent County, Maryland",56638
2017,Maryland,"Montgomery County, Maryland",103178
2017,Maryland,"Carroll County, Maryland",90510
2017,Maryland,"Queen Anne's County, Maryland",89241
2017,Maryland,"St. Mary's County, Maryland",86508
2017,Maryland,"Charles County, Maryland",93973
2017,Maryland,"Dorchester County, Maryland",50532
2017,Maryland,"Washington County, Maryland",58260
2017,Maryland,"Wicomico County, Maryland",54493
2017,Maryland,"Cecil County, Maryland",70516
2017,Maryland,"Caroline County, Maryland",52469
2017,Virginia,"Isle of Wight County, Virginia",67767
2017,Virginia,"James City County, Virginia",80772
2017,Virginia,"Russell County, Virginia",40083
2017,Virginia,"Franklin city, Virginia",38760
2017,Virginia,"Smyth County, Virginia",40544
2017,Virginia,"Charlottesville city, Virginia",54739
2017,Virginia,"Lexington city, Virginia",37309
2017,Virginia,"Campbell County, Virginia",48823
2017,Virginia,"Henrico County, Virginia",66447
2017,Virginia,"Henry County, Virginia",36779
2017,Virginia,"King George County, Virginia",84770
2017,Virginia,"King William County, Virginia",67423
2017,Virginia,"Lancaster County, Virginia",51495
2017,Virginia,"Lee County, Virginia",32590
2017,Virginia,"Louisa County, Virginia",56946
2017,Virginia,"Mathews County, Virginia",63622
2017,Virginia,"Middlesex County, Virginia",50483
2017,Virginia,"Prince Edward County, Virginia",44147
2017,Virginia,"Prince George County, Virginia",68461
2017,Virginia,"Richmond County, Virginia",47341
2017,Virginia,"Rockingham County, Virginia",57651
2017,Virginia,"Scott County, Virginia",38725
2017,Virginia,"Spotsylvania County, Virginia",81434
2017,Virginia,"Surry County, Virginia",54656
2017,Virginia,"Appomattox County, Virginia",54875
2017,Virginia,"Clarke County, Virginia",72129
2017,Virginia,"Franklin County, Virginia",51208
2017,Virginia,"King and Queen County, Virginia",51495
2017,Virginia,"Mecklenburg County, Virginia",41126
2017,Virginia,"Montgomery County, Virginia",53424
2017,Virginia,"New Kent County, Virginia",78429
2017,Virginia,"Augusta County, Virginia",59544
2017,Virginia,"Cumberland County, Virginia",43020
2017,Virginia,"Dickenson County, Virginia",29916
2017,Virginia,"Goochland County, Virginia",86652
2017,Virginia,"Halifax County, Virginia",39233
2017,Virginia,"Loudoun County, Virginia",129588
2017,Virginia,"Madison County, Virginia",52287
2017,Virginia,"Prince William County, Virginia",101059
2017,Virginia,"Roanoke County, Virginia",62134
2017,Virginia,"Southampton County, Virginia",53681
2017,Virginia,"Highland County, Virginia",45094
2017,Virginia,"Brunswick County, Virginia",40871
2017,Virginia,"Caroline County, Virginia",60925
2017,Virginia,"Gloucester County, Virginia",63881
2017,Virginia,"Northampton County, Virginia",41468
2017,Virginia,"Patrick County, Virginia",37757
2017,Virginia,"Powhatan County, Virginia",80441
2017,Virginia,"Rockbridge County, Virginia",53918
2017,Virginia,"Shenandoah County, Virginia",53934
2017,Virginia,"Fauquier County, Virginia",94775
2017,Virginia,"Norton city, Virginia",26971
2017,Virginia,"Staunton city, Virginia",46435
2017,Virginia,"Fluvanna County, Virginia",67964
2017,Virginia,"Amelia County, Virginia",58535
2017,Virginia,"Radford city, Virginia",36082
2017,Virginia,"Winchester city, Virginia",49330
2017,Virginia,"Accomack County, Virginia",42260
2017,Virginia,"Craig County, Virginia",53526
2017,Virginia,"Floyd County, Virginia",48396
2017,Virginia,"Giles County, Virginia",49734
2017,Virginia,"Grayson County, Virginia",32048
2017,Virginia,"Nottoway County, Virginia",38410
2017,Virginia,"Rappahannock County, Virginia",62541
2017,Virginia,"Charles City County, Virginia",55069
2017,Virginia,"Culpeper County, Virginia",69693
2017,Virginia,"Dinwiddie County, Virginia",54640
2017,Virginia,"Greene County, Virginia",62952
2017,Virginia,"Hanover County, Virginia",84955
2017,Virginia,"Lunenburg County, Virginia",39537
2017,Virginia,"Orange County, Virginia",67196
2017,Virginia,"Emporia city, Virginia",27426
2017,Virginia,"Wythe County, Virginia",46119
2017,Virginia,"Chesapeake city, Virginia",72214
2017,Virginia,"Colonial Heights city, Virginia",50952
2017,Virginia,"Harrisonburg city, Virginia",43009
2017,Virginia,"Albemarle County, Virginia",72265
2017,Virginia,"Bland County, Virginia",46927
2017,Virginia,"Bedford County, Virginia",59405
2017,Virginia,"Botetourt County, Virginia",64733
2017,Virginia,"Buckingham County, Virginia",46610
2017,Virginia,"Wise County, Virginia",38255
2017,Virginia,"Bristol city, Virginia",37844
2017,Virginia,"Covington city, Virginia",35546
2017,Virginia,"Portsmouth city, Virginia",48727
2017,Virginia,"Williamsburg city, Virginia",54606
2017,Virginia,"Virginia Beach city, Virginia",70500
2017,Virginia,"Alleghany County, Virginia",46020
2017,Virginia,"Carroll County, Virginia",41145
2017,Virginia,"Galax city, Virginia",31311
2017,Virginia,"Washington County, Virginia",44844
2017,Virginia,"Westmoreland County, Virginia",55688
2017,Virginia,"Northumberland County, Virginia",56677
2017,Virginia,"Page County, Virginia",46140
2017,Virginia,"Pulaski County, Virginia",49691
2017,Virginia,"Warren County, Virginia",65353
2017,Virginia,"Alexandria city, Virginia",93370
2017,Virginia,"Danville city, Virginia",34951
2017,Virginia,"Fredericksburg city, Virginia",57258
2017,Virginia,"Hampton city, Virginia",52021
2017,Virginia,"Amherst County, Virginia",49677
2017,Virginia,"Arlington County, Virginia",112138
2017,Virginia,"Bath County, Virginia",44483
2017,Virginia,"Hopewell city, Virginia",40712
2017,Virginia,"Buchanan County, Virginia",30828
2017,Virginia,"Newport News city, Virginia",51082
2017,Virginia,"Frederick County, Virginia",71037
2017,Virginia,"Stafford County, Virginia",103005
2017,Virginia,"Lynchburg city, Virginia",41971
2017,Virginia,"York County, Virginia",86781
2017,Virginia,"Richmond city, Virginia",42356
2017,Virginia,"Martinsville city, Virginia",33545
2017,Virginia,"Nelson County, Virginia",53834
2017,Virginia,"Essex County, Virginia",50629
2017,Virginia,"Pittsylvania County, Virginia",44356
2017,Virginia,"Tazewell County, Virginia",40309
2017,Virginia,"Buena Vista city, Virginia",33672
2017,Virginia,"Falls Church city, Virginia",114795
2017,Virginia,"Manassas Park city, Virginia",79131
2017,Virginia,"Petersburg city, Virginia",33939
2017,Virginia,"Poquoson city, Virginia",88328
2017,Virginia,"Sussex County, Virginia",44608
2017,Virginia,"Fairfax city, Virginia",106870
2017,Virginia,"Waynesboro city, Virginia",42112
2017,Virginia,"Manassas city, Virginia",77551
2017,Virginia,"Roanoke city, Virginia",41483
2017,Virginia,"Salem city, Virginia",53990
2017,Virginia,"Suffolk city, Virginia",68089
2017,Virginia,"Norfolk city, Virginia",47137
2017,Virginia,"Charlotte County, Virginia",38350
2017,Virginia,"Chesterfield County, Virginia",76969
2017,Virginia,"Fairfax County, Virginia",117515
2017,Virginia,"Greensville County, Virginia",42121
2017,District of Columbia,"District of Columbia, District of Columbia",77649
2018,Maryland,"Howard County, Maryland",117730
2018,Maryland,"Prince George's County, Maryland",81969
2018,Maryland,"Anne Arundel County, Maryland",97810
2018,Maryland,"Baltimore County, Maryland",74127
2018,Maryland,"Frederick County, Maryland",91999
2018,Maryland,"Calvert County, Maryland",104301
2018,Maryland,"Garrett County, Maryland",49619
2018,Maryland,"Kent County, Maryland",56009
2018,Maryland,"Montgomery County, Maryland",106287
2018,Maryland,"Carroll County, Maryland",93363
2018,Maryland,"Queen Anne's County, Maryland",92167
2018,Maryland,"St. Mary's County, Maryland",90438
2018,Maryland,"Charles County, Maryland",95924
2018,Maryland,"Dorchester County, Maryland",52145
2018,Maryland,"Washington County, Maryland",59719
2018,Maryland,"Wicomico County, Maryland",56608
2018,Maryland,"Cecil County, Maryland",72845
2018,Maryland,"Caroline County, Maryland",54956
2018,Maryland,"Worcester County, Maryland",61145
2018,Maryland,"Talbot County, Maryland",67204
2018,Maryland,"Baltimore city, Maryland",48840
2018,Maryland,"Somerset County, Maryland",42165
2018,Maryland,"Harford County, Maryland",85942
2018,Maryland,"Allegany County, Maryland",44065
2018,Virginia,"James City County, Virginia",83048
2018,Virginia,"Russell County, Virginia",39482
2018,Virginia,"Smyth County, Virginia",40425
2018,Virginia,"Charlottesville city, Virginia",58933
2018,Virginia,"Campbell County, Virginia",50258
2018,Virginia,"Henrico County, Virginia",68572
2018,Virginia,"King George County, Virginia",87321
2018,Virginia,"Lancaster County, Virginia",50739
2018,Virginia,"Lee County, Virginia",32718
2018,Virginia,"Mathews County, Virginia",67009
2018,Virginia,"Middlesex County, Virginia",51917
2018,Virginia,"Prince George County, Virginia",67001
2018,Virginia,"Richmond County, Virginia",49831
2018,Virginia,"Scott County, Virginia",39144
2018,Virginia,"Spotsylvania County, Virginia",85330
2018,Virginia,"Appomattox County, Virginia",56176
2018,Virginia,"Franklin County, Virginia",52639
2018,Virginia,"King and Queen County, Virginia",54516
2018,Virginia,"Montgomery County, Virginia",54641
2018,Virginia,"New Kent County, Virginia",79698
2018,Virginia,"Cumberland County, Virginia",46221
2018,Virginia,"Dickenson County, Virginia",29226
2018,Virginia,"Halifax County, Virginia",42289
2018,Virginia,"Loudoun County, Virginia",136268
2018,Virginia,"Prince William County, Virginia",103445
2018,Virginia,"Southampton County, Virginia",54611
2018,Virginia,"Highland County, Virginia",46147
2018,Virginia,"Caroline County, Virginia",64715
2018,Virginia,"Gloucester County, Virginia",66701
2018,Virginia,"Patrick County, Virginia",40486
2018,Virginia,"Powhatan County, Virginia",83914
2018,Virginia,"Shenandoah County, Virginia",54921
2018,Virginia,"Fauquier County, Virginia",97469
2018,Virginia,"Staunton city, Virginia",48049
2018,Virginia,"Fluvanna County, Virginia",74931
2018,Virginia,"Amelia County, Virginia",58526
2018,Virginia,"Radford city, Virginia",36743
2018,Virginia,"Winchester city, Virginia",53797
2018,Virginia,"Accomack County, Virginia",43210
2018,Virginia,"Craig County, Virginia",55484
2018,Virginia,"Floyd County, Virginia",49729
2018,Virginia,"Giles County, Virginia",52478
2018,Virginia,"Grayson County, Virginia",33969
2018,Virginia,"Nottoway County, Virginia",42869
2018,Virginia,"Rappahannock County, Virginia",68438
2018,Virginia,"Charles City County, Virginia",59192
2018,Virginia,"Culpeper County, Virginia",73116
2018,Virginia,"Dinwiddie County, Virginia",55880
2018,Virginia,"Greene County, Virginia",64979
2018,Virginia,"Hanover County, Virginia",88652
2018,Virginia,"Lunenburg County, Virginia",41868
2018,Virginia,"Orange County, Virginia",68481
2018,Virginia,"Emporia city, Virginia",30857
2018,Virginia,"Wythe County, Virginia",48043
2018,Virginia,"Chesapeake city, Virginia",75790
2018,Virginia,"Harrisonburg city, Virginia",43893
2018,Virginia,"Albemarle County, Virginia",75394
2018,Virginia,"Bedford County, Virginia",61541
2018,Virginia,"Buckingham County, Virginia",46261
2018,Virginia,"Wise County, Virginia",38345
2018,Virginia,"Covington city, Virginia",39432
2018,Virginia,"Portsmouth city, Virginia",50224
2018,Virginia,"Virginia Beach city, Virginia",74186
2018,Virginia,"Alleghany County, Virginia",47794
2018,Virginia,"Galax city, Virginia",31938
2018,Virginia,"Westmoreland County, Virginia",54268
2018,Virginia,"Northumberland County, Virginia",58677
2018,Virginia,"Pulaski County, Virginia",52638
2018,Virginia,"Warren County, Virginia",68189
2018,Virginia,"Danville city, Virginia",36301
2018,Virginia,"Fredericksburg city, Virginia",63274
2018,Virginia,"Amherst County, Virginia",49170
2018,Virginia,"Bath County, Virginia",46137
2018,Virginia,"Hopewell city, Virginia",40497
2018,Virginia,"Newport News city, Virginia",51884
2018,Virginia,"Frederick County, Virginia",73250
2018,Virginia,"Lynchburg city, Virginia",43374
2018,Virginia,"York County, Virginia",90367
2018,Virginia,"Martinsville city, Virginia",33224
2018,Virginia,"Nelson County, Virginia",62446
2018,Virginia,"Pittsylvania County, Virginia",45382
2018,Virginia,"Buena Vista city, Virginia",34273
2018,Virginia,"Falls Church city, Virginia",124796
2018,Virginia,"Petersburg city, Virginia",36135
2018,Virginia,"Poquoson city, Virginia",96831
2018,Virginia,"Fairfax city, Virginia",111574
2018,Virginia,"Waynesboro city, Virginia",45738
2018,Virginia,"Roanoke city, Virginia",43028
2018,Virginia,"Suffolk city, Virginia",70664
2018,Virginia,"Norfolk city, Virginia",49146
2018,Virginia,"Chesterfield County, Virginia",80214
2018,Virginia,"Fairfax County, Virginia",121133
2018,Virginia,"Isle of Wight County, Virginia",71376
2018,Virginia,"Franklin city, Virginia",40375
2018,Virginia,"Lexington city, Virginia",36466
2018,Virginia,"Henry County, Virginia",36683
2018,Virginia,"King William County, Virginia",68720
2018,Virginia,"Louisa County, Virginia",59343
2018,Virginia,"Prince Edward County, Virginia",46189
2018,Virginia,"Rockingham County, Virginia",59817
2018,Virginia,"Surry County, Virginia",54844
2018,Virginia,"Clarke County, Virginia",77936
2018,Virginia,"Mecklenburg County, Virginia",42025
2018,Virginia,"Augusta County, Virginia",61305
2018,Virginia,"Goochland County, Virginia",89741
2018,Virginia,"Madison County, Virginia",54197
2018,Virginia,"Roanoke County, Virginia",65467
2018,Virginia,"Brunswick County, Virginia",41927
2018,Virginia,"Northampton County, Virginia",43553
2018,Virginia,"Rockbridge County, Virginia",54805
2018,Virginia,"Norton city, Virginia",28071
2018,Virginia,"Colonial Heights city, Virginia",53716
2018,Virginia,"Bland County, Virginia",50511
2018,Virginia,"Botetourt County, Virginia",68410
2018,Virginia,"Bristol city, Virginia",37904
2018,Virginia,"Williamsburg city, Virginia",56163
2018,Virginia,"Carroll County, Virginia",43532
2018,Virginia,"Washington County, Virginia",46262
2018,Virginia,"Page County, Virginia",47951
2018,Virginia,"Alexandria city, Virginia",96733
2018,Virginia,"Hampton city, Virginia",54550
2018,Virginia,"Arlington County, Virginia",117374
2018,Virginia,"Buchanan County, Virginia",30806
2018,Virginia,"Stafford County, Virginia",106773
2018,Virginia,"Richmond city, Virginia",45117
2018,Virginia,"Essex County, Virginia",52681
2018,Virginia,"Tazewell County, Virginia",40978
2018,Virginia,"Manassas Park city, Virginia",80667
2018,Virginia,"Sussex County, Virginia",45801
2018,Virginia,"Manassas city, Virginia",78462
2018,Virginia,"Salem city, Virginia",57185
2018,Virginia,"Charlotte County, Virginia",39212
2018,Virginia,"Greensville County, Virginia",44534
2018,District of Columbia,"District of Columbia, District of Columbia",82604
2019,Maryland,"Worcester County, Maryland",63499
2019,Maryland,"Talbot County, Maryland",73547
2019,Maryland,"Howard County, Maryland",121160
2019,Maryland,"Prince George's County, Maryland",84920
2019,Maryland,"Anne Arundel County, Maryland",100798
2019,Maryland,"Baltimore County, Maryland",76866
2019,Maryland,"Frederick County, Maryland",97730
2019,Maryland,"Calvert County, Maryland",109313
2019,Maryland,"Garrett County, Maryland",52617
2019,Maryland,"Kent County, Maryland",58598
2019,Maryland,"Montgomery County, Maryland",108820
2019,Maryland,"Carroll County, Maryland",96769
2019,Maryland,"Queen Anne's County, Maryland",97034
2019,Maryland,"St. Mary's County, Maryland",89845
2019,Maryland,"Charles County, Maryland",100003
2019,Maryland,"Dorchester County, Maryland",52917
2019,Maryland,"Washington County, Maryland",60860
2019,Maryland,"Wicomico County, Maryland",56956
2019,Maryland,"Cecil County, Maryland",76887
2019,Maryland,"Caroline County, Maryland",58638
2019,Maryland,"Baltimore city, Maryland",50379
2019,Maryland,"Somerset County, Maryland",37803
2019,Maryland,"Harford County, Maryland",89147
2019,Maryland,"Allegany County, Maryland",45893
2019,Virginia,"Surry County, Virginia",57962
2019,Virginia,"Clarke County, Virginia",80026
2019,Virginia,"Mecklenburg County, Virginia",43207
2019,Virginia,"Augusta County, Virginia",62711
2019,Virginia,"Goochland County, Virginia",93994
2019,Virginia,"Madison County, Virginia",57895
2019,Virginia,"Roanoke County, Virginia",68948
2019,Virginia,"Brunswick County, Virginia",44434
2019,Virginia,"Northampton County, Virginia",47227
2019,Virginia,"Rockbridge County, Virginia",54600
2019,Virginia,"Norton city, Virginia",29000
2019,Virginia,"Colonial Heights city, Virginia",54550
2019,Virginia,"Bland County, Virginia",48531
2019,Virginia,"Botetourt County, Virginia",71110
2019,Virginia,"Bristol city, Virginia",37500
2019,Virginia,"Williamsburg city, Virginia",57463
2019,Virginia,"Carroll County, Virginia",44835
2019,Virginia,"Washington County, Virginia",48495
2019,Virginia,"Page County, Virginia",51792
2019,Virginia,"Alexandria city, Virginia",100939
2019,Virginia,"Hampton city, Virginia",56287
2019,Virginia,"Arlington County, Virginia",120071
2019,Virginia,"Buchanan County, Virginia",31956
2019,Virginia,"Stafford County, Virginia",111108
2019,Virginia,"Richmond city, Virginia",47250
2019,Virginia,"Essex County, Virginia",51954
2019,Virginia,"Tazewell County, Virginia",42099
2019,Virginia,"Manassas Park city, Virginia",88046
2019,Virginia,"Sussex County, Virginia",49487
2019,Virginia,"Manassas city, Virginia",81493
2019,Virginia,"Salem city, Virginia",57165
2019,Virginia,"Charlotte County, Virginia",40573
2019,Virginia,"Greensville County, Virginia",50300
2019,Virginia,"Isle of Wight County, Virginia",73991
2019,Virginia,"Franklin city, Virginia",40417
2019,Virginia,"Lexington city, Virginia",42632
2019,Virginia,"Henry County, Virginia",37952
2019,Virginia,"King William County, Virginia",66987
2019,Virginia,"Louisa County, Virginia",60975
2019,Virginia,"Prince Edward County, Virginia",47202
2019,Virginia,"Rockingham County, Virginia",61864
2019,Virginia,"James City County, Virginia",87678
2019,Virginia,"Russell County, Virginia",39758
2019,Virginia,"Smyth County, Virginia",40932
2019,Virginia,"Charlottesville city, Virginia",59471
2019,Virginia,"Campbell County, Virginia",49664
2019,Virginia,"Henrico County, Virginia",70307
2019,Virginia,"King George County, Virginia",94274
2019,Virginia,"Lancaster County, Virginia",53711
2019,Virginia,"Lee County, Virginia",32888
2019,Virginia,"Mathews County, Virginia",64237
2019,Virginia,"Middlesex County, Virginia",57438
2019,Virginia,"Prince George County, Virginia",71912
2019,Virginia,"Richmond County, Virginia",49517
2019,Virginia,"Scott County, Virginia",39820
2019,Virginia,"Spotsylvania County, Virginia",88628
2019,Virginia,"Appomattox County, Virginia",58696
2019,Virginia,"Franklin County, Virginia",56254
2019,Virginia,"King and Queen County, Virginia",63982
2019,Virginia,"Montgomery County, Virginia",57977
2019,Virginia,"New Kent County, Virginia",87904
2019,Virginia,"Cumberland County, Virginia",47469
2019,Virginia,"Dickenson County, Virginia",29932
2019,Virginia,"Halifax County, Virginia",42669
2019,Virginia,"Loudoun County, Virginia",142299
2019,Virginia,"Prince William County, Virginia",107132
2019,Virginia,"Southampton County, Virginia",61348
2019,Virginia,"Highland County, Virginia",48587
2019,Virginia,"Caroline County, Virginia",65103
2019,Virginia,"Gloucester County, Virginia",70537
2019,Virginia,"Patrick County, Virginia",43073
2019,Virginia,"Powhatan County, Virginia",89090
2019,Virginia,"Shenandoah County, Virginia",57252
2019,Virginia,"Fauquier County, Virginia",100783
2019,Virginia,"Staunton city, Virginia",52611
2019,Virginia,"Fluvanna County, Virginia",76873
2019,Virginia,"Radford city, Virginia",36297
2019,Virginia,"Winchester city, Virginia",58818
2019,Virginia,"Accomack County, Virginia",46073
2019,Virginia,"Craig County, Virginia",55708
2019,Virginia,"Floyd County, Virginia",51521
2019,Virginia,"Giles County, Virginia",54520
2019,Virginia,"Grayson County, Virginia",36544
2019,Virginia,"Nottoway County, Virginia",45535
2019,Virginia,"Rappahannock County, Virginia",74284
2019,Virginia,"Charles City County, Virginia",57198
2019,Virginia,"Culpeper County, Virginia",77935
2019,Virginia,"Dinwiddie County, Virginia",60346
2019,Virginia,"Greene County, Virginia",67398
2019,Virginia,"Hanover County, Virginia",89390
2019,Virginia,"Lunenburg County, Virginia",44303
2019,Virginia,"Orange County, Virginia",71548
2019,Virginia,"Emporia city, Virginia",27063
2019,Virginia,"Wythe County, Virginia",49364
2019,Virginia,"Chesapeake city, Virginia",78640
2019,Virginia,"Harrisonburg city, Virginia",46679
2019,Virginia,"Albemarle County, Virginia",79880
2019,Virginia,"Bedford County, Virginia",64199
2019,Virginia,"Buckingham County, Virginia",49025
2019,Virginia,"Wise County, Virginia",38888
2019,Virginia,"Covington city, Virginia",40655
2019,Virginia,"Portsmouth city, Virginia",52175
2019,Virginia,"Virginia Beach city, Virginia",76610
2019,Virginia,"Alleghany County, Virginia",47673
2019,Virginia,"Galax city, Virginia",33575
2019,Virginia,"Westmoreland County, Virginia",53853
2019,Virginia,"Northumberland County, Virginia",62632
2019,Virginia,"Pulaski County, Virginia",53866
2019,Virginia,"Warren County, Virginia",69116
2019,Virginia,"Danville city, Virginia",37203
2019,Virginia,"Fredericksburg city, Virginia",65641
2019,Virginia,"Amherst County, Virginia",52888
2019,Virginia,"Bath County, Virginia",49738
2019,Virginia,"Hopewell city, Virginia",39030
2019,Virginia,"Newport News city, Virginia",53215
2019,Virginia,"Frederick County, Virginia",78002
2019,Virginia,"Lynchburg city, Virginia",46409
2019,Virginia,"York County, Virginia",92069
2019,Virginia,"Martinsville city, Virginia",34371
2019,Virginia,"Nelson County, Virginia",64313
2019,Virginia,"Pittsylvania County, Virginia",47690
2019,Virginia,"Buena Vista city, Virginia",32455
2019,Virginia,"Falls Church city, Virginia",127610
2019,Virginia,"Petersburg city, Virginia",38679
2019,Virginia,"Poquoson city, Virginia",97118
2019,Virginia,"Fairfax city, Virginia",116979
2019,Virginia,"Waynesboro city, Virginia",45011
2019,Virginia,"Roanoke city, Virginia",44230
2019,Virginia,"Suffolk city, Virginia",74884
2019,Virginia,"Norfolk city, Virginia",51590
2019,Virginia,"Amelia County, Virginia",57946
2019,Virginia,"Chesterfield County, Virginia",82599
2019,Virginia,"Fairfax County, Virginia",124831
2019,District of Columbia,"District of Columbia, District of Columbia",86420
2020,Maryland,"Allegany County, Maryland",49449
2020,Maryland,"Baltimore County, Maryland",78724
2020,Maryland,"Caroline County, Maryland",59042
2020,Maryland,"Carroll County, Maryland",99569
2020,Maryland,"Charles County, Maryland",103678
2020,Maryland,"Dorchester County, Maryland",52799
2020,Maryland,"Garrett County, Maryland",54542
2020,Maryland,"Harford County, Maryland",94003
2020,Maryland,"Kent County, Maryland",60208
2020,Maryland,"Prince George's County, Maryland",86994
2020,Maryland,"Queen Anne's County, Maryland",96467
2020,Maryland,"Somerset County, Maryland",44980
2020,Maryland,"Talbot County, Maryland",73102
2020,Maryland,"Washington County, Maryland",63510
2020,Maryland,"Wicomico County, Maryland",60366
2020,Maryland,"Worcester County, Maryland",65396
2020,Maryland,"Baltimore city, Maryland",52164
2020,Maryland,"Anne Arundel County, Maryland",103225
2020,Maryland,"Calvert County, Maryland",112696
2020,Maryland,"Cecil County, Maryland",79415
2020,Maryland,"Frederick County, Maryland",100685
2020,Maryland,"Howard County, Maryland",124042
2020,Maryland,"Montgomery County, Maryland",111812
2020,Maryland,"St. Mary's County, Maryland",95864
2020,Virginia,"Accomack County, Virginia",46178
2020,Virginia,"Alleghany County, Virginia",48513
2020,Virginia,"Amelia County, Virginia",63918
2020,Virginia,"Appomattox County, Virginia",55457
